%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
789,891,706,675,41,69.5,36.5,27.5,297.22,421.144,286.149,256.894,31.0967,33.1427,39.7149,21.9956,flood
680,706,714,639,48,27.5,52.5,29,379.848,240.551,341.404,252.593,38.2485,23.1162,45.5447,25.6263,flood
519,676,600,644,38,43.5,36.5,46,356.534,275.321,199.622,256.392,38.2333,26.576,42.2481,33.1546,flood
228,199,301,215,26.5,25,42.5,32.5,135.095,151.681,188.108,152.066,24.839,23.965,28.0553,31.9871,flood
389,273,334,250,40,36.5,41,5.5,216.936,168.551,213.421,156.326,32.4043,26.6383,23.5867,9.39394,flood
323,309,439,345,62,75.5,37,32,366.132,324.174,250.108,203.966,35.0376,15.1645,23.9862,39.0847,flood
385,300,347,250,53.5,45.5,34,5,433.889,183.522,192.794,139.74,37.0312,33.36,30.1471,25.9593,flood
338,247,286,194,30.5,30.5,21.5,15.5,154.752,158.409,115.296,130.225,37.279,32.1343,18.7896,24.1,flood
523,706,541,631,28.5,49.5,69.5,26.5,142.752,273.948,334.86,260.794,35.0815,34.6171,43.7474,25.3022,flood
850,842,717,874,28,33,40,26,334.735,272.25,358.534,274.451,34.6501,26.1832,33.4738,26.3307,flood
659,360,419,659,47.5,31,29,30.5,283.806,283.764,194.652,279.664,36.423,14.871,47.1119,29.449,flood
590,350,318,427,41.5,12,42.5,40,312.635,218.51,224.007,189.137,35.7039,33.2511,43.5882,21.495,flood
529,530,523,701,33,40,45,41.5,237.966,241.764,290.877,272.149,39.7,27.4259,31.7189,28.7524,flood
314,351,269,169,46,39.5,30.5,16.5,178.593,167.037,92.4264,92.3259,39.1813,33.2317,29.0645,15.4685,flood
208,325,513,323,23,76.5,33.5,35,133.196,325.345,113.581,163.966,35.686,42.3791,35.0892,16.6747,flood
137,294,687,522,14,33.5,51,39.5,92.9117,254.35,270.049,218.35,28.4555,37.2607,31.7115,15.8365,flood
254,426,422,289,26.5,45,47,26,172.752,233.421,296.049,150.51,23.4759,35.6749,35.5987,11.8287,flood
185,239,504,349,22,56.5,69.5,37,136.368,257.605,407.002,161.137,30.9381,51.6462,38.1944,22.6827,flood
666,538,546,559,42,24.5,33,36,276.392,189.338,350.534,225.279,25.9522,39.055,33.9219,16.8113,flood
625,572,788,655,42.5,36,27.5,52,379.747,344.049,215.095,433.446,21.3344,25.2905,40.6364,14.2949,flood
700,498,696,670,42,30.5,43,35,416.333,212.066,276.735,280.25,33.89,21.6435,30.2794,25.3902,flood
647,529,517,534,18,32.5,46.5,34,170.368,249.522,382.233,230.451,26.7105,27.4481,30.4801,21.4885,flood
599,477,607,595,59,48,65.5,41,415.103,381.505,467.63,242.936,30.0613,41.3996,13.8902,25.912,flood
217,158,196,227,32,40,42,19.5,156.995,218.936,215.907,150.853,36.7225,28.2542,21.7362,19.5721,flood
323,176,351,464,69.5,11,20.5,34.5,376.517,86.4264,128.953,156.066,14.8335,23.4758,44.7188,19.5526,flood
459,453,371,337,38,42,35,23.5,254.25,236.593,136.652,97.2965,28.8828,32.1713,42.7361,21.139,flood
335,343,387,435,30.5,19.5,28.5,27.5,182.894,135.296,118.61,160.167,20.2271,30.0561,25.603,22.2208,flood
337,405,376,242,36,48,64.5,19,193.279,245.078,222.09,142.61,36.8102,32.0818,38.3265,24.9597,flood
493,276,301,359,32,20,54.5,49.5,204.451,123.882,218.291,303.948,23.8694,26.2477,30.1269,30.596,flood
709,582,612,512,74.5,35,49,40.5,304.86,157.48,196.735,171.037,40.2812,20.6482,24.4646,25.6104,flood
858,314,548,547,31.5,16,13.5,69.5,219.037,98.0833,134.426,281.203,29.1865,31.7546,30.5307,18.3544,flood
312,453,515,310,43.5,23.5,42.5,24.5,239.806,173.924,181.179,253.723,46.6152,25.8559,39.9919,29.034,flood
407,433,419,306,35,16,108,29.5,154.652,179.681,313.789,262.208,37.7567,22.1897,40.9364,18.079,flood
342,322,271,328,35,21,28,28,159.966,208.309,209.966,170.652,39.3003,24.2577,42.6309,18.6247,flood
360,172,218,381,24.5,14.5,57.5,35.5,199.823,105.983,354.375,266.492,28.6279,34.9168,46.0203,19.5139,flood
374,225,278,354,33,21.5,75.5,34,315.22,102.569,451.428,267.421,36.0699,28.2402,18.1865,20.9812,flood
373,276,276,415,36,37,52.5,27.5,294.735,249.078,323.404,298.007,36.9136,26.2233,35.1007,20.7522,flood
352,156,322,242,77,56,58.5,34,616.926,276.191,569.085,196.794,21.4058,25.6325,36.8901,28.2065,flood
545,369,326,501,35,29.5,26.5,20.5,298.392,190.894,264.208,197.238,26.5191,14.933,50.4128,21.5268,flood
617,640,399,569,64.5,34,12.5,26.5,573.085,292.593,143.64,282.693,39.6821,13.1224,37.8638,25.3274,flood
604,560,534,560,20.5,39,14,35,192.752,286.735,163.196,283.907,38.1507,29.0845,35.4626,28.6905,flood
637,314,399,562,52.5,23.5,22,31,338.777,168.853,244.794,308.735,31.1754,15.6091,25.1878,30.1907,flood
641,414,456,569,18,51,50.5,42.5,195.681,335.505,390.718,283.463,26.4953,24.3767,16.4948,31.7657,flood
170,235,373,360,23.5,26,62,50.5,148.125,109.196,305.99,295.262,20.047,27.8109,34.6306,21.8762,flood
281,220,274,319,37,24.5,23,45,188.794,85.2965,106.669,250.392,24.9905,38.2468,37.5583,20.1255,flood
187,215,291,302,54,26,23,74,296.534,127.681,227.137,342.416,38.5442,35.5291,34.3811,19.9012,flood
219,274,240,179,56,46.5,22,37.5,299.161,172.693,142.853,147.723,31.8436,45.3061,23.0031,21.2566,flood
203,247,247,210,28.5,45,19,37.5,160.752,170.108,108.225,159.037,23.6943,45.4472,32.9209,19.0774,flood
442,537,584,637,26.5,22,76,35,229.137,266.551,483.671,193.966,27.0424,30.5017,45.7779,13.0704,flood
590,537,492,614,30.5,71,44,32,315.563,483.044,354.333,284.593,30.7003,36.1891,34.3698,20.4582,flood
425,576,562,544,29,56,41.5,26.5,193.48,560.701,239.664,257.865,19.8854,24.9121,38.5418,19.1373,flood
541,454,407,457,35,35.5,84.5,32,299.22,222.35,453.428,219.279,34.3671,34.2401,49.5296,27.8247,flood
624,563,604,428,42,31,14,33,316.049,211.966,200.024,216.451,30.7036,24.4604,21.8805,16.96,flood
370,299,279,232,42.5,59,31,20,202.007,292.333,137.338,90.2254,34.1575,38.954,37.0648,26.059,flood
291,457,331,242,39.5,45,44,18,163.037,202.593,201.764,78.9117,40.3317,23.6028,35.2811,29.2216,flood
325,315,479,334,32.5,263,41.5,32,193.38,220.392,223.179,162.995,24.6707,30.3388,30.0541,13.4601,flood
254,335,328,215,34,39,27.5,28.5,125.095,214.936,125.439,134.752,35.3727,32.4043,33.9289,23.6277,flood
334,378,506,352,32.5,77.5,37,23.5,176.894,363.487,140.309,90.468,40.215,32.4954,29.8621,22.3092,flood
294,379,328,444,32,5,30.5,35.5,235.764,214.024,125.924,294.007,18.036,21.9143,29.8155,22.9744,flood
326,273,239,383,36,81,80.5,41,304.392,395.671,384.458,320.392,39.8503,23.5907,42.0261,18.4871,flood
447,375,379,337,36,30.5,28,17,310.049,253.179,214.794,241.622,30.7317,24.7995,38.3962,25.7186,flood
398,266,388,371,35.5,16,71.5,52.5,329.806,265.279,569.37,243.806,34.6881,17.9347,21.5919,26.4519,flood
355,326,387,323,20,70.5,76,38,184.167,358.032,575.127,235.764,39.8175,37.6542,25.5063,21.6651,flood
259,351,312,291,33.5,46.5,49,16,167.723,203.179,235.22,93.7401,22.575,32.7788,34.5136,25.9554,flood
482,474,305,169,41.5,43,33.5,8.5,242.836,257.078,122.752,65.3553,35.1432,34.1618,42.076,11.199,flood
380,390,321,273,39.5,30,25.5,20,207.966,244.936,115.782,170.752,34.4789,39.3421,31.1161,13.2887,flood
394,316,311,302,75,45.5,30.5,41.5,426.558,182.007,123.095,180.693,29.6599,38.6696,36.097,28.8734,flood
370,309,358,219,36,94.5,19.5,31,223.137,358.6,116.468,137.338,34.4308,33.7024,32.7472,25.165,flood
482,318,345,458,34,32,14,70.5,262.836,175.48,184.853,468.115,38.1174,29.9464,35.9622,18.4743,flood
605,396,476,518,35.5,49,51,32,387.605,396.132,339.647,244.108,23.8173,19.4864,37.7689,30.5,flood
636,434,515,588,31,28,44.5,37.5,369.706,223.137,257.806,276.25,28.7946,17.3051,25.0098,40.4427,flood
748,376,480,431,16,21,50,36.5,188.024,200.167,230.392,188.794,34.2275,12.1196,37.2877,26.7721,flood
731,500,532,522,387,31,43.5,41,321.563,204.309,222.836,224.25,24.6354,21.3038,39.3442,29.5023,flood
309,283,373,373,43,20,44,45,172.108,94.2254,184.936,237.22,38.0059,32.5061,25.982,28.2286,flood
268,386,580,398,28.5,40,31,76,104.267,184.451,184.167,340.759,49.8455,22.6924,36.4668,26.0659,flood
157,396,495,467,22,18.5,59.5,39,77.0538,111.941,280.233,180.108,52.5102,25.5719,32.3712,27.8603,flood
313,294,320,368,29.5,29,30.5,34,179.581,98.0244,111.924,169.48,28.9005,25.9326,42.4889,21.1884,flood
270,279,525,318,27.5,53.5,37,29.5,151.439,204.149,198.108,112.853,27.2942,19.0773,37.6936,14.2714,flood
226,309,382,295,19,28,41,22,90.9117,179.48,196.936,187.823,33.7876,14.463,37.3142,18.176,flood
187,385,578,422,12,33,24,24,89.7401,156.652,262.451,225.48,40.5873,10.3613,27.7788,19.9897,flood
204,354,463,197,45.5,53,50,30,317.948,344.475,272.049,128.853,34.1239,33.4304,36.5849,13.0528,flood
215,320,334,267,31,86.5,41.5,37,169.823,377.63,199.522,173.622,39.3301,41.943,21.9818,17.326,flood
151,374,389,287,19,29.5,49,33,125.054,141.924,233.563,188.309,31.3911,15.1262,25.7499,20.3641,flood
1060,904,1242,583,17,54,41.5,40,129.539,354.818,227.664,216.108,13.6933,24.661,36.8911,21.3471,flood
930,488,1136,764,31,11,51,29.5,229.966,57.9411,307.848,173.723,37.0644,11.179,31.1418,23.7002,flood
1109,689,1004,746,17,45,67,20,161.782,274.534,369.103,158.853,25.265,23.2167,36.1555,32.5877,flood
931,459,822,813,33,36.5,50.5,43.5,212.894,237.179,307.262,273.463,26.0191,14.2566,27.4927,29.1289,flood
948,234,834,684,26.5,7.5,44,26.5,136.61,117.497,188.108,176.894,30.5267,13.6111,35.1042,30.2416,flood
395,413,274,257,80,53.5,26,29.5,437.671,287.605,103.539,162.409,31.3396,34.3451,32.1434,17.0906,flood
481,607,504,259,43,58,32.5,21.5,157.279,381.789,130.752,79.6396,37.7939,33.9962,24.0328,36.5538,flood
338,554,339,296,37.5,35,33.5,25.5,118.066,227.966,167.238,122.61,52.4619,44.7906,39.4062,39.025,flood
513,508,460,340,43.5,47.5,40,33,159.037,216.836,153.966,173.966,25.403,26.329,31.3848,23.5486,flood
536,679,544,224,52.5,47,43.5,16.5,177.321,210.25,244.492,62.3259,32.5093,31.1053,21.4227,26.0955,flood
305,384,354,321,29.5,61.5,55.5,23,201.966,379.688,269.806,160.51,28.5682,20.6382,22.2357,22.1492,flood
295,310,365,442,31,22,26.5,39.5,162.995,103.882,113.782,234.007,45.6357,29.3341,33.3907,18.619,flood
353,360,359,322,37.5,57,31.5,38.5,204.693,320.475,133.924,212.693,38.4194,27.8362,39.2609,17.6824,flood
419,352,443,257,42,95.5,44.5,32.5,234.593,360.6,185.179,141.581,37.5347,27.3785,32.6363,24.1872,flood
395,406,350,258,42.5,89,39,33,247.321,362.701,237.764,167.137,30.5184,45.7181,34.3596,21.436,flood
815,1020,1494,799,17.5,29,19,48,154.953,169.338,103.64,325.848,20.8449,27.2634,32.0141,27.4049,flood
1071,657,1241,944,14.5,20.5,46,28.5,119.983,268.551,237.078,180.066,34.5739,23.6574,40.6292,30.8861,flood
1234,465,757,669,31.5,17,39.5,30,192.066,200.711,214.35,167.095,29.514,19.8457,35.2691,34.2526,flood
983,645,594,554,26,52,34,28.5,216.167,331.019,153.48,158.409,33.5218,34.1498,32.4449,28.635,flood
889,722,550,640,48.5,30,22.5,40.5,271.463,147.823,85.6396,305.806,42.5665,23.8586,46.2532,21.3656,flood
681,481,598,774,41,29.5,23.5,34.5,427.304,98.5269,195.723,269.664,26.019,27.4338,33.5589,13.3464,flood
1014,386,1023,757,22,27,23.5,36.5,179.095,248.108,237.723,234.35,34.0112,26.2614,40.5193,32.3879,flood
734,486,638,558,19,35,22.5,64,206.267,203.622,273.522,420.759,22.8027,26.4679,31.9741,21.2815,flood
669,367,482,413,58.5,31.5,35.5,63.5,309.747,181.238,220.208,342.375,33.0943,23.774,48.4996,26.7859,flood
777,640,770,537,24,30.5,20.5,61.5,179.823,231.037,152.225,336.233,43.6058,20.4997,36.4891,20.6826,flood
219,306,308,246,24,14,13.5,8,150.853,141.983,141.397,142.326,52.7936,13.2662,54.2491,10.3271,gas
204,318,372,230,56.5,24,29,32.5,273.948,148.024,149.338,180.894,45.6435,14.4828,36.7241,8.18125,gas
160,171,289,256,27,14,42,23,203.823,116.569,228.25,137.196,41.2081,16.9008,49.4714,10.465,gas
328,424,476,383,34,45,26,31.5,147.48,300.877,177.238,188.066,46.9383,14.1793,44.019,11.4014,gas
459,330,757,297,62,50,38,13.5,334.132,252.392,204.108,145.296,50.3211,8.54241,34.1208,21.2531,gas
343,415,448,344,60.5,47,42,56.5,289.747,258.534,166.451,298.576,34.4821,36.186,34.3779,25.2975,gas
296,374,371,211,14,34.5,34.5,47.5,178.51,226.693,140.167,162.836,31.6974,35.6221,40.971,26.0526,gas
467,355,318,247,31.5,37.5,23,36,166.024,147.723,122.711,145.823,42.6238,24.5286,32.1059,44.2252,gas
321,364,345,201,38,27.5,21,24,269.563,164.995,132.368,119.439,35.3181,29.3989,29.8194,24.5347,gas
367,313,244,300,37,66.5,22,22,170.794,230.919,101.054,156.853,30.0693,15.3429,36.2345,36.714,gas
550,273,324,374,27,50,45,6.5,197.338,267.279,323.563,230.752,38.6633,13.3189,21.8978,18.75,gas
503,420,381,408,28.5,28.5,12.5,38,251.338,294.693,186.024,259.622,29.0987,29.7561,29.0344,33.1934,gas
424,454,339,363,12,10,17,15.5,186.368,174.468,166.368,232.953,48.2238,25.2802,46.8937,38.1607,gas
392,283,359,231,14.5,16,27.5,27,182.267,231.823,374.635,159.154,46.5292,12.8854,45.3049,16.3099,gas
446,287,298,292,8.5,19,11.5,11,163.054,320.794,147.64,149.397,51.9406,17.7632,53.2524,12.3003,gas
284,430,513,361,24,38,43,46.5,188.652,159.723,230.593,184.007,38.4175,35.1552,35.6311,30.6737,gas
243,383,474,276,64,22,33.5,39,376.759,141.539,219.179,134.309,51.0949,38.9967,29.5617,22.3175,gas
314,350,417,260,31,19,38,36,204.794,117.983,194.794,157.966,34.5592,29.1261,39.6553,20.2979,gas
345,425,457,319,53,43.5,42.5,49,210.392,198.836,167.581,169.078,13.7776,37.6407,24.0435,20.9586,gas
221,347,350,245,49,35,44.5,72.5,301.99,249.966,156.35,316.86,46.7049,33.9175,32.3428,24.1203,gas
257,258,262,147,26.5,45.5,6.5,5,179.924,349.806,175.497,155.397,50.9503,13.4185,58.9444,8.96296,gas
422,385,427,295,23,17.5,11,18.5,190.167,191.924,215.539,144.468,41.5121,17.8462,34.1111,27.7898,gas
385,360,300,387,43,59,3,25,279.22,339.99,134.77,320.108,40.664,16.9068,45.6944,20.4687,gas
367,326,414,290,23.5,26.5,26,15.5,182.752,307.664,294.794,143.64,40.532,26.3294,50.4455,26.2487,gas
519,447,272,652,26.5,21.5,4.5,15,266.894,163.196,112.042,140.569,25.3964,36.8533,24.6455,25.1308,gas
629,648,383,665,42,31,46,31.5,304.877,171.823,302.049,242.693,34.2884,21.0848,49.4312,28.3111,gas
638,562,344,488,28,320,7,19.5,194.652,143.196,138.083,152.468,42.0296,15.7885,57.5,33.08,gas
606,405,332,642,44,23,6.5,24,209.421,131.539,140.326,167.782,41.0128,24.3014,35.3315,33.4402,gas
898,455,455,848,40.5,8,38.5,305.5,221.664,142.569,296.492,192.108,33.8728,34.537,48.2622,22.1742,gas
786,448,483,642,42,32.5,28,65.5,188.936,169.238,248.409,308.233,27.4255,22.5716,43.5876,18.8641,gas
673,528,325,602,22.5,24,28.5,29,191.095,167.338,288.693,290.25,31.7264,21.5861,44.3979,16.4625,gas
637,640,330,599,33.5,26,20,19,211.037,221.48,283.966,265.48,40.6446,20.9257,29.441,20.4343,gas
797,367,637,313,51,37.5,36.5,32,344.676,179.38,258.007,272.451,35.5602,35.9852,44.4296,47.4635,gas
473,501,604,296,53.5,32,64,74,271.948,157.823,349.747,270.96,38.6698,24.8129,36.0234,17.1971,gas
748,528,394,744,37.5,37,13.5,52,184.167,175.966,275.439,273.706,30.8778,24.9182,19.4753,19.2745,gas
344,425,450,322,60.5,55.5,25,29,264.576,279.948,152.953,186.652,24.6531,36.4476,32.9208,41.1767,gas
422,489,514,317,20.5,57,34.5,21.5,162.125,285.161,156.894,119.296,41.5816,38.4683,35.1559,30.1255,gas
373,464,474,308,31.5,23,24,11.5,182.894,262.309,144.953,107.841,29.7871,30.2751,45.0262,25.7835,gas
339,376,428,295,11,23,47.5,20.5,120.912,143.196,237.321,126.125,37.4173,21.4435,32.0308,26.7324,gas
364,435,458,338,22,45.5,27,21,159.196,292.149,146.024,141.782,32.4274,26.3932,40.6219,32.1478,gas
327,289,269,355,34,17.5,6.5,11.5,204.551,124.468,137.841,139.154,46.4496,25.9636,52.264,18.8007,gas
402,407,389,618,31.5,90.5,26.5,6,176.652,241.581,183.238,203.397,43.9226,9.77083,40.2041,21.3059,gas
620,424,474,367,39,30,34,10,222.794,163.581,252.208,143.397,41.1777,27.8045,35.3793,17.2956,gas
450,529,412,292,30.5,41.5,7,17,213.723,308.149,140.569,250.167,34.5827,24.095,41.1667,17.1814,gas
502,376,374,411,36.5,28,31.5,31,170.894,154.167,263.522,297.078,31.0161,25.713,44.6593,24.2537,gas
271,340,188,412,38.5,37,0,0,189.865,264.108,133.941,130.627,36.8435,9.83292,0,0,gas
317,313,203,411,136,24.5,4,10,507.068,175.095,134.77,141.397,45.4095,11.5115,54.125,21.0917,gas
354,427,354,371,32.5,15.5,10.5,7,218.409,157.841,158.811,153.74,20.0529,20.6227,48.5546,29.4992,gas
366,534,399,509,24.5,17.5,11,13,246.208,172.125,212.853,166.711,43.3175,38.6548,17.2805,19.1896,gas
236,352,347,265,16,39.5,15.5,20.5,280.652,342.291,148.953,146.125,55.2854,17.2095,41.7273,13.6622,gas
333,399,430,226,29,23,24,9.5,139.681,308.794,137.439,107.841,44.4789,30.7356,27.1072,33.65,gas
301,445,402,249,13,34,25,16.5,143.397,317.764,106.953,96.8112,24.8469,30.3556,28.2048,29.4195,gas
563,647,587,384,33,25.5,27.5,18.5,181.48,287.865,172.752,143.296,29.3113,25.624,34.0878,47.4611,gas
455,267,322,319,59,17.5,16.5,14.5,297.99,121.64,107.397,127.154,29.3048,28.496,39.9571,33.1062,gas
366,406,224,329,23.5,12.5,8.5,10,152.61,103.497,127.154,115.497,35.0777,35.3235,21.2549,30.9482,gas
502,517,296,584,46.5,63,5.5,39.5,240.978,272.818,146.669,252.007,36.4822,14.0189,51.7597,35.5822,gas
576,511,294,523,49,31,17,32,211.907,165.581,289.966,278.693,39.2262,24.9202,54.098,31.8137,gas
682,469,341,541,95,38,9,20,454.843,302.049,262.51,159.338,41.112,20.6264,22.7857,23.9207,gas
534,560,343,636,33,21,37.5,11.5,198.409,146.368,314.978,270.368,41.1148,21.2686,50.4167,30.843,gas
474,471,338,512,22.5,32.5,12,15.5,124.468,157.238,261.681,272.409,27.501,26.3318,41.0684,17.1287,gas
522,513,219,481,41.5,35,4.5,8,204.35,161.137,121.355,270.225,40.7227,22.7578,58.0106,38.1099,gas
554,432,376,440,55,66,40,31,460.274,325.304,272.735,152.409,36.4161,28.7058,48.276,23.1299,gas
380,422,459,293,32.5,57.5,27.5,46.5,168.894,294.576,156.409,173.179,45.7766,12.6252,40.8273,17.2434,gas
444,417,307,469,29,26.5,36,23.5,172.167,155.681,283.765,152.267,44.3634,13.2847,48.7176,15.2483,gas
681,482,384,670,49.5,14.5,41,30,196.836,164.953,231.421,186.652,35.4558,17.3271,51.7354,20.3908,gas
423,588,703,339,6.5,39.5,37,22.5,112.87,179.823,313.907,136.711,48.5273,43.2996,29.6803,37.7651,gas
507,533,529,382,14.5,115,19,35,170.468,157.681,149.64,169.723,36.3914,39.2921,28.5059,43.538,gas
245,409,367,256,25.5,27,17,17,190.409,233.966,115.397,109.983,23.464,39.113,33.4627,25.8694,gas
260,275,212,196,19.5,23.5,9.5,17.5,114.811,219.581,68.5269,109.64,44.5103,26.9007,32.3854,25.8862,gas
351,359,405,225,29,16,26,33.5,162.167,106.711,119.196,212.208,28.2002,7.625,35.7682,40.9044,gas
492,399,541,244,31,26.5,34,9,191.823,232.551,209.279,50.2843,30.3074,24.7704,32.0979,36.5111,gas
399,573,322,376,14.5,12.5,9,8.5,114.811,114.669,33.4558,47.6985,22.2767,36.783,22,7,gas
500,299,442,229,7.5,12.5,14.5,0,86.5269,93.0122,77.8406,0,35.8188,56.3611,10.0106,0,gas
212,288,78,144,5.5,8,5,6.5,83.6985,77.9411,52.9706,51.2132,13.5844,27.6353,32.7,56.5833,gas
431,575,261,492,18.5,9,12,5.5,144.125,109.255,68.4264,26.3848,20.0769,26.3294,27.5,60.5,gas
346,247,188,388,45,54,3.5,5.5,184.024,323.848,134.527,144.326,34.6854,24.3974,53.9857,31.1364,gas
336,261,233,390,56.5,31,15.5,1,307.404,161.48,166.953,137.255,34.7612,21.0994,48.3397,18,gas
394,258,245,476,44,25.5,14.5,27.5,293.421,205.38,161.296,161.581,48.2221,9.70349,39.8179,18.0525,gas
306,275,317,503,26.5,42.5,28,24.5,150.51,195.522,177.581,153.095,32.2636,16.1374,40.0455,23.9751,gas
378,277,390,386,28.5,29.5,21,18.5,154.752,182.551,148.853,144.711,38.1176,13.9517,47.6241,13.6969,gas
486,458,299,415,32.5,41,6,12,190.066,221.907,255.539,148.669,34.2045,16.9162,57.5833,40.3257,gas
443,441,238,514,38,39.5,12.5,52,173.622,171.966,237.439,244.492,31.1604,17.8513,40.6667,27.8926,gas
504,487,265,438,30.5,34.5,22,21,193.137,150.066,124.711,108.711,44.381,19.7571,48.2401,22.11,gas
582,328,373,479,36,69,37.5,30.5,171.622,328.617,242.693,152.752,38.871,18.3088,40.3753,20.3544,gas
494,402,529,389,28.5,54.5,53.5,34,118.024,287.262,302.09,142.652,38.5281,9.01998,49.9724,11.0748,gas
348,395,409,227,28,34.5,36,46.5,154.752,172.894,160.309,208.492,39.6219,22.5765,32.2526,18.5478,gas
291,412,462,281,241,36,28.5,11.5,134.995,265.421,260.551,108.326,38.8958,17.5784,22.7049,21.9967,gas
441,375,436,314,19.5,18,26,21,147.782,120.225,159.681,109.296,48.4887,21.1691,28.4934,34.3097,gas
282,431,199,292,24,38,27.5,16.5,165.338,317.907,267.522,99.9828,14.5625,37.309,26.0988,35.6353,gas
359,607,500,379,37.5,34.5,36,20.5,166.551,185.723,192.794,150.61,26.2993,30.9311,26.8173,30.5842,gas
257,298,334,373,39.5,66,39.5,59.5,183.622,215.505,167.037,199.12,41.7646,26.9723,40.7681,17.5102,gas
341,398,387,440,91,25.5,45,45.5,393.671,184.752,162.451,380.576,39.5147,25.9584,40.1011,16.9089,gas
384,420,353,412,108.5,48,44,51.5,389.512,175.765,170.108,171.664,47.3805,20.1651,45.6833,24.0847,gas
355,271,312,329,56.5,72.5,39,27.5,189.806,205.723,152.794,189.238,43.0381,8.74773,43.4304,11.6561,gas
318,413,535,297,80.5,43,38,68.5,374.801,176.936,214.108,359.345,46.9857,23.659,34.4669,16.4933,gas
464,335,239,466,30,71,40.5,8,218.309,332.274,273.664,254.51,37.6531,20.3435,50.4938,29.8359,gas
528,409,241,529,33.5,61.5,7.5,12,221.865,233.262,238.267,261.338,41.5203,21.2525,51.9556,23.7361,gas
460,552,424,574,28.5,80,16.5,8,114.61,395.387,184.61,138.083,26.6993,20.778,43.3832,19.0879,gas
427,532,268,612,20,40,39,23,123.154,199.421,249.421,148.853,33.8224,18.9783,52.359,18.6804,gas
533,612,313,589,19,31.5,16,59,200.51,180.894,147.196,281.848,44.1457,21.6327,51.2545,30.8599,gas
576,561,578,555,87.5,47,24,23.5,336.943,349.505,187.681,170.853,36.1567,23.6777,25.7238,27.5486,gas
355,485,518,297,20,24.5,24,23,154.024,186.51,135.924,160.024,41.3845,38.3766,29.3731,33.4875,gas
346,367,260,225,21,219,13.5,8.5,130.368,175.338,101.497,95.0122,21.8904,35.3658,25.2989,26.1883,gas
311,447,304,302,21.5,28,15,17.5,162.953,252.451,101.154,107.983,19.4711,31.3882,34.0854,30.9762,gas
402,375,365,303,22,52.5,37.5,17,153.196,277.605,224.693,127.054,29.0497,13.0212,29.6683,31.5971,gas
410,484,370,458,14,283.5,11,37,130.569,190.267,101.255,190.451,26.7323,20.2941,14.2755,30.8093,gas
334,411,268,284,11.5,9,11,9.5,115.497,260.024,123.255,71.2132,24.0013,13.2116,37.7301,31.7162,gas
485,625,307,542,12.5,13.5,7,15.5,187.296,144.811,136.083,133.296,41.1804,28.0431,42.7564,38.9233,gas
214,230,123,241,17.5,28.5,6.5,8.5,122.811,160.752,85.3553,84.5269,39.1302,21.9922,28.0084,32.3557,gas
236,236,146,196,11.5,10,9,8.5,113.983,195.882,95.0122,69.6985,42.8704,34.4539,32.3167,35.9657,gas
426,394,180,520,29,58,15,4,192.652,252.333,110.569,137.255,29.4317,16.4689,56.6761,26.1,gas
543,466,209,435,27,42.5,19.5,46,163.338,195.522,240.894,294.534,29.6333,19.4627,48.6581,29.6165,gas
396,354,353,274,20,32.5,18.5,31,97.6396,143.823,221.581,154.995,39.0798,13.4949,47.7417,9.04973,gas
523,457,211,479,49,38.5,33.5,28,207.078,185.723,208.208,151.924,40.73,25.0105,55.643,19.7806,gas
579,582,374,469,42.5,36.5,43,28,188.693,232.007,254.593,152.167,42.985,18.8526,49.1453,21.1338,gas
251,346,318,206,15.5,8.5,9.5,7,65.8406,105.355,76.1838,61.9411,27.9331,30.2098,59.7333,52.1,gas
410,466,277,165,20.5,13,24,5,118.125,99.2548,155.338,75.9411,24.2386,27.3583,25.7544,53.631,gas
708,708,416,643,32,11.5,17,28,164.652,156.569,95.397,155.338,41.6694,24.5429,38.8778,31.2811,gas
499,604,243,484,12,20.5,6.5,9.5,123.054,116.468,58.8701,95.3553,16.187,32.5918,23.3889,31.2083,gas
548,222,285,364,21.5,13.5,25.5,12.5,143.782,64.669,108.61,115.941,40.4843,34.4989,35.668,33.4115,gas
391,459,228,496,28,33,11.5,21,253.137,201.966,129.154,154.024,23.2693,23.7099,37.4228,18.0524,gas
586,525,270,552,36,152,7,12,246.25,398.843,139.74,141.397,34.7515,23.5404,52.9571,33.4269,gas
