%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,34.3108,17.25,25.5,0,18.5833,15.6111,34.7639,paramedics
0,16.7778,26.9627,31.2063,19.3889,0,2.16111,0,32.5,paramedics
0,0,0,14.5,21.7259,0,3.3,8.59259,0,paramedics
0,14.5,18.9593,0,17.25,0,9.13333,0,20,paramedics
3.33333,25.1587,16.493,13.3889,9.13889,0,2.18519,9.81667,23.7,paramedics
0,0,6.80556,30,16.5,24.3544,19.9667,4.88889,35.8986,paramedics
17.1333,18.3417,3.62778,7.17063,11.5,14.5692,11.5222,3.79825,35.7444,paramedics
1.66667,16.1944,13.3042,24.5417,32.3333,23.7,32.4222,17.2389,23.6061,paramedics
0,37.9103,5.47222,6.25,12.3145,24.2917,23.4538,9.5,36.9556,paramedics
0,31.091,4.58333,27.1167,8.6,17.553,2.125,0.75,22.25,paramedics
0,0,19.2745,0,17.7758,0,22.0222,9.91667,26.4444,paramedics
5.69444,19.2417,17.1667,22.25,17.5333,23.963,32.5222,0,25.963,paramedics
0,4.09259,12.2833,13.0833,12.427,31.75,18.0556,6.22222,21.3911,paramedics
3.97222,20.75,11.037,7.89333,8.82862,19.3214,27.7963,29.1333,33.4778,paramedics
35.4259,0,15.1977,23.0714,1.92708,0,4.09933,0,24.0123,paramedics
20.0179,39,25.4672,13.5,3.12222,20,8.33333,0,36.9879,paramedics
0,11.3081,13.1417,19.8333,23.4778,14.75,23.5222,0,31.5238,paramedics
20.9167,3.88889,15.5403,13.4302,5.71429,36.05,33.5926,5,36.8535,paramedics
2.66667,0,16.2424,30.8667,19.15,0,23.9487,0,9.81667,paramedics
2.66667,7.19048,24.2796,27.7778,10.3037,38.9167,10.7646,4.08333,36.1342,paramedics
0,25,14.5891,19.2222,0.375,32.4785,13.2597,1.16667,0,paramedics
1.33333,13.2905,23.2902,9.60318,22.4865,37.25,16.8113,9.5,31.7181,paramedics
0.666667,12.0926,22.0261,21.8542,35.4074,19.9333,23.4079,19.875,18.2866,paramedics
0,0,25.8956,7.7463,32.6861,3.75,25.5477,10.6746,38.7,paramedics
27.6,17.4545,28.8513,3.55556,19.0738,0,27.0869,3.875,0,paramedics
7.48148,3.125,23.8057,13.3333,11.3889,0,15.674,2,31.9778,paramedics
24.1611,1.91667,16.85,13.037,7.76389,0,22.5222,1.58333,15.1867,paramedics
5.60847,0,17.7335,12,9.72963,0,8.01429,1.20833,38.6667,paramedics
2.44444,0,19.2421,19.1852,14.3056,1.5,3.66667,3.58333,32.0333,paramedics
3,15.5556,11.2273,15.8333,19.8519,25.3367,15.3066,1,10.5,paramedics
2.16667,8.98148,30.0008,12.8148,19.6194,36.4167,24.9272,4.32194,28.0833,paramedics
2.75,32.125,16.65,1.80952,11.7861,33.8893,11.7567,11.0093,16.1281,paramedics
0,8.34667,21.3042,0,24.7987,28.2311,18.0734,8.5,0,paramedics
2.88889,25.9405,10.714,3.25,24.6899,29.7621,21.3973,25.5704,21.2783,paramedics
3.94048,37.5,18.3889,12.5556,16.2111,0,0,18.2222,20.7979,paramedics
7.36374,4.75,25.9713,17.125,12.625,0,8.25,0,25.997,paramedics
5.15556,0,20.7405,11.5,8.06548,0,15.1195,2,16.9109,paramedics
17.6183,7.56667,11.4417,0,9.27778,18.3333,0,10.1389,23.4561,paramedics
20.8824,14.375,12.4674,13,18.2099,0,31.3833,7,11.3677,paramedics
0,26.3813,0,31.3333,20.0225,5,0,16.9167,0,person
0,19.3907,0,14.5,15.3444,13.4,0,14.9109,0,person
20,11.1822,0,25.3333,11.7474,6.83333,38.0111,18.7497,0,person
37.1701,18.9631,0,33.1481,18.9444,0,39.0128,16.6479,2.75,person
40.5,21.3553,0,0,13.4907,4.33333,37.1786,14.5858,0,person
0,12.8692,0,0,9.475,0,39.7407,14.0223,0,person
39.6288,22.5988,0,0,16.3793,0,0,17.6674,3.5,person
38.3333,9.72321,0,38.3333,2.2381,0,0,17.788,2.13889,person
39.2321,5.81111,0,37.4667,5.59921,0,0,19.1277,3.73333,person
36.6595,20.5032,0,37.9444,13.3542,0,0,23.7968,4.78571,person
0,13.1375,0,0,15.6052,0,0,13.083,0,person
0,24.5413,0,0,17.6815,0,0,16.0614,0,person
0,23.5655,0,0,12.7333,0,0,24.5898,0,person
0,26.6976,0,0,19.8889,0,0,16.0454,0,person
0,17.2252,0,0,14.1972,0,37.5,19.5112,4.42308,person
40.5,17.9188,1.5,39.3333,17.3333,0,0,8.84375,0,person
0,19.009,2.64286,0,18.5163,0,39.3611,22.2814,2.63889,person
0,15.7014,5.42708,31.0556,14.1825,0,40.6667,24.5767,0,person
20,18.7584,0,38.0556,21.5417,0,39.1296,13.5844,0,person
40,19.6811,0,40.4444,8.22222,14.6667,34.1497,8.34615,0,person
19.697,15.6022,1.5,37.3333,12.1222,4.16667,0,12.3872,0,person
40.1667,25.1301,0,38.7778,16.06,2.33333,40.5,15.1489,0,person
19.9524,15.5304,0,0,7.36032,3.66667,20,18.6665,0,person
0,19.5175,2,0,14.458,0,39.1515,13.1589,0,person
0,32.4474,7.75152,0,16.5491,9.33333,31.7667,10.595,0,person
20.25,14.6302,0,0,14.3583,0,0,21.6946,2.22222,person
38.2593,16.363,0,0,24.6111,0,0,20.3983,3.2381,person
40,29.1381,0,35.4167,25.4444,0,0,24.1588,5.80303,person
0,22.2683,0,0,0,0,36.4286,25.3333,4.12424,person
35.6476,24.1619,0,37,14.5333,0,0,17.5464,5.05258,person
0,21.117,0,40.3333,18.4229,0,40.5,20.0591,1.55556,person
0,15.9959,0,0,19.4542,0,0,16.0501,0,person
40,18.8217,2.5,18.6667,19.2907,0,37.2794,21.9871,4.64444,person
0,28.6489,0,40.4444,25.8981,0,20,20.4688,1.66667,person
0,22.5015,0,0,22,2.33333,40.5,19.1111,0,person
36.3333,26.408,0,0,10.1667,0,40.25,21.4625,4.15,person
32.0385,17.2379,0,0,16.1003,0,18.2778,23.4347,6.14815,person
27.7772,21.0228,0,0,8.83333,0,0,9.55926,11.9714,person
22.7829,13.0442,0,0,19.5183,0,0,38.7619,11.9028,person
35.7939,27.3398,0,0,20.8413,0,0,22.7472,6.25,person
0,14.8785,0,0,10.4667,6.33333,37.1667,15.9653,0,person
0,22.9556,0,0,21.4313,1.5,37.9365,13.6869,0,person
0,20.3129,0,0,13.75,2.33333,38.6667,12.5188,0,person
36.4242,19.1058,0,19.5,13.7254,5,37.375,12.5438,0,person
40.5,22.5858,0,0,9.9639,6.66667,37.9986,9.04198,0,person
38.8944,18.704,0,0,9.52148,0,0,14.9269,0,person
0,19.1677,1.5,40.5,14.9874,0,0,14.6447,0,person
38.2714,24.1122,3.27619,39.2667,12.3704,0,38.75,12.4847,0,person
37.3778,21.3708,6.07605,37.2571,19.4379,0.444444,36.2205,8.65336,0,person
0,22.3966,2.52381,0,19.0188,0,35.6226,11.9094,0,person
39.25,17.161,0,39.3333,17.0278,0,0,17.1291,3.2381,person
37.8782,25.1131,0,38.6667,11.4444,0,0,26.3907,5.64103,person
36.8301,21.1201,0,18,15.3439,0,0,20.109,4.28571,person
0,9.90914,0,40.25,13.3981,0,0,26.1055,1.66667,person
0,19.7775,0,39,19.6713,0,0,23.3099,3,person
38.3359,17.869,0,0,17.0175,5,0,23.0685,0,person
39.1389,17.3336,0,0,0,0,0,22.6535,2.5,person
25.746,22.1758,0,0,24.537,0,0,26.7821,3.1,person
0,9.59804,0,0,10.3762,0,0,14.1972,0,person
33.9125,19.0088,0,0,17.9372,0,0,27.1818,6.12745,person
38.4444,21.4661,0,0,7.83333,0,0,24.2046,3.87037,person
34.902,17.7852,0,39.2667,8.40741,0,0,14.2968,6.75053,person
35.8704,17.5858,0,38,14.7929,0,0,21.0043,4.4375,person
30.9123,16.7143,0,0,11.1111,0,0,16.6944,6.61859,person
38.8333,30.9699,0,0,20.3579,0,0,27.9295,2.875,person
0,22.041,0,0,18.0223,1.66667,0,14.5982,0,person
40.0667,14.6441,0,33.6667,13.9327,6.38095,0,17.2187,0,person
0,18.1822,3,0,14.047,0,38.381,12.2842,0,person
39.5,19.3787,0,40,12.2193,0,39.6111,16.3532,1.5,person
0,20.2295,2.86111,0,21.1078,4.66667,38.5778,12.8366,0,person
0,16.4712,0,0,13.4569,0,0,15.8419,0,person
20.25,16.1325,0,37.3333,13.1779,0,0,21.5646,2.16667,person
38.65,25.8639,0,31.8333,20.907,0,0,25.7514,6.58578,person
38.6288,25.8451,0,38.5556,10.0417,0,0,17.0354,3.12222,person
40,20.2521,0,0,17.8037,0,0,21.6409,0,person
19.85,25.7319,0,0,24.2083,0,0,21.469,2.5,person
0,23.6115,0,0,17.41,0,0,15.8498,0,person
0,25.4296,0,0,15.9236,0,40.1111,15.8474,0,person
0,25.1047,3.5,18.2222,18.4927,0,38.3704,9.50461,0,person
35.7546,21.9338,2.5,31.0159,14.4488,8.83333,29.1667,14.0637,0,person
38.1288,17.0762,0,0,15.1122,0,0,21.8997,4.12963,person
35.1296,21.5083,0,39,12.4127,0,0,17.4583,4.05952,person
37.131,24.6862,0,0,7.7127,2,0,25.7741,3.62179,person
0,22.8014,0,0,19.0056,0,40,21.1167,2,person
0,24.3694,0,0,22.1759,0,0,20.4867,0,person
0,30.9615,2.61905,0,24.3587,4.5,29.7778,22.859,4.8,person
0,21.4315,0,0,22.8968,0,0,23.1764,3,person
0,0,0,0,17.2477,0,39.6667,23.0348,2.22222,person
34.6625,18.9072,0,0,12.2963,0,38.0879,17.3834,4.26042,person
0,17.5339,0,0,13.6443,0,0,22.7369,0,person
0,16.7465,0,37.4444,12.8482,5.33333,0,15.6149,0,person
19.875,16.3373,0,0,17.2867,0,0,16.7525,0,person
19.5,12.3589,1,0,18.7255,0,40,12.7966,0,person
39.625,22.3787,3.5,39.5,20.9619,0,0,16.7082,0,person
20,18.2744,0,26.4444,17.4579,3.66667,0,17.5057,0,person
32.3148,24.2016,0,29.6667,8.26,0,0,20.0417,4.98889,person
0,27.9489,7.61111,0,18.2653,0,31.0873,26.9491,8,person
40,20.15,0,0,18.5362,0,0,38.5,2.5,person
35.8278,20.8519,0,0,19.5167,0,0,38.3286,8.37963,person
37.631,38.0606,2.33333,40.2222,24.4314,0,0,35.8049,4.40741,person
0,21.3172,0,0,16.2111,0,0,16.6306,0,person
0,21.8122,0,0,20.0938,0,0,11.3052,0,person
0,23.119,0,0,17.8167,0,0,18.431,0,person
0,28.3568,0,0,15.2996,0,20,12.1852,0,person
0,35.6146,2.39103,0,19.4787,3.83333,38.5833,11.9234,0,person
39,9.80606,0,38.5,12.8113,0,35.1333,11.9162,5.11111,person
18.9167,12.102,0,39,16.3077,6.83333,0,19.642,2.11111,person
36.5,18.9616,0,37.6907,12.3935,0,40.5,15.3163,0,person
0,16.03,0,20,10.7005,0,0,9.98769,1.91667,person
13.3333,16.0719,0,40.25,16.1448,2.5,0,22.3584,0,person
40.1,14.4487,0,0,12.1625,0,37.9649,8.41168,0,person
0,16.8982,1.25,0,17.0136,0,20.25,7.4181,0,person
0,29.8125,1.16667,0,24.2291,1.07937,38.125,11.7488,0,person
0,31.9084,5.66667,36.3889,12.0068,0,37.9061,9.03726,0,person
0,22.1887,7.02386,0,25.5036,5.83333,37.3333,10.4754,0,person
35.855,29.661,0,33.8667,21.2,0,0,27.9853,5.94444,person
0,0,6.82237,0,16.1369,0,0,0,11.3333,person
17.6333,19.624,0,33.8485,11.0988,0,0,32,11.5333,person
35.5833,16.0175,0,0,16.4182,0,0,33.4154,5.95556,person
26.6282,32.9206,5.5117,0,31.369,0,0,36.25,8.125,person
30.8393,20.696,5.69242,13.066,20.3939,24.627,28.7583,16.7556,14.2023,police
25.2227,21.1124,0,6.33333,5.57402,21.627,31.5101,15.5947,18.9044,police
34.1002,19.8162,0,18.3521,7.39643,11.105,31.5,14.1525,16.2585,police
34.9167,23.9291,4.12745,14.4015,23.9788,21.337,25.0498,18.4167,20.9679,police
24.8977,16.3626,0,5.38447,18.307,22.6242,27.2449,10.3644,21.6425,police
32.7139,21.0998,4.75,23.0017,17.3663,24.3822,32.8008,23.6458,8.87619,police
35.7489,23.0188,8.87613,13.2852,16.0794,31.6412,15.8765,34.7985,9.22273,police
30.9979,24.6957,10.1216,6.65813,16.782,33.6794,25.5094,21.0992,20.1886,police
31.3985,19.9502,7.54167,12.3178,17.637,24.892,26.8481,19.4442,9.39301,police
32.5385,30.2848,9.02877,18.4781,15.5167,24.9965,36.1233,22.1128,15.2272,police
35.3333,23.4662,10.4643,13.0196,21.8791,29.3692,14.4683,27.7125,8.50286,police
31.5549,19.8427,8.24108,9.80937,18.5849,19.0787,31.0417,21.6412,5.75487,police
33.4968,15.0165,11.0507,15.3832,16.3477,24.8046,32.7474,17.5792,4.36134,police
26.5938,14.7438,19.25,18.935,5.79167,21.0392,37.1889,25.7933,7,police
36.3732,17.473,5.25,20.6489,23.1617,18.9167,35.6226,22.5044,2.41667,police
32.3761,7.79661,0,14.4448,16.4603,20.4153,1.83333,27.9915,12.9818,police
32.0619,21.0737,0,13.1667,18.4144,36.7214,6.90899,7.5,21.8436,police
36.5,19.0744,6.32857,25,24.0097,31.2912,15.6837,12.289,17.7827,police
36.0748,17.837,0,20.4688,22.1536,23.2354,10.6848,6.45833,12.1228,police
40,13.6878,2.26667,26.9368,31.5256,21.375,10.8396,17.624,14.6905,police
26.5946,21.6167,9.25278,22.9423,10.8191,23.2574,15.622,2.90643,20.9688,police
30.2402,35.0188,7.5,13.3007,24.9372,25.6056,17.4237,13,17.4025,police
38.5,21.0542,4.75598,21.7292,18.9905,21.7877,11.8381,21.0312,21.344,police
29.4741,30.1106,17.7385,11.625,19,15.7138,23.2013,18.9351,9.07353,police
19.5,17.9092,20.0466,26.5278,8.44318,11.9762,28.2222,18.6994,4.125,police
31.4702,19.2545,8.8414,13.2974,11.3719,29.8889,31.9868,20.3207,25.7,police
35.4158,19.6461,11.3429,11.6961,20.2738,28.8148,30.8666,16.2353,13.9836,police
0,19.1353,5.16508,14.3203,16.925,24.6491,31.6819,12.8087,26.5139,police
31.8132,16.5905,4.77778,15.3743,17.4928,25.1841,31.7509,4.16311,0,police
31.9976,22.486,5.43391,15.9892,15.9722,20.121,32.5811,17.9643,5.98889,police
36,19.6131,11.2134,17.3158,24.076,24.9315,2.73704,17.6852,12.4332,police
32.4975,12.8474,7.29697,9.12651,15.6151,24.6038,32.0071,16.8248,4.92328,police
31.1667,12.173,10.3545,14.347,24.1564,25.6811,36.3,26.2051,8.28306,police
24.8866,7.2902,7.875,15.9882,22.6995,28.6002,31.0643,25.0989,6.87719,police
33.6238,12.3426,14.6349,12.215,18.8139,30.9859,33.6944,19.8983,6.75,police
31.8065,22.328,12.3571,13.2997,19.1085,19.4958,9.37143,13.7883,10.1263,police
34.7463,17.6281,24.5684,10.6367,24.4118,13.4542,26.9375,22.9272,4.95419,police
37.3463,15.8615,10.2,11.9565,15.3017,25.4734,26.3155,16.8274,5.37681,police
28.6607,11.3308,8.25926,7.98925,26.4563,17.9518,27.2281,25.7121,5.33911,police
17.75,11.8487,12.4514,20.3759,20.0069,13.6312,24,19.9935,5.2549,police
32.2476,18.2601,9.81183,14.6371,14.0576,29.4538,35.8202,23.0154,8.65625,police
35.1667,15.9244,15.6667,14.6899,17.1201,26.4024,26.7615,12.443,9.16958,police
20.1653,17.6161,29.4167,15.7252,19.8424,23.0643,38.9556,27.7009,8.13095,police
29.5843,10.1333,36.9074,10.1033,14.8729,28,29.5083,10.0407,9.40972,police
32.124,13.8802,15.9901,17.5224,11.4131,10.5839,37.619,16.7554,1.5,police
23.6261,23.3641,0,10.5,4.11111,34.1127,19.7763,20.3259,16.0793,police
32.6019,28.5445,0,24.108,9.42857,14.0921,38.5,20.0007,3.75758,police
0,27.0876,8.6404,17.3493,5.90171,22.0682,36.6232,20.3177,8.07778,police
35.25,13.5303,20.75,17.5554,14.7465,11.3917,34.623,17.4688,1.5,police
28.8429,26.9653,23.7083,19.9871,9.71528,8.85,34.8737,19.247,0,police
0,29.2984,16.6909,4.95238,4.19444,19.95,2.5,24.6894,4,police
27.6061,27.0574,17.9258,10.8456,18.8095,31.5827,0,25.5159,7.25342,police
37.25,19.6876,15.625,15.6692,14.9467,27.4974,20.5559,14.9732,15.3493,police
32.7235,8.83792,18.5017,3.19048,0,29.5882,18.3105,34.5097,8.74638,police
34.6164,15.2182,0,20.2292,11.8202,21.1695,27.3907,17.326,6.37745,police
33.85,20.8681,3.40741,30.2299,11.5372,18.6927,32.1692,16.6091,6.87255,police
36.5,22.1416,3.66667,20.6024,18.065,18.7735,31.6314,16.1848,4.25708,police
37.5,21.9602,27.9907,21.7222,13.6957,18.2927,31.0833,17.066,3,police
31.6341,21.7814,40.3333,8.12667,12.4781,14.8797,18.1414,6.25,24.5868,police
18.837,0,8.25,9.3,12.1729,12.9148,24.2435,3.39216,21.7235,police
30.3523,18.2768,11.047,21.1655,6.66977,32.7595,23.422,7.98868,19.3116,police
31.172,15.6925,12.0602,25.3549,12.5766,31.8176,23.8008,14.7358,11.806,police
28.0157,23.6452,6.04902,10.3698,12.156,33.7196,19.4884,19.7702,20.8194,police
37.75,18.0033,4.20588,31.4581,6.375,14.3273,8.34609,14.2222,29.8929,police
40.5,15.2761,8.83454,21.8343,8.2963,18.0673,23.6408,18.1978,7.48575,police
37.9167,23.2327,3.83333,20.5498,7.73333,13.1559,33.1239,19.5116,2.5,police
40.2222,20.287,3.5,31.9904,14.3752,15.6605,30.5333,13.4522,0,police
36.9524,24.0255,0,12.6053,13.3796,16.2781,19.6571,3.46429,33.5417,police
21.0559,17.9226,3.49048,16.8056,25.6539,21.6497,27.0852,15.3461,0,police
24.7228,19.8206,3.14074,15.9468,3,24.0583,36.8485,16.8433,0,police
31.8503,21.637,1.33333,35.4259,0,18.3433,29.103,23.8449,6.22394,police
31.3968,13.7524,2.9,20.4787,18.75,19.9699,33.865,19.27,0,police
32.7727,18.6136,1.33333,18.1034,15.3667,17.9024,39.5833,17.9962,2.88889,police
40,25.1926,3.5,16.8671,21.8091,17.51,32.2361,20.0804,6.12191,police
38.6667,22.9574,2.54545,24.2396,4.31313,17.1041,35.9762,8.20735,0,police
32.0701,16.4149,0,33.5458,21.3704,10.0711,38.5,12.6929,0,police
39,24.3841,5.41813,15.6428,9.64583,25.1136,31.1856,16.2734,13.4895,police
36.373,17.1143,2.5,20.7292,14.4444,19.7701,29.5688,13.719,0,police
31.6366,15.3977,11.7,16.4801,0.375,27.85,37.7429,17.2583,3.13333,police
24.3922,25.495,15.0884,0,5.25,36.9375,0,11.3099,26.3742,police
26.5136,22.7542,5.4,7.03526,14.3981,19.094,30.056,14.6473,29.5192,police
26.3953,12.2758,17.9336,9.5,12.7834,0,14.7538,9.6,18.649,police
31.4898,11.5412,15.0794,17.8222,13.0712,9.90272,35.6226,17.7906,2.375,police
28.1242,15.7516,15.7861,6.69708,11.1357,25.344,29.5939,10.2704,9.81838,police
24.1667,25.6951,5.33333,18.5,17.148,27.1167,22.139,6.34375,11.8333,police
39.0417,17.9884,22.1667,24.5969,16.4936,8.20833,23.4054,8.88988,8.02492,police
19.9745,22.5,3.08497,12.1917,0,19.9318,33.25,12.6225,23.2456,police
33,15.7516,2.5,21.4327,17.8543,18.0097,35.7948,3.68254,16.2739,police
34.2105,12.7226,0,35.7179,24.9325,9.06667,29.246,11.9841,10.062,police
39.2381,22.286,5.2549,22.0484,27.0741,18.6422,0,15.39,20.8556,police
0,21.37,0,23.5715,11.975,12.9231,0,6.86667,21.5926,police
29.2738,3.74691,6.5,9.66667,11.181,28.25,20.8112,8.54167,13.0129,police
26.8333,28.3667,8.275,15.8553,18.9982,29.706,10.9337,1.33333,11.4132,police
35,14.1234,0,12.8016,17.1484,27.0812,23.6418,20.747,9.5,police
0,22.543,3.59722,30.4079,20.8117,0,20.4907,21.7264,11.3929,police
19.4972,0,21.3912,11.2269,14.8494,27.8992,16.3721,12.1683,7.9881,police
26.8649,31.5,28.975,9.875,18.2948,23.8664,8.82984,8.16214,15.6111,police
22.2222,19.7731,27.7407,16.8938,27.0311,14.3333,28.9614,22.509,6.74242,police
33.1827,25.8256,18.8836,8.5,17.7023,29.306,19.6398,15.8077,9.44444,police
28.3665,16.8141,4.19048,27.0025,10.7794,22.834,36.4762,16.1344,6.00444,police
38.0741,10.1644,12.0629,23.308,21.5333,13.75,27.0695,20.9826,2.5,police
31.5879,0,11.619,12.7262,14.1507,18.4602,17.8512,30.3056,17.7873,police
30.5,20.3771,0,8.75,14.7188,23.2153,26.5454,19.5133,7.96505,police
38.3,3.85714,0,15.25,26.017,7.12222,33.2679,13.1584,6.44167,police
36.2332,23.4942,0,18.8872,23.7974,22.0015,24.3684,20.0302,5.93182,police
35.1667,3.55556,0,30.5955,19.7285,18.5125,20.8823,21.8014,5.64286,police
37.6228,12.8869,0,27.7778,20.346,16.6049,31.0198,18.3535,5.12681,police
30.8061,28.5516,12.0026,15.975,15.2687,29,28.2547,29.3056,14.6333,police
13.5,19.0843,0,19.5952,19.0112,12.2935,21.8354,20.5395,4,police
36.8297,21.652,0,19.5623,15.0667,24.3617,32.5543,20.2551,8.94206,police
36.4848,11.8067,3.20833,25.4611,14.6501,11.4673,25.3916,22.8333,21.1204,police
23.3612,16.4474,0,14.8296,27.6056,14.8577,27.9842,0,19.1191,police
37.75,18.2234,0,40.3333,20.9668,14.142,18.1877,2.75893,35.993,police
34.2311,24.15,2.26087,16.8243,9.38889,21.1836,26.7692,10.1889,22.3039,police
33.4137,19.4793,2,24.4294,37.616,22.3318,23.3023,18,9,police
27.8681,18.4598,3.4,14.2694,17.1267,24.7976,34.0065,12.4376,25.5342,police
27.9155,18.7643,0,21.7417,25.7798,15.3383,20.9298,33.3857,12.9444,police
33.8482,12.8216,0,21.2794,35.224,21.324,32.0416,5.83333,15.8485,police
34.0682,20.4136,0,23.9536,28.7806,12.7857,30.4872,0.75,30.7407,police
0,20.3177,0,24.063,20.7383,15.1663,32.4841,17.1867,10.6234,police
37.3194,14.1543,0,28.3727,19.234,10.2738,38,20.8645,0,police
37.0606,20.2095,2.5,6.28571,40,16.0796,24.2464,5.14286,22.6096,police
38.0389,13.5344,0,23.075,20.3672,13.655,19.0634,6.41895,9.17068,police
30.6541,20.1072,3.75,18.3333,15.6324,21.7075,35.8097,18.4216,18.0855,police
36.7778,17.2525,5,24.4016,28.0438,15.2691,18.7658,10.3708,25.2,police
31.2548,16.716,7.775,21.7037,10.1689,20.4543,0,27.9738,9.45455,police
26.5,4.23333,34.1294,15.9583,0,28.0926,10.8272,20,16.683,road-block
25.3557,17.7842,17.5,12.6,0,22.4621,12.3604,38.25,13.6645,road-block
26.6135,20.4524,24.9619,17.2532,0,18.0208,17.4433,0,19.794,road-block
27.8651,0,13.6823,19.8122,0,16.8335,10.6566,35.8333,14.8652,road-block
24.329,17.3565,18.5225,14.6713,1.55556,28.5558,12.3442,36.4762,16.9926,road-block
0,0,0,18.2361,10.5,0,23.1918,0,0,road-block
14.8222,0,0,11.9556,0,24.345,9.25062,26.2692,3.33333,road-block
0,37.6667,16.6785,14.8333,0,36.7778,11.9596,33.3333,17.4473,road-block
6.63333,0,0,15.6983,0,27.1416,29.375,0,7,road-block
30,0,0,11.3516,0,23.4508,28.7778,36.0833,5,road-block
34.1187,19.7944,4.72917,13,9.96667,8.3125,33.7071,23.2328,6.2619,road-block
36.9167,9.97817,19.9667,20.0556,11.1806,19.5882,7.74286,29.0815,9.21651,road-block
25.4572,4.48889,29.7436,15.7709,0,27.3477,7.76998,29.255,12.2536,road-block
29.2874,14.2291,37.2444,22.7717,21.4931,15.812,4.01764,27.4938,6.87255,road-block
35.5011,24.0167,18.269,14.8088,9.92593,27.4589,7.71592,23.919,5,road-block
26.1967,2,26.2484,9.425,0,18.525,9.69444,38.3333,17.4097,road-block
26.3131,19.6,31.5,21.4212,0,11.8333,13.3543,17.5,18.7185,road-block
27.1024,4.53333,17.0467,9,0,16,19.3317,35.6667,16.6326,road-block
28.2083,18.1905,15.2932,15.25,0,33,16.8925,34.8036,16.5361,road-block
28.7833,15.4539,15.0919,15.4333,16,0,22.8621,19.0476,14.2687,road-block
31.4974,25.4058,20.8571,8,10.1852,18.6959,13.7161,21.2113,6.8,road-block
17.625,6.27778,23,7.98529,0,28.9365,8.41111,35.6,16.0777,road-block
26.2325,0,22.1899,12.5841,10.5,28.7043,10.2733,30.5,10.3542,road-block
32.0377,15.5382,29.4267,11.9043,0,23.363,14.1975,35.6667,9.72807,road-block
26.7851,16.5397,10.1061,8.75,10.0476,26.709,16.5025,16.1667,18.2243,road-block
25.0873,11.2685,19.0351,5.88154,3,17.0417,15.7697,31.8879,12.1241,road-block
29.4632,15.2196,19.0749,14.5,0.888889,16.1864,15.1379,31.8333,14.3861,road-block
26.2981,9.40456,24.5312,7.42857,0,17.6852,13.172,21.5326,15.8389,road-block
24.6939,20.9571,20.2462,17.3,12.5,16.5,13.5983,31.8333,18.994,road-block
30.1012,18.5244,19.5926,22.5233,22,37.8741,13.1838,33.403,19.2072,road-block
28.0613,11.2561,30.4427,17.5944,9.75,20.3264,8.90531,33.6429,11.9405,road-block
29.5778,24.4083,21.3333,11.7248,0,34.3333,7.44709,21.5595,14.6049,road-block
27.3867,9.95353,20.0317,19.1624,15.0444,33.3198,9.26951,30.5247,14.0571,road-block
30.1335,19.6521,25.0433,8.54955,0,22.8794,3.51282,23.5544,18.1656,road-block
34.3958,12.4259,27.876,12.8384,20.1389,24.9376,8.31582,36.875,16.1024,road-block
0,0,19.1447,24.6746,19.1667,35.2037,13.5855,37.1071,16.7024,road-block
29,0,28.4107,11.3746,0,34.3333,23.822,9.25,16.9687,road-block
38.9333,10.1111,40.6667,9.49269,0,25.3831,26.9374,35.0857,7,road-block
31.3333,0,32.0353,25.0202,6.46667,20.7348,15.1115,35.0625,12.7,road-block
0,17.2593,27.1728,10.5556,6,35.9306,24.6307,4.08333,19.581,road-block
16.7116,17.1333,0,18.0833,2.25,7.50794,13.1202,31.9133,10.25,road-block
13.991,3.38889,0,11.6458,14.8889,12.4333,21.9619,36.125,14.9025,road-block
24.5799,0,0,6,0,14.8909,12.5012,29.9811,10.8041,road-block
29.2917,16.9444,0,10.5833,0,10.3611,26.6378,22.8434,12.8303,road-block
16.9979,23.7778,0,10.9926,0,29.2613,13.2009,35.0514,10.7167,road-block
0,27.6882,33.8614,18.7722,0,20.7685,19.0511,30.775,15.2832,road-block
0,0,39.5,10.6172,0,28.2346,27.919,37,11.1324,road-block
40.4444,0,0,14.6866,0,24.5032,34.9286,11.5556,6.5,road-block
9.89778,0,32.4127,8.5038,0,31.3333,27.1518,1.75,16.4491,road-block
0,0,38.25,13.9571,0,25.0452,24.5714,36.6667,3,road-block
0,0,36.3183,13.1317,0,32.0931,16.568,0,18.5122,road-block
0,0,38.9048,15.6208,0,25.152,20.3312,36.4974,9.89102,road-block
4.25,0,39.3194,23.3333,0,25.96,11.8187,19.2556,5.47174,road-block
15.7718,17.5,0,15.4917,2.33333,3,23.6471,1.75,24.5859,road-block
0,6,0,5.875,0,33.5084,16.707,30.8204,8.12773,road-block
