%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  White_Pixel_0 NUMERIC
@ATTRIBUTE  White_Pixel_1 NUMERIC
@ATTRIBUTE  White_Pixel_2 NUMERIC
@ATTRIBUTE  White_Pixel_3 NUMERIC
@ATTRIBUTE  White_Pixel_4 NUMERIC
@ATTRIBUTE  White_Pixel_5 NUMERIC
@ATTRIBUTE  White_Pixel_6 NUMERIC
@ATTRIBUTE  White_Pixel_7 NUMERIC
@ATTRIBUTE  White_Pixel_8 NUMERIC
@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
99,-99,9,345,-345,24,340,-340,19.5,434,-434,22,146,-146,0,255,-255,17,391,-391,13.5,52,-52,7,258,-258,4,fire
253,-253,9,349,-349,34.5,370,-370,23,304,-304,14,0,0,0,240,-240,0,494,-494,27.5,149,-149,13.5,260,-260,1,fire
35,-35,1,378,-378,26,312,-312,5,422,-422,22.5,90,-90,0,238,-238,0,280,-280,15,180,-180,27.5,284,-284,32,fire
127,-127,9,210,-210,1,184,-184,2.5,264,-264,0,211,-211,16,293,-293,11.5,404,-404,16.5,160,-160,0,220,-220,0,fire
228,-228,4.5,402,-402,26,545,-545,25,546,-546,15.5,3,-3,0,247,-247,0,317,-317,28.5,90,-90,2.5,270,-270,16.5,fire
436,-436,14.5,313,-313,30,166,-166,4,254,-254,8,18,-18,0,336,-336,28.5,268,-268,25.5,279,-279,35.5,167,-167,26.5,fire
206,-206,16,226,-226,22.5,221,-221,15,189,-189,11,7,-7,0,205,-205,16.5,234,-234,23.5,183,-183,30,118,-118,15,fire
354,-354,26,281,-281,20,275,-275,13,188,-188,0,42,-42,0,28,-28,1,237,-237,14.5,124,-124,5.5,223,-223,28.5,fire
247,-247,11.5,194,-194,15.5,216,-216,11,133,-133,18.5,5,-5,0,186,-186,2,216,-216,16.5,286,-286,10,132,-132,19.5,fire
227,-227,14.5,341,-341,17,228,-228,19,127,-127,17,93,-93,0,125,-125,0,232,-232,14,253,-253,31,189,-189,20.5,fire
182,-182,5.5,336,-336,35,476,-476,30,519,-519,35.5,123,-123,0,291,-291,0,419,-419,18.5,152,-152,4,353,-353,28.5,fire
256,-256,27,333,-333,10.5,439,-439,25,449,-449,14.5,64,-64,6.5,283,-283,3,348,-348,68,178,-178,5,330,-330,4,fire
170,-170,0,476,-476,10,452,-452,17,454,-454,37.5,273,-273,8,404,-404,13,218,-218,11.5,242,-242,25,309,-309,21.5,fire
58,-58,1,370,-370,20,375,-375,15.5,593,-593,20,7,-7,0,351,-351,43,160,-160,23,205,-205,33,368,-368,11,fire
41,-41,0,435,-435,19,451,-451,12,543,-543,13,5,-5,0,305,-305,4,230,-230,30,176,-176,22,349,-349,6.5,fire
130,-130,7.5,239,-239,15.5,159,-159,15,192,-192,4.5,27,-27,0,162,-162,5.5,122,-122,9.5,184,-184,15.5,150,-150,21,fire
253,-253,8.5,269,-269,14.5,263,-263,13,178,-178,15,117,-117,0,102,-102,0,182,-182,19.5,227,-227,14,224,-224,17.5,fire
215,-215,10,211,-211,21.5,251,-251,23.5,174,-174,18.5,0,0,0,122,-122,10.5,252,-252,23.5,202,-202,16.5,112,-112,19,fire
162,-162,5,266,-266,22,169,-169,14,223,-223,19,0,0,0,240,-240,5.5,198,-198,16,228,-228,24,197,-197,29,fire
230,-230,11,275,-275,19,71,-71,3.5,224,-224,7,0,0,0,198,-198,17,232,-232,19.5,156,-156,5,223,-223,22.5,fire
284,-284,21,269,-269,19.5,184,-184,16.5,170,-170,0,0,0,0,195,-195,6,189,-189,9.5,135,-135,14,193,-193,22,fire
309,-309,15.5,206,-206,20,127,-127,8.5,205,-205,3.5,45,-45,0,192,-192,8,227,-227,8.5,171,-171,6.5,206,-206,11.5,fire
259,-259,43,368,-368,15.5,214,-214,15,202,-202,8,154,-154,0,202,-202,0,229,-229,22.5,168,-168,4.5,253,-253,19.5,fire
318,-318,12,200,-200,26,118,-118,7,225,-225,5.5,8,-8,0,188,-188,15,182,-182,14.5,124,-124,14.5,214,-214,17.5,fire
264,-264,19,276,-276,33,127,-127,7.5,195,-195,5,80,-80,0,209,-209,22,243,-243,17.5,119,-119,16.5,248,-248,17.5,fire
176,-176,13,286,-286,7,192,-192,15,291,-291,3,9,-9,0.5,193,-193,0,230,-230,20,109,-109,8.5,261,-261,6,fire
140,-140,2,380,-380,11.5,179,-179,3,325,-325,12,307,-307,0,224,-224,0,182,-182,17.5,112,-112,7,278,-278,1.5,fire
86,-86,3,311,-311,6,334,-334,10,310,-310,7,136,-136,4.5,155,-155,0,213,-213,12.5,113,-113,1,92,-92,2.5,fire
26,-26,4,234,-234,11,325,-325,4,410,-410,16,157,-157,8,132,-132,10,154,-154,15,162,-162,14,125,-125,5,fire
17,-17,1,262,-262,9,312,-312,9.5,346,-346,12,128,-128,3,282,-282,5.5,188,-188,12.5,27,-27,2,198,-198,1,fire
115,-115,6.5,251,-251,21,183,-183,41,257,-257,21,200,-200,0,167,-167,13.5,181,-181,11.5,128,-128,8,190,-190,24.5,fire
203,-203,16,338,-338,18.5,126,-126,10.5,173,-173,16,77,-77,0,202,-202,8,196,-196,14.5,153,-153,10,191,-191,27,fire
296,-296,19,376,-376,9.5,134,-134,17,176,-176,7,101,-101,0,198,-198,5.5,246,-246,9.5,236,-236,10.5,174,-174,25.5,fire
243,-243,23,297,-297,20.5,235,-235,10.5,197,-197,16,75,-75,0,152,-152,10,236,-236,15.5,116,-116,4,209,-209,24,fire
383,-383,19,252,-252,17.5,134,-134,9,179,-179,3,32,-32,0,156,-156,8.5,234,-234,18.5,185,-185,8,153,-153,21.5,fire
65,-65,4,390,-390,43.5,368,-368,17.5,361,-361,28.5,118,-118,4,235,-235,6,277,-277,32,17,-17,0,216,-216,0,fire
129,-129,11,401,-401,13,528,-528,17,391,-391,11.5,175,-175,7,250,-250,0,303,-303,16.5,246,-246,21,309,-309,1.5,fire
13,-13,0,518,-518,21,303,-303,4,592,-592,76.5,165,-165,11,349,-349,11.5,242,-242,24,217,-217,28.5,264,-264,2,fire
179,-179,5,309,-309,3,419,-419,17,612,-612,11,113,-113,13,23,-23,0,324,-324,18.5,150,-150,2,170,-170,4.5,fire
54,-54,7,450,-450,34,361,-361,6.5,473,-473,14.5,200,-200,3,351,-351,22,242,-242,26.5,22,-22,0,242,-242,0,fire
126,-126,23.5,239,-239,11.5,214,-214,10.5,166,-166,17.5,143,-143,0,163,-163,0.5,133,-133,23.5,111,-111,7.5,209,-209,21.5,fire
203,-203,22.5,183,-183,6,178,-178,13.5,130,-130,2,1,-1,0,158,-158,0,133,-133,17,164,-164,1.5,184,-184,19.5,fire
177,-177,20.5,178,-178,16,159,-159,17.5,158,-158,29,55,-55,0,170,-170,7,152,-152,5.5,152,-152,13,245,-245,18.5,fire
77,-77,12,278,-278,19,236,-236,19,206,-206,32,18,-18,0,207,-207,2,227,-227,15.5,202,-202,12.5,166,-166,23,fire
170,-170,3.5,249,-249,22.5,316,-316,16.5,248,-248,9,184,-184,0,198,-198,14.5,251,-251,24.5,234,-234,24.5,103,-103,14.5,fire
42,-42,5,386,-386,2.5,155,-155,10,318,-318,13.5,218,-218,13,341,-341,13,275,-275,25,72,-72,0,255,-255,0,fire
120,-120,3,379,-379,3,302,-302,7.5,440,-440,14.5,271,-271,11.5,362,-362,11,318,-318,9,142,-142,2,235,-235,2.5,fire
73,-73,2,260,-260,5.5,340,-340,4,689,-689,22,358,-358,23,593,-593,85.5,381,-381,18.5,48,-48,0,277,-277,0,fire
15,-15,3,438,-438,4.5,460,-460,18.5,532,-532,11.5,308,-308,5.5,288,-288,1,349,-349,16,189,-189,17.5,341,-341,12.5,fire
59,-59,1,455,-455,14,519,-519,17,514,-514,18,115,-115,1,304,-304,1,119,-119,8,332,-332,17.5,249,-249,9.5,fire
197,-197,14,135,-135,14,160,-160,2,147,-147,4.5,6,-6,0,142,-142,0,123,-123,19.5,101,-101,10,80,-80,4.5,fire
67,-67,8.5,155,-155,33.5,203,-203,14,169,-169,14.5,16,-16,2,113,-113,0,119,-119,4,91,-91,2.5,179,-179,7,fire
166,-166,0,98,-98,12,144,-144,7.5,133,-133,5,44,-44,0,157,-157,1,107,-107,23.5,54,-54,8,203,-203,3.5,fire
147,-147,0,235,-235,13,161,-161,11.5,225,-225,8,55,-55,0,102,-102,0,138,-138,8.5,71,-71,0,172,-172,3.5,fire
59,-59,0.5,240,-240,9,189,-189,12,282,-282,6,26,-26,1,173,-173,0,157,-157,16.5,58,-58,5,184,-184,4.5,fire
209,-209,8.5,215,-215,7.5,126,-126,8,131,-131,0,0,0,0,166,-166,7,167,-167,8.5,127,-127,3.5,157,-157,16,fire
141,-141,22,277,-277,15.5,186,-186,12,153,-153,16.5,73,-73,0,170,-170,11.5,167,-167,19.5,210,-210,37,105,-105,16.5,fire
180,-180,13,238,-238,16,176,-176,13,105,-105,3,0,0,0,88,-88,1,64,-64,6.5,198,-198,12.5,171,-171,20.5,fire
157,-157,1,260,-260,14,211,-211,9.5,215,-215,7,3,-3,0,175,-175,2,154,-154,21.5,199,-199,14,177,-177,19,fire
208,-208,10.5,136,-136,5,231,-231,19.5,207,-207,12,119,-119,0,158,-158,0,199,-199,8,111,-111,2,196,-196,8.5,fire
100,-100,6.5,132,-132,4.5,70,-70,6.5,50,-50,7.5,6,-6,0,94,-94,10,73,-73,8,68,-68,0,35,-35,5,fire
23,-23,0.5,100,-100,7.5,107,-107,7,60,-60,8,64,-64,4,37,-37,3.5,88,-88,8,36,-36,2.5,95,-95,11.5,fire
119,-119,4,112,-112,9,25,-25,2.5,54,-54,3.5,150,-150,0,73,-73,3,66,-66,8.5,62,-62,8,129,-129,1.5,fire
71,-71,3.5,149,-149,7,109,-109,9,89,-89,8,28,-28,2,100,-100,2,93,-93,10.5,119,-119,2.5,117,-117,9,fire
67,-67,0,182,-182,2,86,-86,8,120,-120,7.5,32,-32,2,93,-93,1.5,72,-72,7.5,57,-57,6.5,87,-87,12,fire
21,-21,2,92,-92,3,65,-65,1,67,-67,1.5,5,-5,0,18,-18,1.5,41,-41,3.5,35,-35,2,42,-42,2,fire
57,-57,5,105,-105,10,52,-52,7.5,82,-82,3.5,27,-27,0,60,-60,0,66,-66,6,55,-55,3,45,-45,5.5,fire
36,-36,6,120,-120,2.5,66,-66,1,128,-128,8,77,-77,0.5,83,-83,6,53,-53,7,106,-106,7.5,65,-65,11,fire
87,-87,1.5,100,-100,5,5,-5,0,41,-41,0.5,12,-12,0,74,-74,4,73,-73,0,63,-63,0,46,-46,4.5,fire
129,-129,4,128,-128,7,97,-97,0,23,-23,2,19,-19,1.5,86,-86,3.5,73,-73,4.5,59,-59,0,53,-53,5.5,fire
142,-142,20,122,-122,7.5,117,-117,10.5,334,-334,22,381,-381,25.5,354,-354,27,213,-213,58,293,-293,25,160,-160,23,flood
32,-32,0,48,-48,6,174,-174,24.5,318,-318,32.5,478,-478,34.5,318,-318,55,355,-355,69.5,330,-330,42,49,-49,8.5,flood
131,-131,10.5,41,-41,5,299,-299,28.5,422,-422,59,528,-528,26,295,-295,34,305,-305,18,150,-150,9.5,38,-38,0,flood
158,-158,26,235,-235,15,178,-178,34.5,275,-275,21,252,-252,17.5,328,-328,57.5,173,-173,21,163,-163,7,28,-28,4,flood
23,-23,2,131,-131,0,151,-151,28,386,-386,40.5,381,-381,33.5,264,-264,33,416,-416,34,395,-395,59.5,128,-128,9,flood
143,-143,33.5,126,-126,10,115,-115,2,155,-155,13,208,-208,13,156,-156,14,126,-126,20,235,-235,12,81,-81,12,flood
138,-138,17.5,111,-111,9.5,97,-97,9,74,-74,4,126,-126,7,154,-154,8,110,-110,13,208,-208,6.5,144,-144,14,flood
142,-142,11,152,-152,11,132,-132,12,134,-134,9,174,-174,7,176,-176,6.5,111,-111,13.5,133,-133,8,78,-78,4,flood
131,-131,4,98,-98,5,148,-148,3.5,142,-142,6,141,-141,7.5,122,-122,6,123,-123,13.5,142,-142,14,125,-125,11,flood
114,-114,8.5,149,-149,8,119,-119,8,86,-86,6,176,-176,15,127,-127,9.5,133,-133,20.5,235,-235,12.5,163,-163,19,flood
150,-150,15.5,117,-117,8.5,92,-92,9,106,-106,7.5,177,-177,13,168,-168,12,70,-70,12,191,-191,8.5,105,-105,5.5,flood
139,-139,8,100,-100,7,68,-68,1,101,-101,4.5,117,-117,6,149,-149,9,75,-75,4,148,-148,8,97,-97,7.5,flood
153,-153,18,128,-128,13.5,81,-81,1.5,85,-85,6,164,-164,4.5,87,-87,4,69,-69,1,147,-147,12,154,-154,18,flood
163,-163,26.5,167,-167,8,44,-44,3,145,-145,6.5,286,-286,16,173,-173,6,101,-101,18.5,83,-83,10.5,72,-72,9,flood
144,-144,15.5,123,-123,7,97,-97,10,107,-107,22.5,302,-302,11,175,-175,10,92,-92,11,153,-153,9.5,130,-130,17,flood
90,-90,17.5,134,-134,11.5,226,-226,39,241,-241,24.5,415,-415,19.5,154,-154,28.5,140,-140,29,111,-111,9.5,119,-119,0,flood
32,-32,4,29,-29,0.5,125,-125,20,224,-224,26,302,-302,26,210,-210,22.5,206,-206,27,275,-275,22,101,-101,14,flood
18,-18,3,0,0,0,152,-152,5,355,-355,24.5,350,-350,26.5,263,-263,26.5,294,-294,24.5,264,-264,22.5,82,-82,15.5,flood
51,-51,7,53,-53,2,106,-106,9.5,259,-259,27.5,374,-374,29,302,-302,28,245,-245,12,241,-241,21,17,-17,2,flood
52,-52,4.5,111,-111,0,144,-144,20.5,216,-216,26.5,201,-201,22.5,191,-191,20,237,-237,13.5,327,-327,26,125,-125,20.5,flood
183,-183,9,75,-75,12,85,-85,3,197,-197,12,151,-151,10,182,-182,8,112,-112,3,215,-215,14,114,-114,11.5,flood
84,-84,8,103,-103,7.5,112,-112,8.5,184,-184,9,161,-161,6.5,80,-80,1,107,-107,3,120,-120,7,87,-87,6.5,flood
195,-195,10.5,64,-64,8,118,-118,6.5,193,-193,11,165,-165,10,83,-83,4.5,153,-153,12.5,204,-204,16,177,-177,13,flood
204,-204,11.5,93,-93,8.5,176,-176,16.5,158,-158,6,127,-127,9.5,65,-65,3,126,-126,9.5,123,-123,10,142,-142,12,flood
170,-170,21.5,132,-132,7,115,-115,10,236,-236,12,196,-196,9,121,-121,14.5,120,-120,14.5,208,-208,14.5,88,-88,10.5,flood
92,-92,16,166,-166,5.5,93,-93,19,159,-159,14,229,-229,17.5,200,-200,6,78,-78,9.5,136,-136,17.5,27,-27,0,flood
143,-143,24,133,-133,5,12,-12,0,154,-154,12.5,344,-344,13.5,153,-153,19.5,137,-137,37.5,296,-296,23.5,229,-229,22.5,flood
118,-118,21.5,136,-136,2.5,166,-166,14,120,-120,12,297,-297,19,277,-277,18,118,-118,23,149,-149,21.5,256,-256,0,flood
183,-183,20,136,-136,12,91,-91,15,220,-220,11,270,-270,14,181,-181,13.5,182,-182,16.5,219,-219,15.5,133,-133,17,flood
120,-120,20.5,184,-184,14,218,-218,14.5,177,-177,22,328,-328,17,211,-211,8.5,140,-140,46,177,-177,20.5,33,-33,1,flood
86,-86,14,121,-121,3.5,65,-65,16,77,-77,17.5,170,-170,12,136,-136,10.5,59,-59,14,51,-51,3,3,-3,0,flood
63,-63,12.5,208,-208,17,68,-68,8.5,120,-120,14,179,-179,7,172,-172,13,126,-126,21.5,68,-68,5,38,-38,6,flood
110,-110,16.5,119,-119,3,9,-9,0,121,-121,15,155,-155,6.5,143,-143,11,54,-54,0,164,-164,18,51,-51,7.5,flood
28,-28,3,155,-155,16.5,14,-14,0.5,67,-67,5,50,-50,1.5,133,-133,4.5,105,-105,15,116,-116,9.5,16,-16,2,flood
54,-54,7.5,216,-216,17,26,-26,0,124,-124,8,111,-111,7.5,116,-116,1.5,117,-117,50,94,-94,7.5,77,-77,4.5,flood
231,-231,27.5,261,-261,13,239,-239,9.5,394,-394,32,528,-528,16.5,404,-404,16.5,184,-184,30.5,391,-391,23,265,-265,26,flood
373,-373,15,266,-266,10,161,-161,18,299,-299,16,594,-594,25,213,-213,11,220,-220,14,370,-370,31,356,-356,33,flood
386,-386,21,311,-311,25,173,-173,34.5,408,-408,20.5,331,-331,15,261,-261,16.5,274,-274,13,367,-367,26,385,-385,29,flood
352,-352,30,249,-249,12,202,-202,18.5,327,-327,20,397,-397,18.5,306,-306,18,174,-174,24,419,-419,27,309,-309,31,flood
270,-270,15,217,-217,19,206,-206,30.5,396,-396,16,301,-301,18.5,260,-260,15.5,342,-342,17.5,399,-399,21,194,-194,10,flood
178,-178,14,125,-125,15,88,-88,4,142,-142,7,209,-209,8,129,-129,5.5,61,-61,2.5,139,-139,12,186,-186,17,flood
168,-168,14,141,-141,6,187,-187,8.5,139,-139,7,203,-203,11,224,-224,7.5,106,-106,4,118,-118,10,121,-121,12,flood
203,-203,15,148,-148,8,121,-121,8,144,-144,6.5,139,-139,7.5,112,-112,14,104,-104,28.5,183,-183,15,173,-173,20,flood
211,-211,10.5,187,-187,11,99,-99,4,145,-145,20.5,214,-214,8.5,143,-143,6,102,-102,9.5,156,-156,9,181,-181,20,flood
197,-197,14.5,127,-127,10,86,-86,9,149,-149,7.5,188,-188,11,128,-128,9.5,116,-116,23,193,-193,22,162,-162,18,flood
140,-140,16.5,52,-52,0,179,-179,27.5,507,-507,35,381,-381,32.5,449,-449,34.5,237,-237,48,659,-659,41.5,287,-287,26,flood
250,-250,34.5,128,-128,0.5,158,-158,21,406,-406,26,592,-592,48.5,381,-381,24.5,237,-237,24.5,306,-306,29.5,343,-343,31,flood
285,-285,51.5,194,-194,0,296,-296,26,355,-355,22.5,390,-390,42.5,326,-326,27,239,-239,25,367,-367,34,311,-311,34,flood
278,-278,35,156,-156,21,309,-309,32.5,306,-306,23.5,405,-405,25.5,264,-264,30.5,201,-201,10.5,220,-220,30,172,-172,14,flood
87,-87,13,156,-156,6,349,-349,46,355,-355,47.5,386,-386,32.5,163,-163,29.5,235,-235,20,288,-288,32.5,176,-176,18,flood
228,-228,15,76,-76,1.5,133,-133,2,149,-149,12,294,-294,23,192,-192,15.5,131,-131,9,220,-220,17,176,-176,16,flood
219,-219,12,174,-174,12,106,-106,4,195,-195,12,180,-180,7,228,-228,10.5,126,-126,7,243,-243,14,194,-194,16,flood
187,-187,21.5,59,-59,1,138,-138,2,162,-162,11,265,-265,16,204,-204,13,131,-131,21,291,-291,23,162,-162,12,flood
229,-229,20,169,-169,10.5,153,-153,15.5,100,-100,6,122,-122,5.5,143,-143,13,144,-144,38,254,-254,20.5,135,-135,14,flood
164,-164,10.5,221,-221,15,127,-127,13,157,-157,8,143,-143,8,122,-122,7.5,156,-156,6.5,136,-136,8.5,103,-103,11,flood
106,-106,19.5,184,-184,10,127,-127,21.5,210,-210,14,293,-293,16,221,-221,31,157,-157,36,150,-150,20,20,-20,0,flood
83,-83,14.5,167,-167,16,254,-254,32,171,-171,32,275,-275,13,226,-226,15,171,-171,23,149,-149,19,5,-5,0,flood
95,-95,17,96,-96,2.5,141,-141,20,298,-298,43,388,-388,26,214,-214,15.5,151,-151,19,235,-235,16,91,-91,9.5,flood
32,-32,5,220,-220,19,214,-214,33.5,221,-221,25.5,319,-319,11,140,-140,11.5,192,-192,24.5,101,-101,9.5,19,-19,0,flood
23,-23,2,84,-84,6.5,170,-170,26.5,314,-314,35,481,-481,23.5,379,-379,29.5,208,-208,29.5,213,-213,20,38,-38,0,flood
360,-360,30,235,-235,9,231,-231,2,407,-407,29,506,-506,31,524,-524,23,213,-213,9,391,-391,33,294,-294,29,flood
351,-351,21,322,-322,31.5,147,-147,19.5,295,-295,18,365,-365,7.5,343,-343,26,200,-200,6.5,418,-418,28.5,381,-381,30,flood
294,-294,32,304,-304,7,201,-201,10,454,-454,20.5,600,-600,23,362,-362,19.5,274,-274,25.5,318,-318,11,450,-450,18,flood
328,-328,24,171,-171,12,240,-240,7,374,-374,13,529,-529,26,285,-285,18,362,-362,18,397,-397,16,311,-311,32,flood
202,-202,13,228,-228,20,262,-262,33.5,383,-383,21,537,-537,20.5,371,-371,20,353,-353,28.5,443,-443,11,311,-311,24,flood
77,-77,14.5,165,-165,9,130,-130,14.5,159,-159,22,278,-278,20,312,-312,13,151,-151,16,162,-162,38,105,-105,7.5,flood
134,-134,22.5,295,-295,17.5,274,-274,24.5,238,-238,40.5,430,-430,14,176,-176,13.5,156,-156,25.5,128,-128,13,0,0,0,flood
75,-75,13,167,-167,12,287,-287,10,265,-265,48.5,453,-453,20,314,-314,17.5,158,-158,22,306,-306,16,86,-86,9.5,flood
118,-118,22.5,151,-151,7,143,-143,26,173,-173,19,426,-426,19,240,-240,18,193,-193,26,239,-239,21.5,131,-131,12.5,flood
165,-165,19.5,93,-93,2.5,190,-190,33,212,-212,16.5,454,-454,33,190,-190,22.5,280,-280,13.5,204,-204,17,48,-48,7.5,flood
172,-172,16,176,-176,16,81,-81,7,177,-177,17.5,205,-205,19,135,-135,7,96,-96,7,188,-188,18,199,-199,18.5,flood
170,-170,28.5,198,-198,8.5,116,-116,4,195,-195,12.5,96,-96,9,80,-80,7.5,89,-89,15.5,249,-249,17.5,177,-177,14.5,flood
221,-221,16,235,-235,36,111,-111,4,165,-165,15.5,97,-97,4,132,-132,6,129,-129,13.5,237,-237,10.5,175,-175,20.5,flood
208,-208,9,150,-150,10,103,-103,7,146,-146,5.5,143,-143,7,89,-89,4,193,-193,17.5,163,-163,24,85,-85,4.5,flood
151,-151,9,97,-97,11,120,-120,6,127,-127,6.5,257,-257,8.5,99,-99,7.5,134,-134,37.5,105,-105,12,167,-167,17,flood
96,-96,14,78,-78,4.5,106,-106,11,143,-143,23,351,-351,20.5,206,-206,23,151,-151,20.5,203,-203,18.5,222,-222,25,flood
1,-1,0,112,-112,14,134,-134,16,69,-69,11,147,-147,7.5,81,-81,6,193,-193,17.5,134,-134,7.5,141,-141,20.5,flood
20,-20,0,217,-217,22.5,83,-83,13.5,67,-67,18.5,248,-248,10,141,-141,16,191,-191,38,202,-202,17,189,-189,18,flood
105,-105,16,200,-200,12,150,-150,41,173,-173,18,475,-475,22,289,-289,18,196,-196,25,266,-266,19.5,136,-136,13.5,flood
2,-2,0,154,-154,11.5,127,-127,17.5,200,-200,24,360,-360,21.5,177,-177,19,225,-225,26,319,-319,25.5,103,-103,21.5,flood
75,-75,10,182,-182,10,338,-338,30,473,-473,15,537,-537,21,156,-156,5,375,-375,22.5,199,-199,18.5,332,-332,30,flood
225,-225,0,36,-36,0,374,-374,34,590,-590,26,734,-734,36.5,258,-258,2,469,-469,13.5,320,-320,21,288,-288,26,flood
69,-69,10,208,-208,8,263,-263,32.5,365,-365,38,383,-383,31,404,-404,19,401,-401,36,437,-437,25,101,-101,12,flood
36,-36,5.5,253,-253,20,338,-338,27.5,283,-283,36,319,-319,25,339,-339,21,331,-331,71.5,453,-453,37,226,-226,27.5,flood
90,-90,8,74,-74,4.5,315,-315,21,368,-368,73.5,551,-551,36,458,-458,27.5,429,-429,40,359,-359,24.5,172,-172,19.5,flood
71,-71,12,11,-11,1,11,-11,1.5,17,-17,0.5,64,-64,7.5,52,-52,3.5,54,-54,14,73,-73,5.5,25,-25,1,flood
78,-78,7,83,-83,9.5,15,-15,0,32,-32,2,58,-58,3,19,-19,4,73,-73,9,60,-60,5.5,49,-49,5.5,flood
98,-98,6,15,-15,0.5,35,-35,1.5,28,-28,3,82,-82,0.5,43,-43,4,53,-53,14,61,-61,5.5,37,-37,2,flood
94,-94,4.5,87,-87,12,29,-29,2.5,55,-55,3.5,40,-40,2,17,-17,1.5,50,-50,11.5,97,-97,7,60,-60,3.5,flood
79,-79,8.5,74,-74,5,2,-2,0,2,-2,0,1,-1,0,133,-133,0,70,-70,6.5,39,-39,5,60,-60,7.5,flood
157,-157,24,183,-183,8,195,-195,11,252,-252,21.5,326,-326,20,328,-328,22.5,135,-135,20,205,-205,25,35,-35,1,flood
33,-33,4.5,203,-203,19,93,-93,20,227,-227,29.5,123,-123,6,243,-243,26.5,119,-119,17.5,87,-87,7.5,141,-141,0,flood
1,-1,0,240,-240,21.5,100,-100,12,106,-106,35.5,204,-204,11,237,-237,48.5,127,-127,20.5,92,-92,7,9,-9,1,flood
53,-53,8,185,-185,14,111,-111,19.5,152,-152,28,262,-262,13,194,-194,18.5,117,-117,19.5,86,-86,13.5,146,-146,0,flood
62,-62,12,222,-222,13,164,-164,23.5,179,-179,18,234,-234,19.5,148,-148,20,118,-118,15.5,29,-29,1,0,0,0,flood
111,-111,16.5,176,-176,13.5,205,-205,17,311,-311,27.5,417,-417,16,316,-316,13.5,214,-214,19.5,219,-219,26,224,-224,27,flood
10,-10,1.5,182,-182,15,144,-144,11.5,254,-254,54,345,-345,19,364,-364,26,188,-188,20.5,238,-238,22,234,-234,24,flood
124,-124,20.5,189,-189,8,258,-258,17.5,258,-258,50.5,599,-599,18.5,281,-281,13,224,-224,29.5,205,-205,16,148,-148,16,flood
127,-127,20.5,203,-203,11,240,-240,36,315,-315,18,318,-318,19.5,142,-142,9,275,-275,62,195,-195,20,116,-116,9.5,flood
75,-75,11.5,228,-228,9.5,249,-249,30,408,-408,21,410,-410,19.5,274,-274,25.5,233,-233,12,184,-184,17,102,-102,9.5,flood
50,-50,7.5,13,-13,1.5,16,-16,2,66,-66,2.5,102,-102,5.5,55,-55,3.5,99,-99,6,70,-70,8,46,-46,2,flood
85,-85,6,60,-60,1,45,-45,3,25,-25,3,36,-36,2.5,32,-32,6.5,71,-71,6.5,48,-48,5.5,44,-44,4.5,flood
121,-121,7.5,98,-98,8.5,32,-32,2,53,-53,3,27,-27,3,27,-27,6,73,-73,19,84,-84,8,52,-52,5,flood
130,-130,10.5,32,-32,3,64,-64,12.5,44,-44,4.5,81,-81,6.5,25,-25,1,73,-73,12.5,98,-98,11.5,79,-79,8.5,flood
87,-87,8,73,-73,7.5,81,-81,6.5,27,-27,2,16,-16,1,2,-2,0,60,-60,11.5,62,-62,5.5,52,-52,3,flood
166,-166,9.5,155,-155,14,79,-79,4.5,79,-79,4,221,-221,24.5,161,-161,8.5,90,-90,0,74,-74,4,135,-135,17.5,flood
142,-142,3,122,-122,8.5,72,-72,7.5,164,-164,0,130,-130,7,87,-87,6.5,102,-102,0,97,-97,8,59,-59,5.5,flood
147,-147,6,119,-119,12,133,-133,14,163,-163,4.5,77,-77,4.5,27,-27,6,108,-108,9,158,-158,13.5,106,-106,7.5,flood
177,-177,12.5,106,-106,11.5,36,-36,4,100,-100,7,110,-110,6.5,118,-118,7.5,133,-133,29.5,189,-189,8.5,103,-103,7.5,flood
117,-117,4.5,82,-82,13.5,153,-153,9.5,116,-116,3.5,75,-75,6.5,19,-19,1,89,-89,5,113,-113,22.5,84,-84,8.5,flood
