%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_0 NUMERIC
@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Black_Pixel_17 NUMERIC
@ATTRIBUTE  Black_Pixel_18 NUMERIC
@ATTRIBUTE  Black_Pixel_19 NUMERIC
@ATTRIBUTE  Black_Pixel_20 NUMERIC
@ATTRIBUTE  Black_Pixel_21 NUMERIC
@ATTRIBUTE  Black_Pixel_22 NUMERIC
@ATTRIBUTE  Black_Pixel_23 NUMERIC
@ATTRIBUTE  Black_Pixel_24 NUMERIC
@ATTRIBUTE  Length_Area_0 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Length_Area_17 NUMERIC
@ATTRIBUTE  Length_Area_18 NUMERIC
@ATTRIBUTE  Length_Area_19 NUMERIC
@ATTRIBUTE  Length_Area_20 NUMERIC
@ATTRIBUTE  Length_Area_21 NUMERIC
@ATTRIBUTE  Length_Area_22 NUMERIC
@ATTRIBUTE  Length_Area_23 NUMERIC
@ATTRIBUTE  Length_Area_24 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_17 NUMERIC
@ATTRIBUTE  Mass_Center_Y_17 NUMERIC
@ATTRIBUTE  Mass_Center_X_18 NUMERIC
@ATTRIBUTE  Mass_Center_Y_18 NUMERIC
@ATTRIBUTE  Mass_Center_X_19 NUMERIC
@ATTRIBUTE  Mass_Center_Y_19 NUMERIC
@ATTRIBUTE  Mass_Center_X_20 NUMERIC
@ATTRIBUTE  Mass_Center_Y_20 NUMERIC
@ATTRIBUTE  Mass_Center_X_21 NUMERIC
@ATTRIBUTE  Mass_Center_Y_21 NUMERIC
@ATTRIBUTE  Mass_Center_X_22 NUMERIC
@ATTRIBUTE  Mass_Center_Y_22 NUMERIC
@ATTRIBUTE  Mass_Center_X_23 NUMERIC
@ATTRIBUTE  Mass_Center_Y_23 NUMERIC
@ATTRIBUTE  Mass_Center_X_24 NUMERIC
@ATTRIBUTE  Mass_Center_Y_24 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,0,0,0,66,22.9706,12.7111,13.7,80,52.6274,9.25,5.5,2,0,0,0,66,0,0,0,21,0,0,0,84,51.799,9,4.91667,60,38.1421,5.04167,5.25,74,0,0,0,11,0,0,0,23,0,0,0,76,0,0,0,100,60.9117,11.7778,13.5,60,34.6274,10.5595,19.7914,12,0,0,0,67,37.3137,4.83333,0.5,89,50.9706,3.5,11.75,90,58.8701,12.4613,12.0825,8,0,1.33333,23.6667,0,0,0,0,40,27.3137,22.8333,20.1667,52,0,2,3,5,0,0,0,83,0,14.9144,7.75316,36,21.5563,3.37121,20.5606,accident
0,0,0,0,98,63.3553,18.2908,7.76797,86,54.2843,16.4643,10.4881,26,0,0,0,35,0,0,0,33,0,0,0,97,0,13.3333,5.86538,87,51.799,8.75,3.5,3,0,0,0,40,25.6569,0,0,0,0,0,0,84,0,0,0,86,0,10.1914,17.4795,110,68.1838,9.58889,18.0635,40,39.3137,11.6667,2.75,25,9.65685,11,11.75,91,54.2843,15.3333,16.5,83,53.9411,11.8,5.55,77,0,0,0,0,0,0,0,30,0,22.5,19.5,79,0,13.2917,16.7083,12,0,0,0,95,54.7696,12.4231,9.03846,39,23.799,3.97619,21,accident
0,0,0,0,84,55.2548,17,13.6042,90,50.9706,0,0,125,0,0,0,50,0,5.16667,8.83333,0,0,0,0,84,0,2.75,1.5,88,50.9706,0,0,56,0,0,0,58,84.3848,5.86667,18.4667,6,0,0,0,72,0,0,0,36,0,10.6958,12.2884,106,37.8995,6.525,13.4167,80,0,0,0,76,47.6569,0,0,78,47.6569,0,0,73,53.6985,13.8191,8.40028,85,0,15.9382,9.93962,2,0,0,0,21,0,0,0,69,46.6274,4.7,6.9,82,0,6.25,3,6,0,0,0,79,0,1.11111,1.22222,accident
2,0,0,0,61,38.2843,19.8718,17.7795,62,0,21.5,18.25,20,0,1.5,5,91,0,0,0,62,0,0,0,42,0,0,0,10,0,0,0,75,89.9411,8.77778,17.1111,78,42.9706,8.5,10.8889,148,0,0,0,22,0,3.5,23,67,0,5.27778,4.52778,28,32.9706,20.3889,16.8611,85,49.3137,0,0,84,50.1421,0,0,94,0,19.3389,9.12222,23,0,2.5,4,69,0,20.6667,6.5,11,0,0,0,90,0,0,0,87,55.1127,9.12346,10.1975,82,0,4.25,1,4,0,0,0,76,0,0,0,accident
100,0,0,0,114,0,11.9176,12.4751,77,0,11.25,4.5,24,0,1.5,5,73,0,0,0,8,0,0,0,2,0,0,0,103,47.6569,0,0,32,21.5563,18.5222,19.5778,98,53.2132,8.96667,6.76667,12,0,0,0,77,0,6.57407,18.0602,67,0,4.78139,6.78788,98,50.0416,21.6288,17.0303,108,48.4853,0,0,105,0,0,0,115,57.3553,15.628,10.5399,21,12.4853,2.5,3.33333,59,0,18.6233,6.47792,39,0,3.13333,20.0167,67,0,0,0,173,0,3.71111,11.7111,67,0,16.1667,8.44444,130,0,0,0,31,0,3.25,1.5,accident
35,16.2426,22.4444,17.7778,134,0,0,0,2,0,0,0,56,0,0,0,43,0,0,0,12,0,0,0,85,0,1.75,7,2,0,0,0,139,50.1421,11.5,8.33333,35,0,0,0,105,42.6274,17.8333,16.2949,3,0,0,0,5,0,0,0,68,36.0416,6.09804,6.83007,60,40.8284,0,0,59,39.2132,21.2242,20.9879,86,46.7696,6.25,9.64904,19,0,0,0,114,0,20.1655,10.1331,32,0,2.5,19.5,81,0,8.75,11,42,0,3.13889,10.1111,71,0,5.46667,8.63333,91,0,0,0,93,0,0,0,accident
31,0,0,0,82,90.7107,17.7807,15.1491,108,52.6274,20.75,10,9,0,0,0,106,54.2843,6,9.5,182,0,0,0,101,0,1.75,1,75,23.6569,9.81667,10.7917,108,54.2843,14.8333,4.66667,109,51.799,5.83333,10.75,24,29.3137,6.66667,14,108,51.4558,5.5,19.4,96,46.5269,8.80409,13.31,74,60.6274,7.48333,9.25,166,49.3137,7.66667,5.77778,106,0,5.75,8.54167,109,54.0416,17.3417,5.19583,12,6.24264,2.22222,2.22222,139,0,12.1505,12.043,70,0,0,0,12,0,23.5,23,113,55.1127,5.83333,9.08333,74,38.6274,14.1875,14.7917,49,0,21.25,5.5,65,0,1.5,10,accident
3,0,0,0,195,86.0833,12.0862,9.51659,98,0,0,0,77,49.3137,11.8333,1,36,26.8284,0,0,78,43.3553,18.5905,6.3619,51,27.799,3.38333,20.5238,64,62.5269,11.4902,8.43137,3,0,0,0,41,0,0,0,2,0,0,0,86,47.6985,12.323,8.87936,59,33.6985,5.09809,19.9282,49,0,0,0,105,0,0,0,188,52.9706,6.79861,8.27083,95,0,0,0,85,0,13.1481,16.6005,72,0,0,0,0,0,0,0,85,0,11.25,4.5,93,0,8,7.66667,80,42.1838,18.1975,6.25432,71,38.5269,5.73138,19.2924,0,0,0,0,accident
0,0,0,0,155,0,0,0,0,0,0,0,125,50.9706,9.75,9.5,94,0,7.33333,2.16667,126,51.799,16.5,15,0,0,0,0,0,0,0,0,120,0,10.9167,10.8333,71,36.9706,17.7667,14.7333,89,49.3137,0,0,0,0,0,0,178,67.598,16.2915,8.28632,0,0,0,0,115,0,7.69841,11.2778,198,43.2132,13.6846,10.7795,180,0,11.5378,14.3378,0,0,0,0,80,42.9706,1.75,6.75,0,0,0,0,0,0,0,0,47,0,23.5,13.5,99,40.9706,3.5,3.5,118,51.799,5.5,7.5,0,0,0,0,accident
0,0,0,0,134,0,0,0,0,0,0,0,90,0,10,7.5,103,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,51,0,7.75,3,92,62.6274,8.7619,19.4881,120,0,0,0,0,0,0,0,143,67.3553,11.0045,8.40272,0,0,0,0,111,0,1.33333,2.66667,108,9.65685,22.3333,19.2667,138,56.3848,9.55159,19.5159,0,0,0,0,106,58.4264,8.06924,12.7362,0,0,0,0,0,0,0,0,55,0,23.5,13,128,0,6.61111,4.11111,112,0,0,0,0,0,0,0,accident
10,0,0,0,128,0,0,0,24,0,0,0,154,52.6274,8.5,16.75,148,24.4853,9.86111,9.66667,129,55.9411,5.62121,15.5455,62,0,0,0,71,0,21.75,15.75,80,0,9.33333,9.61111,122,0,2.7037,9.40741,136,57.8406,17.8737,10.8763,35,17.3137,3.125,20.75,113,56.7696,6.16667,13.7083,139,0,16.0556,12.1667,180,10.2426,21.7778,3.22222,157,0,0,0,144,0,20.5,3,43,0,5.73333,3.73333,42,0,0,0,0,0,0,0,24,0,0,0,149,0,0,0,139,54.2843,17.7768,11.1607,6,0,0,0,0,0,0,0,accident
0,0,0,0,117,50.9706,11.75,11.5,202,0,0,0,155,51.799,7.5,13.25,152,52.6274,7.66667,11.3333,35,11.0711,22.2857,12.2524,169,70.5685,6.38377,12.2342,99,0,21,18.5,112,28.9706,13.7583,18.825,114,33.799,10.8899,14.2019,156,66.2254,10.4356,10.7213,1,0,0,0,160,60.0833,9.75,14.8182,98,66.7696,6.425,6.38333,106,0,21.5,20.9722,164,64.9117,10.793,9.75339,215,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,176,51.799,10.2778,12.1111,88,25.2132,15.3778,9.71111,145,64.3259,10.6305,16.2067,2,0,0,0,accident
0,0,0,0,42,0,0,0,89,0,0,0,102,54.2843,8.5,11,13,0,0,0,32,22.4853,22.5,5,68,43.799,1.875,6.875,81,50.2843,20.8214,14.5,28,0,12.8333,10.75,75,91.2132,9.04762,18.3333,18,0,0,0,99,55.1127,13.1429,14.8214,149,69.6985,15.0137,8.43737,97,18.7279,6.75758,18.4157,92,0,0,0,92,0,0,0,89,0,0,0,81,71.598,6.75758,2.50758,74,49.1127,5.71429,14.3896,2,0,0,0,0,0,0,0,94,52.6274,6.5,11,69,0,0,0,96,54.2843,16.1667,11.3333,24,0,0,0,accident
0,0,0,0,89,53.4558,20.875,8.5,0,0,0,0,75,0,0,0,63,0,0,0,87,52.6274,7.5,4.75,0,0,0,0,0,0,0,0,67,0,0,0,47,0,0,0,90,50.9706,0,0,0,0,0,0,95,60.669,8.75028,13.2935,0,0,0,0,79,0,0,0,96,0,0,0,144,73.2132,12.7265,15.3162,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,113,31.799,12.875,4.34524,45,0,2.25,18.5,0,0,0,0,accident
0,0,0,0,0,0,0,0,25,0,0,0,101,53.1127,19.8,15.95,87,14.4853,6.66667,6.44444,112,53.4558,19.75,19.25,176,0,0,0,4,0,0,0,125,55.9411,8.35354,10.2879,67,85.1127,13.8889,12.1667,110,15.0711,8.98444,7.88556,118,75.8406,5.68827,12.8966,75,41.4558,20.75,18.2222,123,108.368,17.7917,12.9236,125,0,3.44444,9.5,102,0,0,0,12,0,0,0,87,0,0,0,131,48.4853,0.875,3.25,0,0,0,0,0,0,0,0,194,0,0,0,160,57.3553,12.1067,14.9222,92,0,0,0,0,0,0,0,accident
0,0,0,0,0,0,0,0,0,0,0,0,82,0,21.3,17.35,97,0,0,0,66,39.3137,0,0,36,0,0,0,43,0,0,0,115,54.2843,12.1429,12.4286,76,82.4264,14.6042,13.625,56,30.9706,18,22.5,105,67.1127,5.85417,14.425,89,47.1127,19.7,14.5071,64,81.4975,18.1852,17.6914,131,0,6.8254,9.85714,97,0,17,8.75,46,0,0,0,112,0,0,0,126,60.2843,5.99735,4.84656,40,0,0,0,0,0,0,0,117,0,0,0,147,54.2843,8.5,10.9167,99,50.1421,0,0,41,0,0,0,accident
0,0,0,0,83,0,0,0,36,0,0,0,124,55.9411,13.4227,11.9909,26,0,23.5,6,140,51.799,14,10.6667,3,0,0,0,55,30.9706,22.5,19.125,63,33.799,3.33333,5,69,67.2132,14.8667,7.66667,33,0,0,0,88,0,1.5,11,123,59.0122,15.8014,12.3187,76,0,0,0,113,0,0,0,97,0,0,0,65,27.6569,17.8333,7.08333,48,0,3.41667,3.41667,108,52.6274,2.875,9.375,0,0,0,0,0,0,0,0,47,26.1421,22.5833,21.3333,137,43.4558,12.7396,13.7292,104,0,7.75,8.5,0,0,0,0,accident
0,0,0,0,10,0,0,0,0,0,0,0,46,0,18.0444,18.6611,88,0,21.7833,3.97778,48,0,4.74343,15.5051,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,62,0,7.25,2,0,0,0,0,65,50.1421,0,0,0,0,0,0,63,49.9411,19.075,12.3125,79,53.2132,18.3788,19.9167,51,40.2843,5,9.39683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,55,0,0,0,39,0,1.44444,6.88889,0,0,0,0,bomb
0,0,0,0,23,0,0,0,0,0,0,0,79,0,16.3841,13.8841,112,42.9706,9,3.08333,92,0,10.1111,7.75556,0,0,0,0,0,0,0,0,47,0,7,5.5,23,0,0,0,87,0,0,0,0,0,0,0,58,36.8701,4.87719,19.1886,0,0,0,0,93,62.5269,10.3974,14.6261,94,51.799,20.8333,18.25,55,39.6985,5.62281,8.40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,72,45.6569,0,0,59,0,0,0,0,0,0,0,bomb
0,0,0,0,37,37.3137,23.5,22,0,0,0,0,38,0,19.3143,20.3214,133,34.7279,16.2556,9.06667,53,0,0,0,0,0,0,0,0,0,0,0,44,0,12.1389,3.22222,100,0,0,0,73,0,5.25,10,0,0,0,0,36,6.24264,2.74074,13.2407,0,0,0,0,80,59.3553,17.5149,16.415,90,55.4558,19.7222,16.9139,39,26.9706,3,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,89,68.1838,12.6275,6.13725,2,0,0,0,0,0,0,0,bomb
0,0,0,0,27,0,23.5,5,0,0,0,0,64,0,16.3302,18.8411,109,53.4558,13.1667,7.90278,66,0,0,0,0,0,0,0,0,0,0,0,42,0,5.45238,4.30952,16,0,0,0,68,0,17.9167,16.9833,0,0,0,0,77,44.8701,4.50582,14.0434,0,0,0,0,93,70.1838,8.65497,14.7101,82,50.9706,20.8333,18.1667,65,44.7696,7.94062,8.06107,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,84,0,11.3929,16.8393,0,0,0,0,0,0,0,0,bomb
0,0,0,0,33,0,22.631,20.2381,0,0,0,0,39,0,0,0,83,0,12.5,7,2,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,112,0,4.35,4.24444,85,56.8701,8.62698,9.41111,0,0,0,0,60,0,0,0,0,0,0,0,65,44.0416,14.0688,17.5664,88,56.5269,18.0498,15.3213,36,25.799,3.75,5.16071,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,50,34.3848,22.381,11.2262,48,39.2132,8.09259,19.1713,0,0,0,0,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,56,0,15.1218,20.8766,106,0,0,0,123,0,8.64444,14.003,0,0,0,0,0,0,0,0,80,53.4558,7.07051,5.98974,0,0,0,0,78,0,18.25,4.65,0,0,0,0,96,61.3553,11.4279,6.43707,0,0,0,0,96,54.8701,6.25641,19.359,115,0,0,0,98,62.669,12.913,15.3928,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,100,59.0122,15.4357,14.2132,2,0,0,0,0,0,0,0,bomb
0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,61,0,2.17436,13.6103,0,0,0,0,0,0,0,0,0,0,0,0,60,34.8701,16.2566,16.5475,150,49.1127,9.92045,5.67045,60,29.2132,4.26111,21.6222,0,0,0,0,71,0,4.7,5.2,0,0,0,0,79,52.6274,15.3796,20.4926,2,0,0,0,81,38.2843,8.175,17.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,96,61.0122,14.6728,9.19277,43,0,0,0,0,0,0,0,bomb
0,0,0,0,92,0,0,0,0,0,0,0,26,0,21.8111,22.3611,97,0,5,12.8333,115,0,4,2.5,0,0,0,0,0,0,0,0,78,55.6985,11.7556,6.22222,62,0,0,0,78,0,16.8611,3.88889,0,0,0,0,94,69.8406,8.59075,7.99034,0,0,0,0,100,69.0122,13.4569,15.4408,78,50.1421,20.5833,19,59,46.7696,8.12241,9.37241,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,91,0,12.9412,13.1993,1,0,0,0,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,50,39.6985,16.8041,18.7325,130,18.8284,1.33333,4.16667,75,0,8.24339,16.3598,0,0,0,0,0,0,0,0,76,50.9706,8.25,3.16667,2,0,0,0,75,0,17.4524,22.6667,0,0,0,0,85,60.1838,14.0435,8.62174,0,0,0,0,106,67.3553,9.91228,16.6667,75,53.4558,19.2315,18.3704,60,44.7696,8.29615,7.56731,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,11.75,17.5417,0,0,0,0,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,20,0,21.5,22,150,38.6274,13.6273,10.0153,52,0,8.55556,18.254,0,0,0,0,0,0,0,0,76,58.1838,12.0039,6.94175,30,0,0,0,70,0,18.3333,13.8333,0,0,0,0,58,11.6569,19.4995,12.9394,0,0,0,0,105,69.3553,10.4556,18.7111,73,54.0416,21.7619,18.369,66,49.0122,9.48485,8.56635,0,0,0,0,32,0,3.5,19.2,0,0,0,0,0,0,0,0,0,0,0,0,103,78.0833,9.14103,3.26838,33,30.4853,4.77778,8,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,57,0,10.5,17.8125,42,0,21.7407,4.37037,91,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,61,0,8.75,11.5,0,0,0,0,60,50.2843,21.25,10.1607,0,0,0,0,83,63.8406,14.0712,13.3459,68,50.9706,20.8333,20.1667,58,0,7.37346,9.75645,0,0,0,0,11,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,84,0,19.1389,22.1111,5,0,0,0,0,0,0,0,bomb
0,0,0,0,80,0,0,0,0,0,0,0,35,0,0,0,109,0,0,0,101,0,9.875,8.07143,0,0,0,0,0,0,0,0,63,52.3848,11.1288,4.27273,0,0,0,0,69,0,12.75,19.5,0,0,0,0,101,58.4264,12.3569,9.1931,0,0,0,0,89,65.0122,13.6133,13.8467,82,52.3848,13.7172,12.5808,53,0,5.25,8.32857,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,94,0,15.2874,15.8568,3,0,0,0,0,0,0,0,bomb
0,0,0,0,72,0,0,0,0,0,0,0,46,0,0,0,123,0,18,5,59,24.3848,5.96753,18.1688,0,0,0,0,0,0,0,0,68,52.7696,18.75,11.9722,16,0,0,0,66,0,0,0,0,0,0,0,103,71.3553,10.934,6.77736,0,0,0,0,83,59.6985,17.4556,17.1778,76,50.1421,20.5,19,52,40.8701,5.29848,9.65795,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,83,0,9.80263,14.4825,22,0,0,0,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,98,11.0711,6.77778,22.7778,12,0,0,0,0,0,0,0,0,0,0,0,58,49.1127,20.4375,11.45,34,6,0.75,1.16667,58,0,0,0,0,0,0,0,73,59.8406,15.2529,12.046,0,0,0,0,73,60.0416,18.641,19.0128,68,53.2132,19.9676,18.6204,45,0,5,8.84921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,bomb
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,116,0,19.1984,13.7619,27,0,0,0,0,0,0,0,0,0,0,0,66,52.3848,19.6296,4.53241,59,0,0,0,71,0,0,0,0,0,0,0,66,48.1838,15.4612,16.0035,0,0,0,0,69,52.0416,20.5321,17.041,82,54.2843,13.5051,12.2475,40,0,3.25,6.83333,0,0,0,0,30,0,5.05556,4.37222,0,0,0,0,0,0,0,0,0,0,0,0,79,0,4.25,2,0,0,0,0,0,0,0,0,bomb
0,0,0,0,52,0,23.5,10,0,0,0,0,118,0,0,0,81,0,17.5,19,0,0,0,0,0,0,0,0,0,0,0,0,53,0,19.1817,14.0052,117,46.0416,11.4286,5.94444,56,0,5.91311,15.5356,0,0,0,0,40,0,3.87778,3.69444,0,0,0,0,55,39.2132,17.7657,16.3392,80,50.9706,21.3333,17.5,55,32.8701,5.24434,9.74208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,23.5,10,46,0,2.88889,21.2778,0,0,0,0,0,0,0,0,bomb
0,0,0,0,43,0,23,10.5,0,0,0,0,27,0,22.8333,21.8333,58,42.2843,5.16667,8.19841,0,0,0,0,0,0,0,0,0,0,0,0,53,0,23.5,22,147,76.0833,12.7673,15.8025,6,0,1.33333,23.6667,0,0,0,0,28,0,2.88333,4.13333,0,0,0,0,82,53.2132,22.0571,16.7429,97,55.6985,18.1569,16.7451,39,0,2.5,9.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,bomb
0,0,0,0,2,0,0,0,0,0,0,0,21,0,22.5,3.5,174,0,3.4673,7.82935,38,0,0,0,0,0,0,0,0,0,0,0,61,0,14,11.625,25,0,0,0,65,0,10.0718,12.7359,0,0,0,0,106,61.7401,6.99203,8.5852,0,0,0,0,86,54.5269,17.2974,14.7916,81,0,0,0,63,0,7.66516,13.7443,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,87,0,22,3,4,0,0,0,0,0,0,0,0,0,0,0,bomb
0,0,0,0,103,0,0,0,0,0,0,0,3,0,0,0,194,0,15.1812,16.7266,3,0,0,0,0,0,0,0,0,0,0,0,82,52.3848,21.381,3.80952,40,0,21.25,4.375,74,0,3.5,10.25,0,0,0,0,125,69.0122,11.2419,9.32351,0,0,0,0,48,30.9706,22.25,6.9,89,57.1127,5.20714,17.7262,59,13.8995,1.73333,8.53333,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,94,0,6.5,22.5,0,0,0,0,0,0,0,0,bomb
0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,113,0,11.25,17.75,0,0,0,0,0,0,0,0,0,0,0,0,76,48.1838,16.6337,15.5098,136,53.598,16.2378,7.94808,46,0,0,0,0,0,0,0,69,46.0416,13.0084,18.5943,0,0,0,0,102,62.0416,13.5034,18.9273,87,50.9706,20.1667,19.4167,63,0,4,11.4821,0,0,0,0,73,50.5269,10.3934,9.0162,0,0,0,0,0,0,0,0,101,0,0,0,91,49.3137,0,0,0,0,0,0,0,0,0,0,bomb
0,0,0,0,47,0,0,0,0,0,0,0,76,0,16.75,20,253,0,8.35471,9.72003,78,0,5.2,21.5,0,0,0,0,0,0,0,0,104,54.8701,6.26296,3.38519,111,0,0,0,147,0,16.2292,10.7083,0,0,0,0,55,35.3137,5.5,11.75,0,0,0,0,109,60.669,14.1366,11.0876,95,50.1421,0,0,102,65.0122,12.8802,12.5746,0,0,0,0,107,69.8406,7.48222,10.4356,0,0,0,0,0,0,0,0,72,42.6274,22.6931,15.2328,54,29.799,3.99048,3.39524,76,0,0,0,0,0,0,0,bomb
0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,129,0,8.50198,14.0437,8,0,2,23.5,0,0,0,0,0,0,0,0,51,0,18.9,7.4,110,43.4558,18.0365,4.94127,85,0,4.72857,3.14762,0,0,0,0,82,48.2843,16.2628,14.4109,0,0,0,0,55,38.3848,18.3485,19.0606,95,55.6985,18.9951,16.9559,49,25.799,3.47917,6.95833,0,0,0,0,54,37.2132,3.26667,10.45,0,0,0,0,0,0,0,0,41,0,0,0,65,0,2.30556,9.24444,0,0,0,0,0,0,0,0,bomb
