%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Airs_0 NUMERIC
@ATTRIBUTE  Harris_Corners_0 NUMERIC
@ATTRIBUTE  Mass_Center_X_0 NUMERIC
@ATTRIBUTE  Mass_Center_Y_0 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
-1,2,0.85589,0.698413,71.5,39,0.330694,0.433525,-1,4,0,0,0,5,0.550439,0.490741,0,4,0.852038,0.161946,0,8,0.238368,0.645219,-1,11,0.190871,0.335848,-1,9,0,0,52,15,0.789275,0.425749,accident
-1,3,0.9,0.818182,27.5,4,0.415596,0.381516,-1,3,0,0,0,11,0.529709,0.445839,-1,4,0.9,0.0757576,0,17,0.416667,0.519423,0,21,0.0919444,0.10101,-1,9,0.133333,0.4422,10,3,0.700599,0.541394,accident
-1,3,0.934211,0.805556,169.5,22,0.461682,0.378159,-1,2,0,0,0,16,0.674458,0.472512,0,3,0.82846,0.0915638,0,101,0.325685,0.538248,-1,7,0.247368,0.287963,-1,3,0,0,63.5,5,0.805576,0.429626,accident
0,3,0.830247,0.731217,37,7,0.378134,0.346329,-1,6,0,0,0,12,0.446465,0.463333,-1,5,0,0,0,22,0.344731,0.534872,-1,6,0,0,-1,5,0.264871,0.55291,6.5,2,0.809462,0.386223,accident
113.5,7,0.68876,0.394643,115,15,0.43248,0.606065,-1,4,0,0,0,53,0.189189,0.9,65.5,1409,0.397898,0.446528,0,1409,0.388239,0.509535,0,2,0.332666,0.437346,0,12,0.186777,0.283091,0,1,0.85201,0.509287,accident
-1,3,0,0,44.5,10,0.486553,0.327164,0,6,0.130682,0.358553,4.5,5,0.636364,0.75,42,16,0.362795,0.208577,0,712,0.638258,0.427632,0,5,0.348485,0.440789,48,30,0.607744,0.453666,71.5,47,0.275253,0.360015,accident
-1,3,0,0,64.5,39,0.61666,0.412018,118.5,1065,0.333949,0.309784,0,6,0.848214,0.829268,4,10,0,0,0,5,0,0,-1,10,0.321429,0.47561,0,7,0.499808,0.267834,8,10,0.240612,0.483391,accident
0,39,0,0,0,634,0.305184,0.476981,-1,4,0,0,0,9,0.391304,0.666667,95.5,13,0.434783,0.191919,0,7,0.148551,0.772727,4,2,0.217391,0.12404,0,5,0.289855,0.348373,46.5,4,0.549517,0.270202,accident
0,2,0,0,3,2,0.517979,0.487028,0,4,0.0920635,0.892517,0,987,0.557639,0.760714,88,8,0.33678,0.433197,51,7,0.492445,0.479021,13.5,8,0.581717,0.45505,80.5,19,0.410867,0.31426,0,2,0.108642,0.0931217,accident
0,2,0,0,23,10,0.603535,0.246037,0,11,0.140426,0.6905,0,21,0.687993,0.593217,-1,13,0,0,0,19,0.459574,0.405909,0,3,0.183546,0.6484,0,8,0.172872,0.116667,5,3,0.781044,0.394909,accident
-1,4,0.921875,0.87234,100.5,24,0.442799,0.301749,0,10,0.140625,0.758422,-1,18,0.398438,0.468085,0,14,0.335938,0.297872,0,1419,0.447917,0.191489,-1,1,0.260417,0.385638,0,14,0.478516,0.329344,27.5,3,0.404948,0.257388,accident
-1,3,0,0,0,30,0.681818,0.538135,0,11,0,0,0,6,0.863636,0.825814,71.5,32,0.423401,0.313805,0,4,0.438377,0.785828,0,24,0.443901,0.587148,0,24,0.400673,0.195322,0.5,4,0.695713,0.148984,accident
-1,4,0,0,0,8,0.654397,0.448109,0,2,0.194753,0.314141,0,4,0.888889,0.848485,0,32,0.0756321,0.172021,0,1502,0,0,86,2,0.431932,0.652046,0,12,0.345716,0.514189,68,4,0.545966,0.301677,accident
-1,2,0,0,68,15,0.649958,0.308894,0,8,0.046875,0.298781,0,4,0.697976,0.588068,379,5,0.421875,0.097561,0,44,0.226562,0.268293,0,1277,0.15625,0.35874,0,4,0.395833,0.392276,80,3,0.570139,0.53252,accident
-1,10,0,0,129,3,0.404617,0.340946,2,10,0.125869,0.79816,-1,5,0.390845,0.550595,-1,8,0.199531,0.1,0,2,0.628904,0.428474,-1,9,0,0,-1,3,0.395931,0.706349,-1,16,0.788732,0.892857,accident
-1,3,0,0,96,5,0.530317,0.215448,3,8,0.137515,0.780893,-1,11,0.464683,0.758598,-1,14,0,0,0,8,0.596429,0.486565,0,15,0.176327,0.247619,0,3,0.387955,0.301743,153.5,7,0.708009,0.482804,accident
-1,7,0,0,60.5,17,0.395679,0.213871,0,2,0.0783582,0.849784,-1,4,0,0,-1,7,0,0,0,22,0.483179,0.560892,0,5,0.233022,0.532143,0,4,0.623881,0.470476,0,15,0.890223,0.0962215,accident
-1,7,0,0,50.5,16,0.379981,0.372259,3,4,0.178598,0.728931,-1,11,0.792551,0.550408,-1,34,0,0,0,19,0.673207,0.449588,0,14,0.379286,0.498155,0,2,0.482143,0.439286,-1,9,0.0357143,0.419048,accident
-1,6,0,0,136.5,16,0.453402,0.323945,0,5,0.0513699,0.904105,0,41,0.415768,0.677222,0,30,0.23516,0.0870098,0,24,0.408286,0.510785,0,1,0.126027,0.157353,0,2,0.551347,0.724241,9,2,0.879913,0.443732,accident
-1,6,0,0,45,7,0.460088,0.595019,-1,4,0,0,0,1625,0.705898,0.578274,0,1643,0.308586,0.0288889,0,6,0.242424,0.562588,134.5,8,0.137693,0.10424,38,11,0.0633333,0.2175,85,4,0.705387,0.455509,accident
-1,1,0,0,156,16,0.528096,0.376294,-1,4,0,0,0,7,0.787488,0.701844,0,7,0.144737,0.0726496,0,35,0,0,0,8,0.448517,0.589475,0,1235,0.197368,0.394587,50,5,0.518729,0.424694,accident
-1,0,0,0,69,1356,0.194106,0.284649,-1,0,0,0,0,5,0.871951,0.832237,22.5,8,0.428617,0.36831,3,11,0.118951,0.826232,0,6,0.347647,0.434438,0,4,0.320799,0.335709,64.5,14,0.558678,0.315408,accident
0,9,0.848118,0.518293,26.5,38,0.379079,0.442464,0,6,0.0483871,0.926829,0,1256,0,0,0,2,0,0,0,1169,0.365591,0.692073,36,18,0.264516,0.389295,0,22,0.33871,0.245257,15,2,0.728071,0.464223,accident
-1,4,0,0,163.5,10,0.684736,0.225925,0,26,0.0496032,0.8,0,4,0.863095,0.813333,27,23,0.348285,0.526653,0,1787,0.238095,0.5,0,13,0.326046,0.593532,0,3,0.107527,0.143528,7.5,27,0.377641,0.388993,accident
-1,27,0,0,175.5,23,0.358348,0.43605,-1,3,0,0,0,1654,0.275641,0.386364,1,28,0.396011,0.0883838,0,8,0.216809,0.661364,0,2,0.29892,0.384769,0,15,0.244444,0.603788,39,3,0.4569,0.331878,accident
0,5,0.858333,0.697917,65,21,0.573177,0.351571,0,7,0.225568,0.360914,-1,20,0.322222,0.03125,-1,1308,0,0,0,1333,0.291667,0.0208333,-1,21,0.106944,0.257812,0,4,0.369444,0.528646,190,9,0.348148,0.455093,accident
-1,2,0,0,193.5,16,0.481612,0.362129,0,4,0.046875,0.765957,0,1349,0,0,-1,7,0.192708,0.0212766,0,1388,0.174479,0.177305,0,11,0.280424,0.298552,22,4,0.165589,0.261433,15,13,0.727002,0.474394,accident
-1,2,0,0,93.5,9,0.532089,0.357224,-1,2,0,0,0,36,0.613514,0.597959,-1,1694,0,0,87.5,36,0.273649,0.575397,0,3,0.0688903,0.116726,5,6,0.193393,0.285714,54,7,0.71986,0.484677,accident
-1,8,0,0,21.5,2,0.729044,0.39058,-1,30,0.0882353,0.804348,0,3,0.860294,0.798913,0,13,0.104176,0.191573,0,7,0.139706,0.152174,4.5,9,0.352146,0.653395,0,33,0.231618,0.159873,68,3,0.463595,0.240866,accident
-1,6,0,0,230.5,4,0.33129,0.403017,-1,2,0,0,-1,2,0.178571,0.902439,0,8,0.904762,0.109756,2.5,8,0.239669,0.639833,-1,2,0,0,-1,6,0.141204,0.0870596,71,1386,0.715326,0.573627,accident
-1,3,0,0,29.5,22,0.308828,0.380647,-1,2,0,0,-1,39,0,0,15,4,0.532703,0.561891,2.5,5,0.384601,0.519944,-1,3,0.456096,0.759816,38,12,0.601547,0.759171,129.5,6,0.781915,0.321556,accident
0,5,0.758765,0.511897,89.5,8,0.221944,0.506371,-1,0,0,0,-1,7,0.388543,0.496776,0,5,0.888155,0.104796,0,9,0.35928,0.608063,-1,5,0.168124,0.127091,-1,7,0.270748,0.353153,67.5,9,0.849112,0.230501,accident
-1,2,0.927083,0.875969,112.5,17,0.309819,0.465526,-1,3,0,0,0,2,0.632207,0.514422,0,5,0.302083,0.0325581,25,7,0.317708,0.572595,49.5,4,0.112421,0.608571,-1,10,0,0,104,8,0.788675,0.292188,accident
-1,11,0,0,188,15,0.533234,0.478056,0,2,0.0482269,0.918333,-1,1,0.625681,0.577899,-1,22,0,0,0,13,0.419102,0.486598,0,36,0.237988,0.416979,-1,4,0.673759,0.304167,39.5,5,0.817215,0.388494,accident
-1,21,0,0,9.5,5,0.540274,0.605337,-1,4,0.147327,0.893932,120,1800,0.45699,0.66019,-1,8,0.613027,0.338542,0,4,0.373127,0.484834,12.5,3,0.565241,0.711967,2,1783,0.844828,0.878906,19,27,0.355998,0.652497,bomb
-1,8,0,0,319.5,8,0.333611,0.371072,-1,0,0,0,0,1737,0.615517,0.700584,15,1781,0.414074,0.400911,13.5,1727,0.410463,0.494854,102,1630,0.318669,0.495895,12,4,0.892593,0.858379,123,1662,0.369829,0.630279,bomb
3,4,0.867997,0.589442,0,4,0.313936,0.522978,-1,11,0,0,0,1762,0.501002,0.795821,197.5,8,0.358141,0.352617,12,6,0.53404,0.711706,12,1702,0.298942,0.509845,16.5,3,0.789502,0.832634,0,6,0.353759,0.550256,bomb
-1,7,0,0,101,43,0.339439,0.483392,-1,3,0,0,0,2,0.550116,0.82834,67,5,0.706247,0.472387,-1,45,0.563025,0.77967,30,2048,0.270002,0.507059,15,2076,0.770308,0.866484,28,2080,0.458412,0.574214,bomb
1.5,10,0.790865,0.680085,-1,2,0.255341,0.161458,-1,7,0,0,-1,4,0,0,130,40,0.382062,0.56945,-1,25,0.568783,0.916039,52,1543,0.489081,0.365587,0,8,0.458126,0.528607,72,14,0.388348,0.50749,bomb
-1,0,0,0,18.5,3,0.582482,0.592412,0,3,0.298519,0.83351,-1,27,0.789167,0.538889,40.5,10,0.740476,0.169785,19.5,3,0.55,0.492063,5.5,80,0.484197,0.638651,0,10,0,0,72,5,0.409649,0.653718,bomb
-1,2,0,0,48,10,0.41604,0.518592,0,10,0.131579,0.887234,-1,780,0,0,-1,2,0.551378,0.077001,0,3,0.421053,0.452128,8,5,0.560108,0.680932,0,4,0.661403,0.864184,58,23,0.176404,0.319835,bomb
-1,3,0,0,20.5,10,0.598119,0.668024,-1,2,0,0,-1,24,0,0,-1,11,0,0,-1,932,0.391304,0.291667,-1,31,0.543489,0.677805,-1,24,0.478261,0.866667,-1,33,0.394396,0.646025,bomb
-1,2,0,0,0,3,0.76177,0.328398,0,14,0.0501165,0.355339,-1,16,0,0,-1,12,0,0,-1,2,0.876068,0.653439,-1,5,0.472183,0.522474,-1,17,0.897436,0.811508,-1,4,0.41099,0.520256,bomb
-1,9,0,0,2.5,3,0.848356,0.300956,6.5,14,0.110119,0.755366,-1,20,0,0,-1,6,0,0,-1,11,0.761243,0.746633,22.5,9,0.49909,0.710297,-1,13,0.673993,0.840734,-1,10,0.425843,0.456641,bomb
31,6,0.823035,0.405171,82.5,22,0.273268,0.139514,4,2,0.317759,0.641223,-1,3,0,0,8,11,0.472523,0.253663,98,6,0.280351,0.404793,9,25,0.244247,0.858348,7.5,6,0.761149,0.819022,47,7,0.450687,0.50009,bomb
7.5,8,0.727648,0.376631,35.5,4,0.575385,0.459762,-1,2,0,0,1.5,1651,0.639728,0.679696,205,8,0.467593,0.480824,-1,1645,0.385579,0.819296,66.5,1486,0.21571,0.501381,0,1621,0.866667,0.860169,36,1677,0.310095,0.403514,bomb
12,4,0.816288,0.709506,139.5,14,0.234571,0.305364,37,5,0.352778,0.0638889,42.5,25,0.659015,0.463479,129,4,0.564881,0.340119,-1,7,0.647436,0.627137,85,18,0.260928,0.502653,3,1228,0.794643,0.802083,148,1210,0.460119,0.492361,bomb
-1,2,0,0,0,3,0.680796,0.575832,130,2,0.381543,0.187731,0,5,0.465312,0.694614,39.5,7,0.145441,0.384538,-1,5,0,0,378,5,0.0882716,0.463059,0,6,0.582012,0.693415,0,4,0.158333,0.288877,bomb
5.5,3,0.692363,0.451991,4.5,13,0.11396,0.0794561,26,32,0.513624,0.759533,0,36,0.60679,0.611448,113.5,56,0.778911,0.392131,0,22,0.261315,0.395505,107.5,8,0.110164,0.424095,0,1606,0.677778,0.818182,24.5,126,0.497045,0.557086,bomb
-1,4,0.812865,0.902357,19.5,10,0.411091,0.535868,0,17,0.0789474,0.606061,35,3,0.574715,0.34254,-1,4,0,0,-1,3,0,0,0.5,2,0.454458,0.657819,0,7,0.815789,0.818182,0,18,0.389575,0.564398,bomb
-1,4,0,0,69.5,9,0.390067,0.437989,0,2,0.145363,0.895503,-1,669,0,0,-1,6,0.698963,0.433923,0,5,0.265132,0.478472,11.5,19,0.398584,0.460689,0,615,0.394737,0.430556,0,6,0.349282,0.560732,bomb
-1,4,0.863636,0.35,48,6,0.226652,0.862329,-1,3,0,0,0,31,0.392531,0.669401,0.5,9,0.450112,0.208704,15,838,0.588681,0.568137,12.5,43,0.445825,0.73329,53,6,0.75,0.80625,-1,13,0.384738,0.437973,bomb
-1,5,0.865079,0.504762,3.5,2,0.253042,0.4939,-1,4,0,0,-1,697,0.26572,0.742399,0,6,0.470899,0.27619,1.5,6,0.281746,0.588839,0.5,670,0.456308,0.618407,0,5,0.833333,0.857143,12,26,0.507892,0.528714,bomb
-1,2,0,0,14.5,65,0.144006,0.35467,0,6,0.150794,0.908945,-1,3,0.450785,0.476302,67.5,4,0.617102,0.326267,84.5,8,0.401309,0.349489,48,767,0.40919,0.708839,0,20,0.84375,0.790541,0,724,0.415295,0.466126,bomb
-1,3,0.830808,0.333333,0,3,0.361111,0.369281,0,5,0.0757576,0.715686,-1,15,0.31352,0.355354,61.5,14,0.763528,0.173932,-1,691,0.347082,0.165707,0,678,0.508979,0.529049,0,665,0.647727,0.773284,0,4,0.320707,0.49183,bomb
-1,2,0,0,-1,3,0.675617,0.539394,-1,3,0.111111,0.924242,-1,34,0,0,-1,4,0,0,228.5,6,0.547985,0.444306,1,43,0.470636,0.60896,-1,22,0.111111,0.462121,14.5,487,0.492313,0.661282,bomb
-1,2,0.891304,0.585366,59,866,0.217391,0.479675,0,5,0.0966184,0.848239,-1,20,0,0,0,1,0.718237,0.266328,0,10,0.331493,0.298748,-1,7,0.499561,0.536906,-1,2,0.152174,0.835366,-1,28,0.413333,0.650894,bomb
-1,3,0,0,-1,5,0.324464,0.5782,-1,32,0,0,-1,36,0,0,0,5,0.590909,0.0416667,40.5,5,0.356663,0.39415,4.5,22,0.45491,0.715198,0,17,0.818182,0.791667,0,9,0.361765,0.516738,bomb
-1,10,0,0,51,3,0.484204,0.606489,-1,6,0,0,-1,2,0,0,0,4,0.758025,0.212713,76,7,0.264969,0.308046,0,19,0,0,0,9,0.496296,0.719528,-1,10,0.418519,0.354354,bomb
-1,0,0,0,83,15,0.443493,0.447057,-1,5,0,0,0,3,0.499743,0.740615,4.5,7,0.542083,0.0699805,0,9,0.418193,0.62355,16,16,0.169885,0.554441,-1,3,0,0,91.5,2,0.66332,0.431406,bomb
-1,6,0.875,0.111194,169,5,0.509667,0.611864,0,5,0.05,0.835821,3,12,0.86746,0.622601,155.5,10,0.204595,0.489489,-1,1,0,0,136.5,1,0.304026,0.529234,69.5,6,0.607461,0.0489791,95,8,0.512629,0.546224,bomb
-1,2,0,0,105.5,10,0.240284,0.374803,-1,4,0,0,0,1,0.587217,0.81456,83.5,2384,0.46786,0.418364,-1,2,0.38038,0.538938,28,2329,0.280562,0.484785,1,85,0.805556,0.867647,40.5,13,0.425122,0.638397,bomb
-1,0,0,0,145.5,2490,0.578092,0.271769,0,6,0,0,124,2578,0.509104,0.713376,31,7,0.22216,0.155464,266,15,0.423261,0.624258,121.5,2200,0.220665,0.520755,0.5,4,0.761591,0.859903,28.5,9,0.488305,0.546284,bomb
-1,5,0,0,28.5,5,0.64994,0.445571,38.5,2,0.13538,0.577456,0,8,0.570193,0.825439,96.5,5,0.428728,0.43541,-1,27,0.379588,0.730591,153.5,31,0.166381,0.467719,0.5,2,0.720029,0.861111,98.5,9,0.452774,0.565743,bomb
-1,3,0,0,50,48,0.542769,0.479144,-1,8,0,0,-1,86,0.192308,0.771429,-1,4,0.775641,0.0404762,269.5,3422,0.749932,0.37231,37.5,22,0.395325,0.76744,-1,3,0.923077,0.949206,24.5,17,0.485604,0.659564,bomb
-1,2,0,0,236.5,6,0.348555,0.525564,-1,2,0,0,-1,3,0.367004,0.335382,0,6,0,0,155,3030,0.396359,0.411023,22,5,0.515024,0.51837,-1,43,0.414894,0.891414,133,57,0.485878,0.621763,bomb
0,3,0.459302,0.248485,7.5,11,0.232398,0.488545,-1,2,0,0,96,5,0.231076,0.498684,83,2,0.60449,0.158544,169.5,18,0.446082,0.303364,18.5,8,0.53113,0.490586,1,19,0.475524,0.878741,126.5,60,0.385879,0.607864,bomb
-1,6,0,0,105.5,14,0.474274,0.356071,0,8,0.101936,0.800142,-1,106,0.335779,0.54495,-1,3,0.691211,0.300728,36,10,0.416631,0.461884,16,13,0.435832,0.752925,1.5,5,0.729167,0.894531,32,22,0.42587,0.598151,bomb
-1,7,0,0,250.5,20,0.230167,0.529033,-1,0,0,0,175,2616,0.427446,0.60425,132.5,6,0.674498,0.191506,-1,2676,0.516928,0.59274,61.5,27,0.2635,0.457309,-1,2551,0.915504,0.810417,26,20,0.462016,0.508854,bomb
0,4,0.665397,0.750505,0,4,0.461055,0.31384,0,20,0.1,0.0363636,110.5,2,0.332622,0.368202,163,7,0.558001,0.523869,0,11,0.391852,0.879335,251,10,0.37504,0.488963,65.5,1300,0.398333,0.422727,79.5,72,0.517831,0.396267,bomb
-1,0,0,0,84,3,0.720868,0.546116,1,2031,0.239526,0.781514,0,8,0.503752,0.691527,216,6,0.558304,0.522812,94,8,0.296485,0.490025,138,29,0.213922,0.458361,9.5,1965,0.835434,0.833919,27,14,0.567077,0.381586,bomb
-1,0,0,0,1.5,13,0.861772,0.333333,239.5,19,0.195503,0.419488,61.5,6,0.611474,0.541538,195,4,0.326071,0.465103,139,2558,0.434359,0.529181,78.5,11,0.262812,0.532682,0.5,2590,0.859127,0.895833,31,2356,0.523266,0.592557,bomb
-1,4,0,0,125.5,23,0.545396,0.653021,-1,12,0,0,0,3,0.777489,0.905779,195,2304,0.633193,0.59962,62,6,0.287138,0.679102,92,19,0.320834,0.456631,3,2345,0.744213,0.867754,119.5,2314,0.463327,0.611293,bomb
-1,5,0,0,122.5,30,0.392608,0.204624,5,2780,0.231252,0.650279,110,5,0.781431,0.796169,91.5,10,0.522502,0.621576,189,2,0.36377,0.547881,98.5,4,0.307778,0.51537,1.5,10,0,0,57.5,2625,0.65266,0.429287,bomb
-1,0,0,0,2.5,10,0.829545,0.312708,0,9,0.0873016,0.100694,21,13,0.335859,0.630946,40,30,0.822117,0.19678,-1,9,0.524028,0.402189,31.5,85,0.505863,0.71317,1.5,12,0.818182,0.861111,92,8,0.388987,0.595401,bomb
-1,6,0,0,174.5,1403,0.360143,0.567454,0,6,0.0535714,0.0535714,0,1,0.416055,0.82364,-1,25,0.816392,0.0646749,-1,19,0.498928,0.413298,24,24,0.286568,0.502523,0,2,0.845238,0.860119,0,4,0.350191,0.58902,bomb
0,2,0.884615,0.465517,5,21,0.26353,0.478525,-1,6,0,0,-1,4,0.7357,0.882304,-1,9,0.493337,0.453483,28.5,51,0.445157,0.678991,100,66,0.278589,0.485841,0,1406,0.696886,0.8672,56,108,0.305769,0.660345,bomb
-1,0,0,0,8.5,10,0.594952,0.30599,0,10,0.125356,0.0648148,0,2,0.77894,0.896717,41,3,0.33922,0.522224,-1,1,0,0,58.5,1489,0.344674,0.489426,0,10,0.788462,0.867188,99,11,0.468584,0.64797,bomb
-1,1,0,0,5.5,4,0.475973,0.586915,0,46,0.487093,0.170529,0,17,0.57922,0.814943,1.5,2,0.305314,0.563981,0.5,20,0.368409,0.689934,7.5,8,0.302562,0.558535,60,13,0.545204,0.581878,109.5,8,0.336957,0.6575,bomb
3,5,0.404762,0.112245,0,1,0.164502,0.0943104,-1,4,0,0,-1,3,0.884921,0.496599,0,3,0.520635,0.695646,-1,2,0,0,26,118,0.428232,0.442927,0,990,0.309524,0.423469,86.5,961,0.513362,0.41661,bomb
1,4,0.513636,0.195497,-1,6,0,0,-1,0,0,0,0,2,0.474879,0.570451,-1,2,0.257778,0.624383,-1,1,0,0,216,20,0.325514,0.489424,0,2,0.468148,0.583848,46.5,7,0.437028,0.57348,bomb
0,3,0.803175,0.895,13.5,18,0.397306,0.593889,-1,2,0,0,-1,8,0.396825,0.2625,-1,3,0.106408,0.508272,-1,8,0,0,79,992,0.295682,0.502685,-1,11,0,0,1.5,31,0.524651,0.462051,bomb
0,3,0.833333,0.42,0,6,0.389652,0.236819,0,3,0.164021,0.0761905,-1,2,0.662396,0.584319,125.5,23,0.63773,0.616584,0,5,0.19119,0.806778,73,5,0.405724,0.453805,0,9,0.138889,0.86,28.5,841,0.34969,0.451397,bomb
-1,6,0,0,18,32,0.454701,0.799812,53,7,0.52746,0.59449,-1,2,0,0,0,9,0.399573,0.812241,-1,39,0,0,21,1333,0.379385,0.507698,51,1409,0.720998,0.475554,3,79,0.207317,0.522873,bomb
-1,2,0,0,0,7,0,0,17.5,17,0.280247,0.735394,24.5,3,0.774228,0.628788,127.5,10,0.388686,0.564512,-1,20,0.157407,0.927273,1,11,0.363422,0.422162,0,1361,0,0,109,8,0.563557,0.46053,bomb
0,2,0.825,0.833333,44.5,40,0.411905,0.651382,51,3,0.459091,0.316611,0,7,0.7,0.690586,0,14,0.573741,0.670195,2.5,3,0.371169,0.906379,86,775,0.33847,0.562804,0,32,0.725,0.856481,44.5,10,0.244708,0.333632,bomb
-1,0,0,0,0,5,0.857971,0.920261,0,2,0.0326087,0.45098,55,2,0.601251,0.644028,146,6,0.616103,0.482739,-1,2,0.273074,0.867561,2,1050,0.476427,0.787107,0,25,0.76087,0.848039,72,5,0.339008,0.393224,bomb
-1,3,0,0,0,22,0.66514,0.694027,66.5,5,0.741182,0.478607,-1,4,0,0,-1,1,0.695662,0.560188,-1,18,0.245565,0.778978,131.5,7,0.46416,0.397707,0,1311,0.693269,0.818056,148.5,26,0.611261,0.355518,bomb
-1,1,0,0,12,9,0.436581,0.576294,0,43,0.512767,0.320028,-1,2,0,0,0,9,0.777778,0.599129,-1,8,0.222921,0.809684,140.5,23,0.387015,0.482125,0,1111,0.304348,0.411765,63,4,0.422196,0.489498,bomb
-1,0,0,0,0,12,0.907407,0.877551,7.5,1232,0.131173,0.506519,-1,3,0.738496,0.419913,86,7,0.459696,0.369637,-1,6,0.400829,0.566951,70.5,8,0.26516,0.505353,76,24,0.714915,0.772909,0,38,0.463541,0.373232,bomb
-1,2,0,0,25,10,0.483311,0.327525,162,31,0.481884,0.295417,-1,4,0.625,0.778333,0,9,0.49683,0.505,16,16,0.547609,0.39454,105.5,29,0.108937,0.247111,70.5,8,0.542946,0.703038,0,8,0.433944,0.287263,bomb
-1,2,0,0,2,2,0.513029,0.362267,11,4,0.552126,0.548,0,5,0.690821,0.925309,8.5,2,0.416358,0.597648,102,11,0.195652,0.412207,67,10,0.202332,0.361695,79,7,0.42029,0.518519,11.5,2,0.291063,0.357034,bomb
-1,4,0,0,0,1089,0.609808,0.584553,24,8,0.153214,0.165232,0,2,0.522083,0.841463,97.5,7,0.494318,0.426765,87,40,0.597989,0.548161,54.5,12,0.235579,0.516951,21,3,0.525926,0.323848,55.5,1103,0.519849,0.496691,bomb
-1,0,0,0,-1,8,0.328526,0.0497159,4.5,18,0.216694,0.405433,0,7,0.769231,0.909091,18,4,0.580509,0.568269,0,12,0.136396,0.443603,158.5,23,0.300847,0.477297,0,1048,0.711538,0.840909,130,2,0.535331,0.435828,bomb
-1,2,0,0,-1,6,0.416667,0.33908,0,24,0.413682,0.733851,0,3,0.637963,0.795658,65.5,17,0.70434,0.634483,4,10,0.394373,0.396029,2,27,0.225309,0.441464,0,23,0.6386,0.713202,0,18,0.367063,0.347838,bomb
-1,1,0,0,-1,9,0.479463,0.768809,1,3,0.521605,0.541495,-1,2,0,0,-1,58,0.410743,0.538304,-1,3,0.375,0.823045,-1,2,0,0,-1,2,0.580128,0.620269,0,8,0.291667,0.29321,bomb
-1,1,0,0,-1,11,0,0,-1,7,0.185185,0.106061,0,5,0.596708,0.781986,33.5,9,0.410494,0.470539,0,2,0.222222,0.659091,0,10,0.111111,0.329545,0,8,0.583333,0.738636,-1,4,0.388889,0.490909,bomb
-1,13,0,0,9.5,16,0.439732,0.490927,-1,6,0,0,10.5,2,0.618254,0.36595,38.5,10,0.391811,0.620525,-1,4,0.214286,0.854839,0,405,0,0,0,414,0,0,45,14,0.401611,0.582091,bomb
-1,3,0,0,0,3,0.551808,0.432999,0,4,0.139194,0.262286,0,1,0.502083,0.578819,-1,7,0,0,-1,13,0.714286,0.833333,45,12,0.305556,0.125579,0,12,0.457937,0.525926,0,1,0.312229,0.296717,bomb
-1,6,0,0,-1,83,0,0,-1,29,0.25,0.4,-1,2,0,0,-1,3,0,0,-1,8,0,0,-1,2,0.480556,0.491111,-1,7,0,0,-1,72,0,0,bomb
-1,2,0,0,0,4,0.545055,0.383516,-1,1,0,0,0,8,0.518044,0.382716,-1,2,0,0,0,31,0.513889,0.399573,0,6,0.410256,0.335897,0,2,0.269231,0.211538,0,6,0.334499,0.240093,bomb
-1,12,0,0,-1,2,0,0,-1,3,0,0,-1,7,0,0,-1,7,0.15873,0.24183,-1,13,0,0,0,1,0.394558,0.484594,0,13,0.238095,0.622549,0,108,0,0,bomb
