%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
642,654,742,449,5,4184,4212,4207,167.764,110.569,190.066,169.037,47.82,24.7315,40.706,25.1032,46.5722,39.291,33.4851,37.0949,police
487,500,656,586,4155,4216,4210,4,130.853,145.238,172.468,228.569,49.3531,15.5204,36.2512,19.8368,31.5806,42.1937,23.5749,27.3333,police
360,391,318,371,4212,4220,3996,4122,183.865,144.669,204.953,178.551,26.345,27.4396,10.7923,39.8967,42.8193,7.74966,42.0973,19.4308,road-block
338,402,505,402,4144,4156,4088,4207,189.037,130.953,203.095,180.551,25.5305,16.773,20.8855,31.9551,27.6279,7.13362,17.9622,18.3413,road-block
381,393,380,360,2,4205,4202,4212,177.037,244.208,182.267,183.238,33.7318,14.2444,10.7558,32.1323,42.6089,9.25859,22.5695,22.7559,road-block
265,363,441,381,4186,9,4041,4200,174.208,159.539,199.782,171.38,24.1232,26.0174,20.3919,20.4526,37.6158,18.2218,18.6556,12.4232,road-block
456,502,688,583,4069,4221,3632,4189,196.451,182.551,206.125,175.037,35.9821,25.1007,29.2274,38.3947,21.9137,13.4441,16.7175,21.097,road-block
205,222,239,303,4186,3,4,3694,174.208,70.1838,204.752,164.551,24.7214,35.75,2.44369,20.2659,29.4714,14.9722,13.5653,19.9023,road-block
233,260,182,354,9,3714,3943,4186,169.865,174.811,144.77,190.066,29.7103,35.8167,17.1323,19.2148,27.534,21.4958,14.9118,22.0878,road-block
329,288,325,285,4028,67,4119,4172,182.551,183.095,176.953,186.894,33.1138,19.4521,7.7327,20.3459,41.6508,9.79537,19.1347,16.4427,road-block
278,301,338,358,4190,57,4003,4120,179.037,195.095,162.468,182.208,33.5567,25.7465,13.8516,17.0135,21.3015,10.9929,24.0157,20.7034,road-block
276,343,300,276,4212,4182,3886,3973,178.551,180.953,171.012,164.409,44.4904,29.7178,12.7708,18.7567,20.8346,17.6335,20.8977,26.7382,road-block
365,524,458,331,4209,4207,4125,4189,149.238,119.841,169.439,168.693,22.3761,19.9444,18.9488,26.7859,15.9763,17.4444,19.9461,35.934,road-block
292,373,555,424,2,4215,3,4207,156.894,147.196,188.066,176.208,26.5903,22.8333,24.0051,28.5568,25.3921,31.1667,16.0042,21.9474,road-block
311,336,490,623,4207,4211,4216,4140,150.066,144.468,157.782,170.35,21.3995,29,33.1765,27.1189,22.9281,30.5,37.6918,16.1023,road-block
636,641,535,411,4176,4186,4211,4199,300.877,156.811,201.439,159.723,24.2084,17.0804,26.883,28.2404,24.8164,13.1905,48.0112,38.9863,road-block
414,387,719,571,4174,5,4174,4221,211.622,176.368,253.38,172.208,28.2423,41.9333,13.2069,26.4312,27.1238,42.7543,16.5213,18.655,road-block
297,397,422,413,4145,4221,4169,4144,161.622,147.64,188.953,170.894,39.8798,15.1751,32.6688,20.4463,28.6807,5.43813,27.1763,23.1179,road-block
439,628,434,328,14,4210,4214,4208,167.723,161.095,190.953,155.095,49.1016,11.398,29.9313,15.8195,40.2826,8.66784,48.3415,29.1657,road-block
307,327,516,413,4154,11,3,4170,156.752,183.581,224.752,155.037,42.143,26.5572,30.0552,21.0725,14.4584,18.535,36.209,16.9117,road-block
562,476,595,589,4217,4192,4124,4202,148.752,176.752,195.095,175.037,27.4277,30.8095,20.187,18.4319,41.6711,26.0333,20.9467,16.1204,road-block
351,340,520,462,4219,4141,4048,4208,167.38,173.924,205.095,180.208,31.1087,29.8404,20.9347,16.1746,33.0257,9.02734,15.2661,17.9252,road-block
375,494,569,428,4211,4208,2,3878,192.066,169.581,213.095,169.865,25.9944,23.5665,18.8419,15.0606,19.227,16.57,21.4722,16.4865,road-block
630,484,472,398,2,4193,4190,4207,184.894,177.238,191.581,187.037,36.8186,25.7964,19.4546,39.4643,37.5419,28.7457,39.7711,32.9568,road-block
443,569,420,331,4166,28,4153,4190,176.208,416.149,210.752,170.693,45.9835,23.7965,20.4122,28.8791,35.5607,27.0964,43.9741,33.6685,road-block
466,532,422,391,4211,4208,4186,4204,185.38,179.924,189.581,180.551,35.6082,25.1247,18.6763,41.1239,33.1248,15.7257,33.8497,28.9375,road-block
413,391,613,486,4159,3,4123,4192,182.208,175.924,189.196,179.38,23.4239,25.2937,26.6199,24.7707,30.0499,18.0829,27.8965,15.7316,road-block
222,292,253,239,4202,4049,4157,4112,124.125,210.752,194.752,182.894,16.7927,28.0487,17.3801,44.3196,22.0267,23.5078,39.484,33.0254,road-block
293,331,403,350,4191,19,4053,4178,195.865,223.907,198.627,207.238,25.0697,20.1553,16.4314,28.225,23.326,15.2844,30.5378,29.3452,road-block
342,330,404,309,4168,4212,3952,4078,189.38,184.409,212.042,190.551,19.013,30.0677,12.9689,19.0028,13.7281,17.4284,29.5646,21.2594,road-block
305,391,470,277,4146,67,3953,4117,181.037,202.752,225.439,172.35,44.1413,24.6583,40.0543,30.7884,19.5195,10.9275,37.0742,32.5354,road-block
446,426,528,440,4205,4194,4007,4194,194.066,213.723,206.61,199.037,32.6424,20.2326,23.3932,26.7743,16.0582,11.6764,33.8195,25.7714,road-block
296,325,342,314,4,4208,4151,4116,128.61,141.154,177.782,155.38,30.9872,9.4,24.1095,24.4304,29.435,11,49.1048,32.2091,road-block
424,628,610,479,4149,4183,18,4191,134.995,94.8701,185.581,179.522,34.9296,25.8933,11.6374,35.2055,26.1811,13.8667,23.43,29.7468,road-block
316,404,301,429,4220,67,4204,4155,179.622,396.291,130.953,178.693,18.8977,15.7063,18.4772,16.8458,29.3972,5.80676,29.4359,19.5898,road-block
422,525,440,539,4211,4091,4216,4107,184.066,151.681,153.296,174.208,37.8146,26.7049,30.7802,18.8194,19.8968,13.8528,23.6639,20.4289,road-block
463,582,707,557,4213,4074,4214,4191,195.38,116.61,215.782,192.894,29.5518,21.3489,17.4765,29.1139,23.6939,12.75,24.9086,27.8442,road-block
331,322,388,309,4210,4190,4089,4147,161.137,89.8406,217.296,183.865,14.0799,18.404,10.8435,33.3244,13.0349,11.5111,36.0284,36.6378,road-block
622,590,570,481,4207,4215,4087,4125,165.238,118.326,180.61,165.38,14.7505,15.7292,30.728,34.5903,17.7413,19.5833,23.1019,14.7839,road-block
705,602,490,507,4203,4212,4216,4221,166.551,143.539,324.492,151.037,24.7284,36.5741,24.8036,19.6357,18.5026,59.0148,39.6579,18.5613,road-block
470,700,475,860,4221,4216,4214,4176,161.723,121.154,97.9828,239.966,22.6933,28.5583,31.0611,30.2413,32.1326,3.18333,30.5066,21.6156,road-block
899,942,696,596,78,4110,4162,4202,202.551,339.38,194.752,201.581,28.9531,42.6262,20.2199,43.1254,24.1948,34.4833,40.6549,36.4934,road-block
282,476,486,505,4088,4175,4,4151,164.936,150.024,208.61,200.77,37.8842,34.7229,27.7531,24.9235,31.0417,24.2551,23.8938,13.9011,road-block
469,557,678,715,4181,16,4183,4200,175.865,189.966,195.439,186.551,23.2692,45.326,18.1098,26.4198,30.9023,22.0447,23.2711,16.1218,road-block
524,391,650,641,4,17,4210,4174,198.794,165.966,195.924,272.208,37.279,19.0582,19.0574,38.5947,15.6434,19.1441,16.4248,20.7178,road-block
436,507,647,601,4101,44,6,4173,173.924,224.25,193.439,177.865,20.1515,36.1036,25.5872,28.4871,20.7208,26.3025,30.3219,17.127,road-block
319,315,547,194,4024,4201,4181,4199,98.4264,129.598,200.267,75.6396,32.1184,20.8377,23.6477,7.4041,34.661,33.9327,16.2638,13.6944,road-block
1356,1008,474,647,4202,4202,4207,4214,187.539,103.355,253.421,136.953,22.06,43.6852,13.3939,25.558,23.2701,47.2963,44.2403,33.5928,road-block
686,582,983,890,4216,4220,4214,4212,291.664,41.4558,130.953,185.439,15.6818,6.25,27.4042,28.1794,16.271,3,30.9793,31.8943,road-block
664,598,995,585,4219,4175,4210,4210,382.458,143.782,333.279,161.037,45.9857,29.0298,26.6014,14.8648,13.3659,35.1786,21.9973,14.0877,road-block
892,799,733,591,4209,4203,4204,4189,157.882,118.711,215.238,165.865,25.6027,32.3414,20.9311,26.3825,26.612,48.1902,41.5624,31.0465,road-block
1122,819,699,829,4213,4212,4207,4217,168.652,95.6985,167.439,168.267,39.0257,5.60317,25.9775,37.2122,43.2581,1.09524,42.9494,27.6733,road-block
446,487,469,325,4203,4216,4133,4003,165.723,143.154,211.439,158.451,31.6953,24.4167,36.6011,24.2216,26.7565,28.881,56.9299,32.7839,road-block
604,535,322,601,4143,4214,4210,4216,179.137,111.782,109.983,190.693,13.9733,20.3753,14.5422,25.3818,28.5495,7.89136,19.7747,21.9161,road-block
663,635,530,451,4207,4214,4202,4182,159.238,161.924,214.61,171.037,33.5079,12.9835,36.7282,31.0549,41.5129,5.15581,53.035,31.4428,road-block
455,519,318,376,10,4210,4214,4069,150.77,138.912,137.782,151.966,16.5222,26.5509,36.2066,21.131,19.5374,14.8667,56.5108,30.7679,road-block
522,493,825,742,4206,4216,4163,4210,190.551,169.581,202.953,177.522,40.7417,20.5679,18.7594,27.9142,19.3211,6.38643,19.9777,17.5907,road-block
