%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Black_Pixel_10 NUMERIC
@ATTRIBUTE  Black_Pixel_11 NUMERIC
@ATTRIBUTE  Black_Pixel_12 NUMERIC
@ATTRIBUTE  Black_Pixel_13 NUMERIC
@ATTRIBUTE  Black_Pixel_14 NUMERIC
@ATTRIBUTE  Black_Pixel_15 NUMERIC
@ATTRIBUTE  Black_Pixel_16 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE  Harris_Corners_10 NUMERIC
@ATTRIBUTE  Harris_Corners_11 NUMERIC
@ATTRIBUTE  Harris_Corners_12 NUMERIC
@ATTRIBUTE  Harris_Corners_13 NUMERIC
@ATTRIBUTE  Harris_Corners_14 NUMERIC
@ATTRIBUTE  Harris_Corners_15 NUMERIC
@ATTRIBUTE  Harris_Corners_16 NUMERIC
@ATTRIBUTE  Length_Area_1 NUMERIC
@ATTRIBUTE  Length_Area_2 NUMERIC
@ATTRIBUTE  Length_Area_3 NUMERIC
@ATTRIBUTE  Length_Area_4 NUMERIC
@ATTRIBUTE  Length_Area_5 NUMERIC
@ATTRIBUTE  Length_Area_6 NUMERIC
@ATTRIBUTE  Length_Area_7 NUMERIC
@ATTRIBUTE  Length_Area_8 NUMERIC
@ATTRIBUTE  Length_Area_9 NUMERIC
@ATTRIBUTE  Length_Area_10 NUMERIC
@ATTRIBUTE  Length_Area_11 NUMERIC
@ATTRIBUTE  Length_Area_12 NUMERIC
@ATTRIBUTE  Length_Area_13 NUMERIC
@ATTRIBUTE  Length_Area_14 NUMERIC
@ATTRIBUTE  Length_Area_15 NUMERIC
@ATTRIBUTE  Length_Area_16 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_10 NUMERIC
@ATTRIBUTE  Mass_Center_X_11 NUMERIC
@ATTRIBUTE  Mass_Center_X_12 NUMERIC
@ATTRIBUTE  Mass_Center_X_13 NUMERIC
@ATTRIBUTE  Mass_Center_X_14 NUMERIC
@ATTRIBUTE  Mass_Center_X_15 NUMERIC
@ATTRIBUTE  Mass_Center_X_16 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_10 NUMERIC
@ATTRIBUTE  Mass_Center_Y_11 NUMERIC
@ATTRIBUTE  Mass_Center_Y_12 NUMERIC
@ATTRIBUTE  Mass_Center_Y_13 NUMERIC
@ATTRIBUTE  Mass_Center_Y_14 NUMERIC
@ATTRIBUTE  Mass_Center_Y_15 NUMERIC
@ATTRIBUTE  Mass_Center_Y_16 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,103,160,90,46,171,222,79,212,36,58,155,193,160,2,151,0,955,968,1011,23,1007,1016,995,996,6,5,1000,1002,1016,2,981,0,51.4558,95.6985,62.6274,29.8995,21.3137,61.3137,64.2426,81.598,0,0,64.6274,64.6274,0,0,66.2843,0,27.3333,12.6111,1.5,28.4444,14.8056,9.33333,0.916667,7.65657,0,0,9.25,12.75,0,0,5.475,0,20.4167,18.7778,17.5,9.88889,11,16.2917,7.41667,6.56566,0,0,2.5,7,0,0,22.475,accident
0,115,115,121,23,164,216,15,183,5,9,134,143,108,127,95,0,958,986,1015,2,13,1007,1015,953,8,4,995,989,997,31,38,0,62.2843,35.6569,60.4853,19.0711,23.8995,99.598,0,90.5685,0,0,63.799,47.8995,61.3137,0,53.4558,0,27.9,2.55556,0,27.7778,12.8889,16.0228,0,19.4584,0,0,0,0,0,0,10.5,0,12.8,5.55556,0,10.2222,2.61111,21.0819,0,11.8348,0,0,0,0,0,0,11.1667,accident
102,258,153,46,227,255,223,127,28,0,189,263,174,0,110,160,4,1011,985,999,1011,813,926,14,1011,0,4,951,958,0,978,955,0,62.1421,66.4264,22.3848,101.355,39.8995,65.4558,51.6985,16.4853,0,0,65.4558,68.7696,0,55.4558,98.5269,0,12.7477,24.1339,4.57576,22.2778,18.9807,5.16667,8.80769,2.5,0,0,7.5,8.68889,0,26.4278,18.1481,0,6.26393,12.9732,26.8788,10.8611,6.59096,2.75,6.67179,27,0,0,10.25,13.9,0,23.6778,10.0185,accident
0,258,157,118,138,240,123,56,87,0,102,317,136,132,148,138,0,949,73,998,4,38,941,11,964,0,2,1009,981,938,964,947,0,74.1838,49.8406,51.4975,114.225,79.2548,48.4264,0,37.9411,0,0,94.0833,58.0833,55.598,67.1127,34.1421,0,17.8196,15.6374,7.9873,15.0139,17.1736,7.93137,0,5.37879,0,0,8.97685,20.5061,9.64583,26.45,19.75,0,7.23598,15.7234,8.01508,11.5278,14.008,7.12745,0,25.3295,0,0,14.3627,7.87698,23.3438,18.5667,15.875,accident
0,124,36,123,149,142,115,128,202,104,77,120,95,77,101,38,0,963,1016,1007,4,1000,1020,13,6,1001,2,989,1005,981,960,14,0,69.6985,33.8995,67.9411,118.811,14.8284,14,119.397,81.4975,0,0,67.1127,43.6569,50.6274,65.9411,15.6569,0,22.3667,0,15.8333,8.76136,9.16667,0,10.7222,10.828,0,0,5.83333,9.66667,2.5,24.75,1,0,6.06667,0,18.25,20.9713,1.33333,0,4.87222,14.5362,0,0,23.1667,3,18.3333,19.3056,1.75,accident
0,171,102,8,33,137,110,107,54,0,123,207,109,8,35,73,0,1012,990,1021,4,933,5,1005,960,0,4,994,882,8,1000,988,0,95.7401,63.799,6,0,42.3848,39.3137,62.1421,33.4558,0,0,61.3137,68.7696,0,0,41.3137,0,20.0428,0,0,0,15.3056,1.66667,1.11111,4.5,0,0,0,14.75,0,0,0,0,9.65033,0,0,0,4.26389,1.83333,14.1111,24.9778,0,0,0,11.3958,0,0,0,accident
0,3,101,144,184,140,96,65,247,0,0,141,218,65,14,159,0,1,967,28,988,1009,1010,1014,1010,0,0,14,808,4,1018,944,0,0,86.1838,76.3259,152.652,63.799,0,45.3137,107.255,0,0,70.4264,62.9706,0,8.82843,71.8406,0,0,12.7704,8.96032,23.254,0,0,0,4.43659,0,0,24.1624,1.23333,0,29.5,14.0251,0,0,9.49259,20.3853,20.4311,0,0,0,8.19783,0,0,16.5684,3.06667,0,28,18.3302,accident
0,10,65,116,116,160,113,61,247,3,0,189,31,99,114,170,0,1019,1009,963,22,932,1018,13,868,6,0,930,1016,1003,980,978,0,6.82843,47.4558,64.6274,135.095,66.2843,67.1127,51.4558,127.882,0,0,67.9411,19.6569,60.9706,0,67.9411,0,0,8,13.25,22.7127,10.75,13.5333,7.04762,15.0665,0,0,17.3333,0,0,0,17.3386,0,0,24,28,19.3714,17.25,2.63333,3.14286,11.162,0,0,7.33333,0,0,0,17.5926,accident
0,58,78,137,125,137,88,103,218,63,0,156,217,18,78,81,0,987,986,969,1007,987,1005,13,835,42,0,946,992,1011,984,989,0,30.9706,34.1421,64.6274,39.5563,62.1421,15.6569,87.9411,103.154,0,0,72.669,127.497,16.8284,46.0416,37.799,0,28.25,11.8333,8,10.875,0,25.3333,4.875,9.65607,0,0,16.7126,19.625,1.5,26.9872,12.1,0,25.25,13.8333,21.5,7.95833,0,13.3333,7.125,6.55913,0,0,14.9745,19.125,26,22.7949,11.4667,accident
0,52,79,0,0,116,110,0,30,0,0,33,130,0,0,91,0,1008,1003,0,0,967,938,0,1018,0,0,13,987,0,0,1007,0,48.9706,68.5269,0,0,80.669,85.1543,0,12.8284,0,0,0,80.9117,0,0,68.5269,0,28.5,14.7469,0,0,15.5217,14.5538,0,0,0,0,0,11.553,0,0,10.6569,0,25.6667,6.82716,0,0,21.7896,20.0699,0,0,0,0,0,16.3258,0,0,7.79289,bomb
0,95,98,45,7,124,128,24,3,0,0,111,117,7,12,82,0,966,1019,12,1014,954,1009,4,6,0,0,1012,1013,11,1005,1001,0,68.7696,46.4853,0,0,71.3553,87.9828,0,0,0,0,81.9411,59.1127,0,0,56.2843,0,24.75,0,0,0,5.90719,16.1865,0,0,0,0,19,10.1037,0,0,6.08333,0,18.9722,0,0,0,22.8771,17.5081,0,0,0,0,24,17.1963,0,0,7.5,bomb
0,94,132,0,0,121,107,0,5,0,0,29,89,0,0,90,0,932,960,0,0,875,986,0,5,0,0,17,16,0,0,983,0,79.598,84.7696,0,0,89.3553,78.3259,0,2,0,0,0,52.0416,0,0,79.8406,0,21.9396,11.8333,0,0,11.5149,11.896,0,0,0,0,0,4.38889,0,0,12.3295,0,17.2111,2.66667,0,0,23.4739,18.0523,0,0,0,0,0,17.3222,0,0,8.76316,bomb
0,84,75,41,22,111,128,2,34,0,0,67,76,0,26,83,0,1009,17,1014,1003,926,944,6,1008,0,0,4,1014,0,1002,934,0,63.9411,0,26.4853,23.6569,66.8701,82.8112,0,21.8995,0,0,63.1127,38.1421,0,25.6569,55.8406,0,22.0561,0,0,29.5,5.16111,17.7972,0,3.23016,0,0,27.4444,2.75,0,0,8.19921,0,12.3889,0,0,19,24.2056,17.0695,0,24.7698,0,0,17.8519,8.5625,0,0,7.64827,bomb
0,98,120,0,0,113,103,0,9,0,0,83,15,0,0,142,0,1015,1003,0,0,971,965,0,6,0,0,1002,16,0,0,807,0,72.669,70.8701,0,0,107.74,75.1543,0,0,0,0,49.6985,19.6569,0,0,79.4975,0,20.408,10.513,0,0,3.81944,13.7825,0,0,0,0,18.7265,0,0,0,23.7778,0,13.9372,8.74259,0,0,11.9653,14.5173,0,0,0,0,7.35043,0,0,0,17.3175,bomb
0,89,134,39,88,25,66,52,25,0,5,51,139,17,31,81,0,6,903,1006,966,13,948,16,1006,0,1,1017,867,1016,1005,913,0,59.1127,71.3553,29.3137,56.9706,15.3137,45.3553,35.3137,18.7279,0,0,6.82843,70.5685,0,23.3137,57.8406,0,27.9524,25.2241,1,14.5,1.5,24.6259,1.5,2.74074,0,0,29.5,10.5689,0,14.25,6.37681,0,14.9286,7.05767,9.75,12,13.75,24.1882,15,2.2963,0,0,3,19.7329,0,12,11.4464,bomb
0,52,87,0,0,95,129,0,45,0,0,77,23,0,0,150,0,993,38,0,0,907,11,0,23,0,0,889,5,0,0,895,0,0,39.1127,0,0,66.2843,74.9117,0,28.6274,0,0,61.9411,9.07107,0,0,42.9706,0,0,6.70455,0,0,8.5,18.8558,0,5.18519,0,0,25.75,5.85556,0,0,17.4508,0,0,26.0455,0,0,22.3,17.807,0,27.3704,0,0,14.0571,1.91111,0,0,13.6397,bomb
0,83,174,16,13,143,115,2,27,0,0,21,81,0,3,117,0,930,1017,1001,1004,963,1003,6,1009,0,0,18,18,0,1022,940,0,64.7696,80.0833,0,0,97.8406,83.9828,0,20.4853,0,0,15.3137,64.5685,0,0,84.3259,0,26.1653,0,0,0,7.33982,17.2649,0,1,0,0,29,8.32007,0,0,10.5591,0,14.0159,0,0,0,22.3799,19.413,0,1.75,0,0,3.5,16.0287,0,0,14.4301,bomb
0,54,76,36,47,96,113,7,43,0,0,89,95,0,26,84,0,13,19,1013,1003,949,976,1020,984,0,0,947,1009,0,1012,948,0,42.1421,49.3553,0,37.6569,77.0122,80.8112,0,36.0416,0,0,25.3137,36.1421,0,19.6569,70.669,0,29,24.8064,0,0,5.00905,17.5969,0,4.07407,0,0,14.75,6.75,0,0,8.81509,0,16.5,7.7428,0,0,25.009,16.9225,0,4.50741,0,0,5.5,14.5,0,0,7.94553,bomb
0,2,138,31,51,85,115,15,139,0,0,91,55,0,4,105,0,1,931,1008,991,969,933,1010,17,0,0,909,30,0,3,26,0,0,60.669,0,40.4853,79.0122,77.9828,11.6569,71.8406,0,0,69.9411,31.5563,0,0,81.1543,0,0,20.3036,0,0,3.1488,19.3411,2,7.83204,0,0,29,10.8432,0,0,9.55668,0,0,6.225,0,0,17.3736,17.728,3,19.595,0,0,10,11.3252,0,0,16.4525,bomb
0,11,34,43,11,117,115,46,87,0,0,50,147,38,37,43,0,3,1021,16,1021,937,958,1020,965,0,0,16,991,1022,1010,968,0,0,0,0,14,92.669,83.9828,0,68.5269,0,0,0,84.3259,0,40.9706,36.6274,0,0,0,0,0,8.36596,18.3694,0,9.87745,0,0,0,7.26389,0,0,4.12963,0,0,0,0,0,20.7848,18.1802,0,7.63072,0,0,0,18.1111,0,0,5.16435,bomb
0,74,118,0,0,138,118,0,40,0,0,49,128,0,0,102,0,5,1010,0,0,938,1007,0,975,0,0,17,59,0,0,1011,0,53.9411,65.2132,0,0,93.0122,85.9828,0,30.6274,0,0,0,71.9828,0,0,81.4975,0,26.6296,25.1944,0,0,7.88435,14.7181,0,5.2209,0,0,0,8.09127,0,0,7.25598,0,14.1644,16.0556,0,0,21.1226,18.551,0,4.52249,0,0,0,15.3016,0,0,14.0933,bomb
0,84,153,0,0,137,109,0,33,0,0,42,61,0,0,82,0,979,1020,0,0,1003,991,0,1005,0,0,12,971,0,0,1010,0,60.8701,73.3553,0,0,89.3553,87.4975,0,24.1421,0,0,30.1421,43.1127,0,0,70.3259,0,25.7657,19.019,0,0,11.8072,13.9568,0,4.8,0,0,28.25,5.5463,0,0,15.5116,0,11.2797,5.13095,0,0,24.4359,20.6743,0,2.75,0,0,5,23.2037,0,0,21.3588,bomb
0,39,99,0,0,119,90,0,46,0,0,54,33,0,0,79,0,10,7,0,0,974,1001,0,18,0,0,1009,12,0,0,2,0,32.1421,0,0,0,90.5269,73.4975,0,40.5269,0,0,0,0,0,0,120.267,0,29,0,0,0,12.2657,14.3071,0,5.75459,0,0,0,0,0,0,24.179,0,21.6667,0,0,0,25.7343,19.2222,0,7.31401,0,0,0,0,0,0,14.8059,bomb
0,40,111,0,0,116,98,0,75,0,0,6,82,0,0,80,0,18,906,0,0,956,900,0,951,0,0,1020,29,0,0,1014,0,28.1421,85.8406,0,0,81.6985,76.669,0,60.0833,0,0,0,0,0,0,76.9117,0,29,10.8833,0,0,15.6556,11.1728,0,11.834,0,0,0,0,0,0,17.1217,0,19.5,2.86667,0,0,24.9778,20.6728,0,9,0,0,0,0,0,0,13.2596,bomb
0,111,132,0,0,96,116,0,87,0,0,103,1,0,0,101,0,993,1016,0,0,959,997,0,16,0,0,1010,2,0,0,1022,0,68.5269,54.7696,0,0,64.0416,84.669,0,0,0,0,65.1127,0,0,0,57.0122,0,23.006,11.3975,0,0,12.1384,14.9479,0,0,0,0,22.5,0,0,0,17.2667,0,4.70598,20.6938,0,0,23.6101,19.4552,0,0,0,0,14.25,0,0,0,23.755,bomb
0,84,45,0,0,152,127,0,0,0,0,98,8,0,0,152,0,1005,938,0,0,995,25,0,0,0,0,966,8,0,0,1003,0,67.9411,8.24264,0,0,85.3553,163.137,0,0,0,0,74.9117,0,0,0,87.7401,0,21.2111,2,0,0,11.4741,9.63317,0,0,0,0,26.5833,0,0,0,21.785,0,6.61111,19.5,0,0,10.0883,15.9831,0,0,0,0,25.9167,0,0,0,18.2189,bomb
0,82,179,0,0,132,105,0,45,0,0,116,80,0,0,125,0,26,1019,0,0,1002,979,0,17,0,0,991,3,0,0,42,0,51.598,34.0416,0,0,74.1838,76.7696,0,28.6274,0,0,68.5269,0,0,0,82.3259,0,23.75,23.3704,0,0,11.4854,19.9221,0,3.6875,0,0,20.2782,0,0,0,10.5,0,20.6558,26.063,0,0,22.1009,21.1541,0,6.625,0,0,26.1641,0,0,0,15.0417,bomb
0,89,184,0,0,114,114,0,50,0,0,101,9,0,0,113,0,986,964,0,0,980,1011,0,1009,0,0,908,1020,0,0,1016,0,54.8701,57.8406,0,0,75.8406,117.397,0,29.5563,0,0,61.4558,6.82843,0,0,75.2548,0,26.9744,8.18873,0,0,21.1358,13.537,0,5.81481,0,0,28.5,1.5,0,0,16.2523,0,12.9455,10.7507,0,0,20.6023,24.8805,0,3.9537,0,0,20.875,29,0,0,7.2945,bomb
0,40,125,0,0,147,137,0,118,0,0,114,200,0,0,145,0,983,1019,0,0,985,1015,0,934,0,0,995,1022,0,0,1018,0,25.3137,44.7696,0,0,102.77,83.8406,0,80.9117,0,0,62.1421,0,0,0,60.669,0,28.75,4.99769,0,0,6.3122,13.9867,0,20.8472,0,0,0,0,0,0,19.1289,0,26.75,18.1065,0,0,17.9183,19.9667,0,9.90079,0,0,0,0,0,0,20.0567,bomb
0,43,244,23,28,153,126,43,157,88,0,143,32,0,52,153,0,6,23,16,1011,858,959,23,952,11,0,11,1003,0,1015,928,0,24.9706,77.1543,12.4853,15.6569,86.3259,72.1838,32.4853,99.1543,0,0,76.3259,27.6569,0,30.4853,74.669,0,25.6667,19.754,2,0,8.94253,23.5415,2,19.2635,0,0,20.4009,2,0,29.5,8.51676,0,28,13.5357,27,0,18.6264,21.7643,13.5,10.2541,0,0,14.1079,29.3333,0,17,8.89771,bomb
0,52,202,0,0,97,127,0,102,0,0,124,3,0,0,92,0,1010,957,0,0,1008,997,0,980,0,0,968,4,0,0,1016,0,30.6274,130.267,0,0,53.2132,78.3259,0,69.598,0,0,67.1127,0,0,0,42.0416,0,25.4375,11.4776,0,0,11.8348,11.4713,0,11.7516,0,0,12.1222,0,0,0,18.3151,0,25.75,17.1185,0,0,25.4345,19.0747,0,9.55645,0,0,11.5236,0,0,0,17.2746,bomb
0,14,285,14,7,189,162,8,136,0,4,281,67,0,14,127,0,1012,997,1017,1013,989,1013,4,985,0,3,985,33,0,1015,1011,0,10,70.8112,0,0,91.0122,81.9828,0,70.1838,0,0,70.5269,26.9706,0,0,73.3553,0,0,12.2992,0,0,9.52413,17.5179,0,8.39553,0,0,14.5314,6.60606,0,0,6.83889,0,0,11.214,0,0,21.8159,17.656,0,22.1946,0,0,12.941,26.7576,0,0,7.11667,bomb
0,31,247,0,0,130,143,0,151,0,0,75,43,0,0,139,0,9,1021,0,0,8,1005,0,1008,0,0,972,18,0,0,1010,0,21.3137,73.4975,0,0,69.1127,84.8112,0,81.9411,0,0,43.3137,30.3848,0,0,56.5269,0,14.5,14.7185,0,0,12.716,16.9316,0,13.3,0,0,14.5,3.12821,0,0,14,0,11.5,10.1291,0,0,26.9969,14.1283,0,15.1083,0,0,8.75,26.6795,0,0,21.75,bomb
0,66,182,0,0,137,131,0,114,0,0,89,19,0,0,142,0,1007,991,0,0,1005,1016,0,1008,0,0,951,1020,0,0,989,0,38.3848,44.5269,0,0,73.6985,75.4975,0,74.3259,0,0,58.6274,11.6569,0,0,52.5269,0,25.4303,8.45308,0,0,3.4463,11.4633,0,16.5462,0,0,14.75,2,0,0,10.6952,0,22.103,7.7465,0,0,11.1481,17.9305,0,9.5672,0,0,12,28,0,0,24.6,bomb
0,100,140,0,0,160,133,0,9,0,0,183,95,0,0,114,0,6,1018,0,0,964,1006,0,6,0,0,1009,25,0,0,1010,0,58.4853,71.0122,0,0,86.1838,79.9828,0,4.82843,0,0,62.7696,42.8701,0,0,62.1421,0,29,27.5,0,0,8.4254,13.9516,0,1.5,0,0,19.4309,6.94872,0,0,0,0,4,14,0,0,15.054,15.6703,0,2,0,0,19.2623,25.5128,0,0,0,bomb
0,94,142,0,0,184,129,0,32,0,0,152,48,0,0,120,0,988,1005,0,0,999,39,0,1014,0,0,1023,1018,0,0,13,0,52.7696,80.3259,0,0,86.5269,73.9828,0,22.1421,0,0,74.9117,0,0,0,53.1127,0,24.5,11.4583,0,0,18.104,12.1741,0,1.5,0,0,17.266,0,0,0,12.6667,0,20.4957,12.75,0,0,26.0235,14.8184,0,8,0,0,13.9588,0,0,0,7.83333,bomb
0,30,104,0,0,144,111,0,69,0,0,87,184,0,0,112,0,1013,4,0,0,975,1008,0,968,0,0,1010,17,0,0,1008,0,21.6569,46.4264,0,0,80.8701,75.4975,0,52.7696,0,0,58.8284,0,0,0,57.0122,0,29.5,3.5,0,0,15.5839,10.3144,0,6.61111,0,0,0,0,0,0,18.5042,0,23,16.5,0,0,25.0804,19.3853,0,9.23504,0,0,0,0,0,0,17.7586,bomb
0,98,116,0,0,142,108,0,114,0,0,15,88,0,0,80,0,17,993,0,0,947,1000,0,918,0,0,1012,1013,0,0,982,0,0,84.7107,0,0,90.8701,81.1543,0,77.8406,0,0,0,64.6274,0,0,71.7401,0,0,7.60631,0,0,11.8215,10.9262,0,6.63132,0,0,0,0,0,0,18.3625,0,0,12.0162,0,0,25.5673,19.9145,0,4.62942,0,0,0,0,0,0,19.048,bomb
0,104,126,0,0,134,119,0,133,0,0,32,123,0,0,96,0,43,1000,0,0,881,966,0,999,0,0,996,1006,0,0,1006,0,0,57.4975,0,0,93.0122,83.4975,0,83.397,0,0,28.1421,67.1127,0,0,70.4264,0,0,6.85897,0,0,9.51449,14.3505,0,15.0005,0,0,21.5,4.625,0,0,14.918,0,0,11.4586,0,0,22.3768,20.9673,0,13.8214,0,0,28,10.9583,0,0,10.3783,bomb
0,2,170,0,0,193,189,0,144,0,0,198,63,0,0,145,0,1,1016,0,0,961,999,0,49,0,0,1014,8,0,0,1010,0,0,0,0,0,93.1543,89.4975,0,68.5269,0,0,75.8406,19.6569,0,0,66.2843,0,0,0,0,0,12.4646,18.7201,0,5.53922,0,0,23.3818,3.4697,0,0,6.25,0,0,0,0,0,17.899,20.5913,0,20.6618,0,0,15.9628,10.6515,0,0,6.5,bomb
0,103,111,0,0,135,148,0,8,0,0,188,12,0,0,193,0,971,1019,0,0,995,1007,0,1014,0,0,991,1013,0,0,1006,0,66.2843,62.8701,0,0,81.3553,87.4975,0,0,0,0,65.4558,0,0,0,63.799,0,25.7083,18.8843,0,0,10.5222,15.9591,0,0,0,0,18.4717,0,0,0,11.75,0,22.125,25.4282,0,0,21.5444,19.0357,0,0,0,0,16.6905,0,0,0,9.75,bomb
0,111,117,0,0,170,128,0,13,0,0,158,28,0,0,143,0,920,993,0,0,940,987,0,6,0,0,996,1019,0,0,1000,0,65.2548,135.823,0,0,81.6985,79.9828,0,10.8284,0,0,79.0122,0,0,0,69.1127,0,23.5,14.7041,0,0,14.4502,12.8345,0,0,0,0,20.9263,0,0,0,18.3849,0,16.8869,21.5707,0,0,24.0317,16.5152,0,0,0,0,21.895,0,0,0,7.04365,bomb
0,97,113,0,0,146,148,0,118,0,0,64,33,0,0,137,0,76,1016,0,0,984,992,0,984,0,0,1003,1013,0,0,907,0,0,70.669,0,0,82.1838,85.0122,0,68.5269,0,0,47.6569,25.6569,0,0,72.669,0,0,8.59071,0,0,18.8266,8.69396,0,9.29167,0,0,0,0,0,0,13.893,0,0,21.2607,0,0,22.3715,13.7432,0,11.7325,0,0,0,0,0,0,6.9393,bomb
0,86,151,0,0,150,131,0,121,0,0,59,31,0,0,115,0,55,99,0,0,980,1016,0,924,0,0,1013,1015,0,0,1007,0,0,165.966,0,0,89.3553,87.8406,0,73.4975,0,0,48.1421,21.6569,0,0,142.167,0,0,10.0923,0,0,15.4567,14.1508,0,12.0805,0,0,0,0,0,0,19.2529,0,0,16.7586,0,0,22.3854,21.127,0,10.2529,0,0,0,0,0,0,14.7011,bomb
0,59,144,78,28,164,29,70,95,16,0,120,81,0,10,106,0,973,893,59,997,4,5,994,985,6,0,950,7,0,4,19,0,38.5269,73.8822,0,14.8284,0,0,0,68.0833,0,0,74.3259,0,0,4.82843,73.4975,0,24.8188,8.83553,0,14.75,0,0,0,11.1312,0,0,19.7437,0,0,29.5,13.3142,0,24.4384,14.4518,0,7.875,0,0,0,8.5,0,0,18.7383,0,0,29,15.3942,bomb
0,37,16,0,0,68,71,0,77,0,0,61,56,0,0,93,0,13,1011,0,0,999,13,0,14,0,0,1005,1000,0,0,921,0,0,0,0,0,20.4853,122.652,0,0,0,0,54.8701,51.9411,0,0,72.4264,0,0,0,0,0,6.75,13.7681,0,0,0,0,14.7725,8.84795,0,0,19.3841,0,0,0,0,0,13.5,22.8406,0,0,0,0,24.5106,11.2705,0,0,19.0206,bomb
11,119,134,34,71,97,30,65,1,0,36,100,51,0,0,77,5,932,49,14,1010,983,997,995,4,0,994,874,18,0,0,12,6.82843,81.2965,74.669,25.3137,0,67.1127,22.4853,49.3137,0,0,29.3137,69.4975,0,0,0,53.0122,29.5,13.5872,19.3612,2,0,6.83333,29,0,0,0,14.5,9.49591,0,0,0,19.1399,29,13.6328,10.9555,21,0,5.91667,24,0,0,0,6,21.997,0,0,0,24,bomb
0,86,135,0,0,98,91,0,18,0,0,82,10,0,0,82,0,964,9,0,0,931,5,0,4,0,0,1009,3,0,0,18,0,64.3848,77.8406,0,0,66.8701,67.6985,0,0,0,0,60.4853,0,0,0,40.2843,0,26.6389,11.9223,0,0,11.1944,16.3111,0,0,0,0,0,0,0,0,22.3167,0,2.88889,16.9856,0,0,15.6278,24.1111,0,0,0,0,0,0,0,0,26,bomb
0,40,105,35,59,92,93,44,52,0,0,39,82,0,22,60,0,10,888,987,975,20,954,15,23,0,0,985,18,0,1005,12,0,25.3137,48.7696,0,39.3137,71.8406,69.598,33.3137,38.9706,0,0,25.3137,51.2548,0,14.4853,47.6985,0,14.25,24.6225,0,14.75,5.25621,23.5444,2,2.66667,0,0,29,7.87681,0,14.25,5.90731,0,11,7.77225,0,8.5,24.4948,21.85,14.5,11.75,0,0,10,22.6803,0,13.1667,19.0062,bomb
0,181,146,0,0,146,255,0,13,0,0,199,62,0,0,259,0,975,9,0,0,959,1018,0,1010,0,0,1012,1008,0,0,808,0,70.4264,0,0,0,54.5269,72.5269,0,0,0,0,70.1838,22.4853,0,0,63.799,0,24.4931,0,0,0,26.2103,8.92455,0,0,0,0,17.4972,4.48148,0,0,25,0,17.5417,0,0,0,13.1825,16.7374,0,0,0,0,15.5722,26.6204,0,0,6.25,bomb
0,120,183,0,0,161,180,0,50,0,0,188,86,0,0,130,0,944,1007,0,0,1004,1012,0,990,0,0,1020,1021,0,0,1009,0,53.598,66.3259,0,0,76.1838,69.3553,0,26.1421,0,0,73.2548,0,0,0,36.0416,0,24.4643,8.93254,0,0,23.8635,11.4954,0,2.63889,0,0,15.1519,0,0,0,28.4444,0,20.9643,14.5595,0,0,24.2602,22.2454,0,4.92222,0,0,18.7654,0,0,0,18.7778,bomb
