%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
0,266,117,20,515,32,174,238,184,0,19.5,0,0,165,0,10,5,11,0,1841,10,7,1840,1843,1841,1837,1829,bomb
0,375,244,64,658,216,349,597,230,0,10,9.5,6,0,4.5,10,24,14.5,0,1838,1800,1837,104,1846,1824,1819,1814,bomb
0,581,0,0,467,0,0,251,0,0,3,0,0,0,0,0,5,0,0,1765,0,0,1816,0,0,1811,0,bomb
36,472,310,712,492,554,68,94,359,0,7.5,0,0,0,0,0,0,5,1845,1840,1846,1827,12,1842,16,1793,1842,bomb
56,533,64,269,652,171,125,503,168,0,0,0,0.5,0,0,2,12.5,8.5,7,1839,1830,1838,1845,1843,1843,1790,1843,bomb
0,233,0,0,183,0,0,158,0,0,5,0,0,13,0,0,8,0,0,1844,0,0,1844,0,0,1839,0,bomb
74,447,27,206,489,178,231,438,214,0,28,0,0,0,0,9,4,10,4,1838,12,1845,1838,1844,1842,1836,1842,bomb
78,215,92,16,191,133,157,199,186,0,42,12,0,0,3,19,10,14.5,13,1819,1828,5,113,1840,1755,1735,1802,bomb
83,199,177,109,250,155,128,177,196,4,15,0,0,20,13.5,12,18.5,11.5,11,1604,17,1834,1771,1836,1843,1830,1838,bomb
65,303,497,110,43,222,211,255,201,0,23,0,0,0,13.5,18.5,7,17.5,10,1822,5,1844,14,1771,1845,1799,1765,bomb
127,283,177,117,34,224,223,240,199,0,3,14,0,0,12.5,14,10.5,16,1830,1845,1831,1838,7,1827,20,1827,95,bomb
208,251,47,216,228,179,133,46,237,0,7,0,0,12,0,7.5,0,18.5,7,1837,8,1807,1840,1818,1828,1841,1671,bomb
0,154,0,93,294,56,122,185,69,0,3,0,2,16,0,2,23,2,0,1755,0,1845,1803,1842,1808,1743,12,bomb
63,179,0,2,296,4,125,229,54,0,18,0,0,30.5,0,3,23,0,9,1835,0,2,59,5,1828,1768,1814,bomb
0,138,0,11,205,0,18,292,4,0,14,0,0,19.5,0,0,30,0,0,1810,0,8,1671,0,1831,1757,10,bomb
0,145,2,35,202,0,71,238,8,0,11.5,0,0,34,0,2,23,0,0,1811,6,10,1803,0,1760,1713,1834,bomb
0,135,37,45,243,23,90,182,42,0,17.5,5.5,8,20.5,0,7,15,0,0,1830,1834,1827,1814,5,1755,1758,1809,bomb
510,354,535,329,201,545,482,360,546,0,0,11.5,6,6,0,14,0,16,4,6,1841,1830,58,1827,1843,1842,3,bomb
111,309,153,30,377,86,33,439,47,0,6,1.5,0,0,0,0.5,16.5,0,2,1816,1838,1844,1809,6,1843,1835,1843,bomb
48,439,345,88,419,301,112,474,17,0,0,0,0,0,0,0.5,0,0,1816,1839,1840,1841,75,1841,1841,1826,1845,bomb
206,500,317,428,230,453,461,60,513,0,3.5,8.5,0,0,0,15.5,0,20.5,1839,1837,1824,1839,1809,1844,1837,1845,1840,bomb
186,283,633,36,516,304,352,175,428,0,0,0,0,0,0,0,0,0,1840,1835,55,1806,1829,15,1842,1798,1840,bomb
5,166,42,110,133,126,105,140,122,0,6.5,2.5,16.5,0,12.5,19,12.5,16,3,1807,1820,1845,26,1823,1791,37,1776,bomb
49,111,76,17,16,121,131,94,113,0,11.5,3.5,0,0,21,24,0,18.5,4,1775,1795,9,13,1826,1691,55,1817,bomb
38,102,104,94,16,113,138,136,124,0,9,13,0,0,12.5,17.5,5,19,1847,1827,1815,1769,8,1819,1842,1812,1740,bomb
83,92,85,77,62,150,164,150,158,0,14.5,10.5,0,0,11.5,15.5,2,17.5,1834,1774,1776,1837,2,1831,1798,1718,1715,bomb
34,190,308,115,35,159,163,123,148,0,20,0,0,0,17.5,21,5,24.5,13,1816,10,1813,9,1825,1761,1795,1829,bomb
44,206,89,104,279,51,130,218,138,0,16,0,8,29,0,7,18,6,6,1783,4,1843,1822,1845,1732,34,21,bomb
66,173,0,68,320,22,69,248,79,0,10,0,0,15.5,0,4,14,5.5,9,1819,0,1831,1824,1837,1830,1783,1825,bomb
0,177,0,23,281,49,122,236,52,0,16,0,1,28.5,0,1,23,4.5,0,1818,0,1838,1756,6,1771,1704,15,bomb
0,159,13,28,254,0,14,361,10,0,8.5,0,0,14,0,0,28,0,0,1803,15,5,1613,0,1832,1815,10,bomb
0,162,3,18,260,0,66,279,27,0,15.5,0,0,69.5,0,0,17,0,0,1758,6,3,46,0,1788,1804,1836,bomb
31,178,17,14,264,74,71,12,139,0,33.5,2,0,34.5,0,9.5,0,0,5,1798,1846,4,1658,8,1827,10,1832,bomb
0,99,27,0,149,0,0,188,2,0,14,0,0,16.5,0,0,63.5,0,0,1821,7,0,1768,0,0,28,2,bomb
90,74,0,57,192,40,96,48,127,12,14.5,0,9.5,11.5,9,7,10.5,3,13,1761,0,1803,1755,1805,1803,1762,1837,bomb
0,114,0,0,176,47,64,152,59,0,1.5,0,0,13,0,1,13.5,0,0,1790,0,0,1587,2,1770,1806,1808,bomb
0,135,0,20,169,63,137,107,109,0,8,0,3,21,8.5,16,1,11.5,0,1830,0,14,1714,1756,1794,1775,1835,bomb
0,264,0,0,489,0,0,539,0,0,13,0,0,22.5,0,0,24.5,0,0,1783,0,0,1827,0,0,1517,0,bomb
2,238,0,23,293,42,69,450,22,0,23.5,0,0,29.5,0,0,24.5,0,1,1812,0,1842,18,20,38,1786,1827,bomb
0,238,45,22,335,21,15,431,7,0,21,0,0,20,0,0,25,0,0,1791,19,7,1834,12,1833,1827,1838,bomb
41,321,0,24,335,7,24,552,6,0,18,0,0,6.5,0,0,30,0,8,1837,0,1821,1834,12,1839,1837,1840,bomb
44,266,27,20,397,35,114,373,25,0,30,1,0,21.5,0,1,34.5,0,1846,1747,1846,3,1831,14,1832,1831,12,bomb
133,258,0,5,373,13,73,391,64,0,17,0,0,17.5,0,1.5,21,2,16,1810,0,2,1830,6,1836,1787,6,bomb
0,252,111,17,446,11,159,252,121,0,17.5,0,0,37.5,1,10.5,14.5,9,0,1818,6,7,28,13,1802,1770,1826,bomb
0,208,0,0,357,0,0,437,0,0,0,0,0,23.5,0,0,36.5,0,0,1829,0,0,1833,0,0,1828,0,bomb
156,258,0,91,545,25,169,300,179,0,8,0,2,19,0,5,18,7,82,1804,0,1842,1756,1843,1779,1773,1798,bomb
32,272,71,36,471,0,152,448,74,0,26,4,0,29,0,5.5,14,5,9,1782,1808,2,17,0,1836,1714,13,bomb
475,268,222,162,187,226,219,284,195,0,19.5,0,6,3,10.5,14.5,10,15,1693,1831,29,1846,1806,1839,8,1802,1748,bomb
17,293,591,145,97,257,190,246,178,0,14.5,0,0,0,11.5,17.5,10.5,15.5,5,1815,3,1847,4,1823,1809,1796,1699,bomb
131,285,189,230,9,143,349,221,255,0,7,9.5,0,0,9,19.5,6.5,28.5,13,1837,1838,1708,8,1837,1720,7,1691,bomb
129,253,4,32,107,155,132,184,133,0,11.5,0,0,7.5,17,15.5,8.5,14,5,1833,5,12,1845,1813,1815,1781,11,bomb
0,200,16,58,251,76,123,219,133,0,7,0,0,30.5,9.5,10,14.5,8,0,1811,4,1793,1776,1845,1832,1811,1740,bomb
0,63,0,0,128,4,0,300,9,0,0,0,0,3,0,0,22,0,0,56,0,0,1821,8,0,1812,1839,bomb
0,186,46,79,224,152,127,238,105,0,22,2,0,4,3,8,17,6,0,1809,1825,22,1820,1827,1827,1809,20,bomb
118,249,109,131,107,232,174,263,113,0,11.5,5,0,0,15,11.5,18.5,11,13,1843,1840,1833,15,1833,1758,1832,1792,bomb
59,275,161,119,10,243,177,317,109,0,10.5,14.5,0,0,5,21.5,17.5,10.5,1821,1651,1845,2,11,1696,1844,1758,1809,bomb
19,183,29,119,241,171,161,257,104,0,12,0,0,7,9.5,12.5,16,12,7,1826,5,5,1777,1846,1772,1788,1804,bomb
4,174,236,65,214,43,123,168,113,0,13.5,0,0,22,0,8.5,16,8,2,1815,12,1844,1824,14,1759,1769,1789,bomb
0,175,178,70,294,6,124,205,133,0,17,0,0,56,0,6,13,9.5,0,1833,5,1833,1792,5,1732,1670,1801,bomb
13,174,0,103,264,9,111,166,116,0,21,0,5,32,0,5,8.5,15.5,6,1681,0,1841,1721,6,5,32,1690,bomb
0,153,37,8,213,9,57,265,18,0,23.5,0,0,13,0,2,19.5,0,0,1698,13,2,1693,14,1818,1831,22,bomb
0,151,29,45,253,29,38,177,79,0,30.5,0,0,14,1,0,23,1,0,1770,5,1790,1755,1827,1817,1740,1752,bomb
102,384,293,111,316,136,208,270,154,0,8.5,0,10.5,9,10,11.5,9.5,10,11,13,99,7,3,1760,1798,1747,30,bomb
165,278,390,169,338,134,157,246,148,0,14,0,3.5,12,7,10,14,8,30,32,1822,1843,24,8,7,1773,1760,bomb
11,254,6,95,490,68,124,251,70,0,22,0,0,29,3,3,19,1,5,19,6,1837,151,1830,1756,1806,1820,bomb
0,204,0,125,243,126,172,218,86,0,13.5,0,0,17.5,10.5,11.5,20.5,12,0,1839,0,1846,1829,1830,1812,1779,54,bomb
7,192,64,117,298,67,106,229,87,0,11.5,4,0,8.5,0,8,15,4,4,1833,1822,1835,67,16,1836,1658,1776,bomb
41,118,71,226,121,220,116,162,69,0,10,1.5,32,9.5,17,11,5,4.5,6,1690,7,27,13,22,25,1642,1834,car
43,91,27,231,180,257,43,37,12,2.5,0,4,19,27,38.5,2,1,1,1835,1828,1806,1623,32,1797,1798,12,1839,car
21,33,60,241,250,340,41,67,61,0,7,0,36.5,18.5,10.5,4,3,2,4,20,14,1728,1693,1754,1840,24,1832,car
48,89,47,341,349,339,25,73,29,3.5,0,0,23.5,23.5,13.5,2,2,2,1797,1836,3,32,1710,1796,18,30,18,car
43,130,63,356,181,431,87,25,99,8.5,5.5,3.5,28,37.5,253,7.5,5.5,12,1819,1724,1828,59,1760,26,1836,12,1699,car
18,141,82,229,169,208,26,65,7,0,0,4.5,5.5,1,34,0,6.5,0,1844,1825,1817,1826,1824,1641,1835,1823,4,car
93,125,59,265,208,281,18,42,51,1.5,0,3.5,6,6,24.5,3.5,4,0,1829,1835,1830,1828,38,16,14,1828,1811,car
121,28,39,219,199,229,22,118,82,1.5,0,0,9,12.5,57,0,3.5,2.5,1756,1842,12,75,1844,1588,5,1801,17,car
143,133,41,136,161,268,91,39,31,2.5,0,2.5,3.5,2.5,27.5,1,0,2.5,8,1837,1797,15,14,16,1837,1841,1832,car
25,137,98,235,232,276,12,33,6,2.5,0,0,8.5,4.5,12.5,0,1.5,0.5,1843,4,3,1791,1832,19,1835,8,6,car
178,202,241,146,133,291,393,191,69,9.5,2,1.5,18.5,0,2.5,25,11,10,1828,1694,1535,5,1828,21,1549,1833,1809,car
166,178,277,178,88,210,318,260,128,17,0,3.5,15.5,0,6,12,12,10,1847,1822,1740,1821,1835,1755,1778,1827,1828,car
148,137,220,234,200,236,198,135,63,28,0,8,13.5,1.5,2.5,12.5,5.5,3.5,1819,1824,1532,1791,1775,1779,1754,1826,8,car
68,184,209,275,158,225,150,155,68,10.5,4.5,4.5,30.5,0,5.5,57,11,6.5,9,1782,7,1711,1792,26,1824,1821,1834,car
126,157,220,184,17,210,243,331,283,16.5,0,2.5,24.5,0,1.5,50.5,17,9,1846,1805,1668,1728,1846,1660,18,1704,1822,car
63,171,200,392,433,429,21,168,106,10.5,1.5,2.5,38.5,16,48.5,2.5,7.5,9.5,1789,1819,1805,1754,1764,4,9,1804,1838,car
138,204,207,418,449,414,196,231,120,17.5,2,3.5,13.5,12.5,16.5,12.5,9.5,12.5,1811,1735,1779,1645,1738,54,1824,1825,1831,car
52,141,58,427,453,414,100,137,60,7.5,8,0,22.5,21,21,8.5,7.5,9.5,1816,1805,1832,1805,1772,1672,1837,1837,1845,car
3,133,137,353,378,334,39,89,73,0,8.5,1.5,29,20,34,4,3.5,6.5,2,1782,1787,1408,1826,6,1828,1796,1824,car
3,73,176,422,438,517,44,71,66,0.5,11.5,0,28,11,38,2.5,5.5,5.5,3,22,36,1774,1719,45,9,1812,1845,car
111,264,332,271,101,279,394,416,143,9.5,6,7.5,26,0,10,7,11.5,15.5,1840,26,16,1845,1838,1831,1763,1826,1782,car
267,319,513,493,353,289,394,484,138,10.5,1.5,14.5,8.5,6,14,10,7,10.5,1834,1800,1523,1831,1657,1771,1768,1834,1804,car
97,287,392,280,332,279,359,564,399,10.5,7.5,4.5,21.5,0,1.5,4,14.5,23,8,1793,1718,1725,1819,1683,1832,1762,1752,car
234,127,446,320,34,232,546,491,445,15,0,2.5,7,0,9,54.5,12.5,16,1815,1834,1796,1845,17,1732,1843,1818,1765,car
267,241,407,265,92,362,572,455,85,7,0,5.5,2,0,11.5,21.5,28,3,1816,1826,1639,1835,1841,1613,1816,1773,1809,car
125,29,187,237,248,300,32,112,115,8.5,0,0,14,4,15,3.5,4,6,6,1832,35,103,1834,1729,19,1807,6,car
11,77,50,397,345,354,11,20,13,0,0,0,18.5,11.5,27,0,0,0,4,10,14,1483,1798,1772,18,1838,1836,car
114,165,142,144,245,307,101,121,17,4.5,0,0,5.5,2,21,7.5,4.5,2,1714,2,9,1825,1744,1373,1808,19,26,car
149,150,19,88,129,284,54,208,11,3.5,0,1.5,2,6,30,0,80,0,1733,1795,1843,1810,1751,44,1821,37,8,car
159,39,21,220,362,281,39,78,0,1,0,1,10,67.5,23,5.5,4.5,0,1719,1817,3,1567,1686,35,1834,1835,0,car
6,192,188,344,179,287,50,126,147,0.5,21,4.5,35,0,5,1.5,7.5,7,4,1814,1616,1756,1831,1741,12,44,48,car
62,157,226,391,278,360,87,76,24,10,3,0.5,26.5,2.5,5.5,3.5,5.5,0,10,1819,1755,1576,1761,1573,1845,1826,1843,car
81,142,171,325,261,320,98,74,25,13,1.5,1.5,19,7,7,10,5,2.5,10,1809,1756,1666,1812,1743,11,19,6,car
161,227,237,321,161,286,302,375,172,5,0,1.5,15.5,0,2,29,11,9,1766,1813,1732,1756,1814,1642,1768,1836,1827,car
37,222,256,260,370,274,258,408,184,5.5,5,2.5,32.5,0,3,3.5,16.5,18.5,1830,1812,1630,1670,7,1711,1691,1701,1830,car
57,141,119,388,216,329,73,82,29,12,0,3.5,22,13.5,13.5,6.5,2,3,1770,1817,10,1756,1817,63,5,1817,1840,car
81,1,79,519,507,507,99,23,1,12.5,0,0,20,8,7.5,8,1,0,1771,2,10,27,1533,1651,1791,1819,4,car
27,66,19,452,445,432,84,107,38,4.5,6,0,28,17.5,20,6.5,6,4,1835,1802,3,1834,1811,1672,1840,1826,1837,car
12,183,97,394,114,294,125,221,213,1.5,6.5,1.5,50,9.5,5,6.5,6.5,4,4,1789,1761,1842,1823,1799,1828,1797,1840,car
1,192,112,348,456,537,171,282,128,0,42,0,32.5,13.5,31.5,5,20,11,1,1801,37,1780,1808,1794,1840,1841,1840,car
69,63,0,131,236,258,79,100,75,3.5,1,0,23.5,6,8.5,0,5,0,1807,1806,0,1762,1698,1773,1799,1813,19,car
136,1,0,177,280,285,42,56,112,5.5,0,0,3.5,0,27,0,5.5,0,1724,2,0,1800,1807,34,8,24,30,car
81,51,73,184,212,225,106,79,57,2.5,0,0,32.5,7,31,4,1.5,0,1830,1830,31,1791,1769,1676,21,8,1795,car
142,157,61,313,154,273,83,74,48,2.5,0,1.5,14.5,0,25,9.5,9,2.5,1763,1828,1816,1827,1766,1649,1832,3,1838,car
109,126,37,104,47,284,101,164,19,2.5,0,6,10,6.5,31.5,4,11.5,2,1674,1769,8,1807,1830,1619,1739,1845,1831,car
124,117,76,160,46,184,53,88,70,9.5,0,7,7,0,18,11,5.5,10.5,1789,1817,1810,72,1836,16,1795,1845,1785,car
124,105,93,69,4,115,77,157,79,6.5,0,12,3,0,7,4,5.5,5.5,1648,1791,7,30,5,24,43,31,15,car
123,109,58,153,44,107,84,169,118,1.5,0,1.5,12.5,0,19.5,5.5,10.5,9,1742,1837,1785,13,1828,6,1828,1630,30,car
124,99,77,49,58,189,159,119,18,1.5,0,8,1,0,15.5,128,13,4.5,1720,1823,1822,1809,1832,27,1713,15,1831,car
111,120,70,219,113,157,17,36,93,1.5,0,2.5,7.5,2,19,1,0,8,1737,1825,1823,1663,1762,38,13,1796,1831,car
111,182,247,240,14,179,279,368,226,13,4.5,6,26,0,5.5,8.5,15,37,1826,1791,1712,1841,1843,1834,1807,1759,63,car
104,187,244,369,145,262,124,232,341,14,2,3.5,22,0,4,12.5,12,106,15,1806,1782,1621,1803,1774,1784,1832,1788,car
205,230,310,379,79,233,126,287,348,23,0,3.5,13.5,0,5.5,9.5,43.5,27.5,20,1842,1549,1796,1826,1745,1750,1771,1712,car
156,207,282,363,214,263,50,253,151,6.5,0,2.5,8.5,0,5,2.5,23,7,1823,1803,1653,1635,1790,1543,1848,1830,1831,car
152,205,306,403,189,326,196,255,184,23,1,2.5,9,0,1.5,48.5,28,12,1810,1837,1653,1775,1831,1743,1806,1688,1748,car
11,128,97,359,265,398,99,107,114,0,11,14.5,23,23.5,20.5,5.5,11.5,12.5,1843,1716,1818,1507,98,1795,1826,18,22,car
97,153,135,397,266,339,120,230,214,17.5,5.5,2.5,18,13.5,16.5,4.5,22,14,1718,1837,1816,1739,1847,7,1820,1794,1833,car
87,133,78,264,220,323,59,123,102,18,7.5,1,22.5,4.5,19.5,7.5,7.5,14,1785,1782,1778,1793,1799,11,1817,1829,1825,car
111,46,52,275,340,303,84,160,55,19,2.5,0,18,20.5,47,6.5,12.5,11.5,17,1820,1841,1810,1772,1605,1831,1780,1825,car
29,182,0,430,361,426,207,287,141,5.5,22,0,27,12.5,10,6.5,18,15.5,11,23,0,1813,1836,1772,1834,1693,1819,car
98,80,82,191,281,366,89,38,68,2.5,2,0,16,11.5,29,4.5,5.5,6,1818,1827,18,1665,1598,1800,1819,56,1841,car
145,105,71,260,205,417,41,94,110,1.5,0,0.5,12,3.5,16.5,0,6.5,9,1757,1832,1817,62,1819,1729,17,1802,1839,car
130,122,182,100,110,297,194,206,270,4.5,6,0,12,5.5,8.5,5,4,15,1684,1802,9,1802,1796,1774,1714,1842,1791,car
51,102,60,193,218,266,101,54,51,1.5,0,0.5,13,6,23.5,3,2,2.5,1810,1834,1824,1705,1750,29,1775,5,10,car
73,131,11,119,157,331,140,89,26,1.5,0,0,27.5,7.5,14,0.5,2.5,5,1798,1827,1839,1710,1787,1802,1745,1847,1826,car
79,130,146,163,69,222,174,232,196,13,0,0.5,22,3,9,21.5,14.5,14.5,1817,1823,11,1666,1788,1817,1823,19,1812,car
58,220,65,317,221,553,249,429,194,10.5,28.5,3,24.5,8.5,13,8,18.5,20.5,1787,1751,1815,1805,1835,1804,8,1813,1822,car
5,201,217,422,284,477,111,313,317,0,11.5,1.5,28,14,18,7.5,9,15,3,1785,14,1778,81,1517,1812,1843,1742,car
12,278,236,409,204,345,191,465,400,1.5,32.5,1.5,19.5,14,5,9.5,29.5,41.5,1843,21,1806,1810,2,1711,1835,1705,1835,car
95,202,144,211,324,266,196,400,239,0,32.5,8,41,5,10.5,45.5,11.5,19,2,17,1764,1684,10,1796,1812,1640,1804,car
46,123,118,333,246,234,87,73,63,11.5,2,3,25.5,26.5,11,6.5,6.5,10.5,1789,1816,1686,1670,1617,1789,1804,1773,1788,car
70,119,121,241,210,207,36,66,46,12,0,9,56,38,11.5,4,4.5,10.5,1789,1821,1762,1479,1600,44,12,1768,1836,car
44,110,79,251,265,297,65,102,42,10,0,9.5,25.5,24,18,5.5,6.5,8.5,13,1839,1836,1752,60,1776,1838,1738,16,car
62,120,153,246,188,249,137,109,86,13,7,4.5,34,10.5,18,12.5,9.5,14.5,7,1801,1798,1739,39,49,1837,1827,1752,car
74,124,124,322,280,209,234,156,6,15,2,13.5,23.5,19,19,16,14.5,0,6,1839,1814,21,1728,1676,1525,14,10,car
130,94,0,289,251,365,38,147,90,3.5,1,0,9.5,10.5,9.5,9,11.5,9.5,1813,1824,0,1819,157,1798,8,34,1843,car
76,86,66,240,233,382,26,61,57,0.5,0,0,16.5,6.5,32.5,0,4.5,3,7,1835,23,1799,1834,1770,1824,1782,5,car
93,55,151,216,306,326,137,87,65,3.5,0,0,14,7,22,5,0,5.5,1771,1837,17,1760,1772,1549,1841,21,14,car
143,164,54,132,30,243,188,286,139,2.5,0,1,11.5,4,22,5.5,10,2,12,1840,1794,1735,1846,1653,90,1797,1829,car
28,185,28,340,290,540,48,146,79,0,4.5,0,25.5,15,14,2,5,3.5,2,1831,6,1775,1780,1813,1828,30,1766,car
149,327,364,395,216,460,378,506,462,10.5,13,0,29.5,7,20.5,8.5,5.5,16,1846,1844,2,1758,1836,1835,1841,1842,36,car
155,147,15,486,528,609,7,99,26,0.5,1,0,8.5,11.5,30.5,0,5.5,2.5,1841,1840,1846,1837,1813,1761,9,1818,36,car
101,43,0,517,479,494,44,102,221,2.5,2,0,17,6,7.5,0,2.5,5.5,1844,1835,0,1829,1792,1752,1843,1839,1844,car
210,112,21,472,369,516,71,177,143,7,1.5,0,11,4,20.5,13,3,5,1815,1838,1833,1802,1827,1808,1779,1825,1840,car
122,31,14,436,581,479,12,147,138,7.5,0,0,11.5,9.5,18,0,3.5,8,1846,1841,1835,1842,1795,1806,15,1844,1787,car
102,124,128,108,32,72,149,156,149,4.5,0,2.5,4,0,3.5,5.5,9,15.5,1815,1805,1797,1808,8,1834,1679,61,1606,car
92,123,72,170,99,187,130,159,149,6.5,0,0.5,16,4.5,6.5,8,14.5,9,7,1800,1802,11,13,1758,28,23,1789,car
116,115,51,76,30,140,125,181,148,2.5,0,2,7,0,18.5,3,15,8.5,11,1833,5,1786,1834,1634,19,1784,1728,car
53,44,45,210,210,252,47,55,104,5.5,0,2,19.5,2,8.5,1,6.5,10,1772,1817,12,1733,1790,1799,9,1834,1811,car
101,118,80,87,24,213,142,216,75,5.5,0,9.5,24,0,42,2,15.5,7,1797,1822,1786,1715,5,58,9,1615,1810,car
17,133,116,320,323,318,69,93,28,2.5,1.5,5.5,29,30.5,31,5.5,9,1,10,1812,1748,1762,8,8,1819,1781,1816,car
95,156,58,360,356,429,99,189,106,13.5,3,0.5,25,16,30,8.5,18.5,9.5,1767,1828,1825,1818,1767,1767,1828,1693,1787,car
46,142,119,322,370,494,44,74,93,6,0,1.5,26,211,36,3,3,5,1784,1822,1823,1777,1811,53,1814,1784,18,car
9,59,0,227,368,329,3,78,29,0,11,0,25.5,12,24.5,0,3.5,4,3,1778,0,1621,124,50,2,1813,1815,car
37,120,70,274,303,380,2,48,47,0,6,2.5,49.5,11,27.5,0,2.5,3,3,1808,20,1742,98,37,4,1768,1824,car
0,0,0,314,342,296,7,11,8,0,0,0,14.5,24.5,102,0,0,0,0,0,0,1782,1617,44,1840,1829,4,car
25,131,130,223,302,335,0,42,84,2,0,0.5,24.5,8,19.5,0,0,5.5,1840,1801,1745,1760,1687,1818,0,1836,1723,car
6,135,66,333,323,335,37,57,53,0.5,3.5,1,27.5,12.5,66.5,0,5.5,3.5,5,1790,2,1712,1765,15,7,23,1826,car
20,54,50,232,287,355,88,63,56,1.5,1,1.5,77,8.5,32.5,0,2.5,2,1842,1817,6,1718,77,125,2,1778,1797,car
6,45,44,311,335,316,23,100,46,0,6,0,34,9.5,14.5,3,6,3.5,5,1814,9,1617,1595,34,1832,6,5,car
57,144,4,138,118,339,144,129,40,8.5,3,0,46.5,5,41,7.5,4.5,6.5,1827,1740,3,15,1765,27,41,1848,1834,car
65,96,61,298,344,382,115,90,55,5.5,1,0,27.5,11.5,18.5,0,4,4.5,1800,1830,1803,1806,1803,1792,1839,22,1791,car
127,160,83,145,38,256,190,243,120,7.5,0,0.5,25.5,2,10,6.5,12,4.5,1815,1833,1823,1812,1838,1697,11,62,1799,car
104,40,228,203,193,268,101,141,134,2,0,0,21,5.5,16,9,4.5,26,1784,1835,14,1790,1770,56,3,1746,26,car
73,130,58,102,63,175,113,177,137,5.5,0,1.5,16,3.5,14.5,0,9.5,3,13,1831,1814,1774,1816,1704,1832,1816,1779,car
322,244,399,451,560,646,226,254,192,9.5,12,0,13,3,16.5,0,0,3.5,1829,1809,12,1796,1765,1838,1778,1843,1844,car
288,26,0,301,339,488,400,472,126,13.5,3.5,0,3,11.5,16,11,10,7,1734,10,0,1777,1831,1752,1835,1841,1785,car
236,218,391,397,451,601,424,233,112,12.5,13,0,23,3.5,14,14.5,4.5,5.5,1829,1778,3,45,1823,1815,1841,1834,1842,car
484,185,216,243,282,770,499,616,321,12.5,8,0,2,8,24,8.5,20,6,1843,1822,2,1820,1798,1787,1844,1837,1844,car
232,117,421,395,573,550,350,202,121,1,2,0,4.5,21.5,15.5,0,15.5,11,1821,1824,19,1785,1819,1818,16,1834,1844,car
5,131,11,282,203,312,55,79,40,0,11,0,26,11.5,18.5,4.5,8.5,9,3,1699,1839,1773,34,3,1837,1827,1812,car
63,131,88,235,317,324,2,30,62,1,0,2.5,15,9,17,0,2.5,5,1823,1824,1678,1716,1775,1828,2,21,1817,car
51,60,11,408,321,489,72,52,74,3,8,0,46.5,9,18,5.5,7,4,27,1827,10,1798,1678,1785,1824,5,1774,car
69,143,69,388,284,399,69,79,44,2.5,0,2,28.5,19.5,61,5.5,4.5,6.5,1837,1846,8,1790,1716,6,1813,1828,1788,car
36,96,60,217,373,358,0,41,43,1.5,1,3,23.5,128,57,0,3.5,4,1832,1820,1776,1749,1804,1831,0,1834,1788,car
29,113,120,216,234,183,71,104,43,5.5,4.5,0,29.5,18,5,5.5,9,9.5,15,1789,1821,58,21,6,1830,1786,1829,car
53,108,56,237,223,271,43,64,85,6.5,5,3.5,48,15,9,6.5,7.5,11,16,1769,9,1771,1765,52,1835,1741,1767,car
47,112,46,320,216,319,82,62,39,9.5,4,1.5,49.5,13.5,9.5,5.5,4.5,7.5,1792,1819,1834,19,1685,1841,1824,1761,1791,car
59,20,54,285,269,280,70,86,50,5.5,2,1,26.5,4,31,4.5,5.5,9,1786,1839,7,1702,1545,22,1825,1807,1833,car
101,34,106,332,399,465,71,273,241,11.5,4.5,3,24.5,16,8.5,6.5,8.5,29,15,1831,24,1755,1718,1787,1835,1783,1743,car
31,7,51,350,479,355,26,8,44,1.5,0,0,47.5,96,129.5,0,0,0,1833,1845,24,1804,1686,26,1843,1841,14,car
