%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Mass_Center_X_1 NUMERIC
@ATTRIBUTE  Mass_Center_X_2 NUMERIC
@ATTRIBUTE  Mass_Center_X_3 NUMERIC
@ATTRIBUTE  Mass_Center_X_4 NUMERIC
@ATTRIBUTE  Mass_Center_X_5 NUMERIC
@ATTRIBUTE  Mass_Center_X_6 NUMERIC
@ATTRIBUTE  Mass_Center_X_7 NUMERIC
@ATTRIBUTE  Mass_Center_X_8 NUMERIC
@ATTRIBUTE  Mass_Center_X_9 NUMERIC
@ATTRIBUTE  Mass_Center_Y_1 NUMERIC
@ATTRIBUTE  Mass_Center_Y_2 NUMERIC
@ATTRIBUTE  Mass_Center_Y_3 NUMERIC
@ATTRIBUTE  Mass_Center_Y_4 NUMERIC
@ATTRIBUTE  Mass_Center_Y_5 NUMERIC
@ATTRIBUTE  Mass_Center_Y_6 NUMERIC
@ATTRIBUTE  Mass_Center_Y_7 NUMERIC
@ATTRIBUTE  Mass_Center_Y_8 NUMERIC
@ATTRIBUTE  Mass_Center_Y_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
62,165,19,100,36,134,60,89,132,0,40.5,3,23.5,0,27,2,15,7,0,15.3992,2.5,11.5694,0,18.3758,2,21,37.3395,0,9.26132,37.6667,28.9028,0,21.9326,3.5,24.5,14.485,accident
65,275,78,165,160,144,261,304,279,0,27.5,0,8,4,20.5,10.5,3,33,0,12.4589,0,28.5875,13,10.7579,4.17063,2.28889,31.1382,0,15.2892,0,26.25,1.41667,24.643,2.69841,8.19778,17.5513,accident
60,408,3,124,279,163,186,285,323,0,15.5,0,28.5,4,0,23,4.5,24.5,0,23.1423,0,33.7645,1.4,0,13.046,4,21.0492,0,16.7044,0,29.4199,2.85,0,17.6913,10.7407,19.0095,accident
0,277,0,97,382,103,243,321,266,0,6.5,0,13.5,12,15.5,26,104.5,13,0,8.9881,0,35.7457,18.8611,7.2858,23.1916,12.3111,25.0675,0,14.6726,0,34.4049,17.95,34.193,25.1544,15.1111,11.3861,accident
91,354,57,180,226,148,276,283,256,2,26,0,0,1,9,9.5,105,13.5,39.9167,16.1554,0,0,19.6667,7.13889,20.9762,3.77778,18.2882,24.5,10.8064,0,0,14.6667,30.8611,36.4762,10.8492,18.8145,accident
24,320,52,77,257,177,307,286,287,0,19,0,9,6,2.5,31,16.5,15,0,28.7076,0,37.6204,8.04167,8.71667,11.5212,4.8642,14.7052,0,9.45156,0,35.537,17.0833,21.1333,19.9417,6.58025,17.5598,accident
111,241,34,167,203,88,222,187,235,0,22,0,0,5,7,19.5,87,19.5,0,12.8901,0,0,18.5375,5.32143,17.1111,7.5,21.6538,0,18.6866,0,0,3.7875,33.2143,13.9658,12.125,22.3248,accident
24,244,82,151,127,151,166,231,193,1,26,1,0,0,0,3,3,4,40.5,22.4555,1.25,0,0,0,13.625,15.4444,7.19048,37,9.7475,11.5,0,0,0,11.25,24,26.0794,accident
254,352,102,109,196,109,166,224,147,0,21,0,0,0,1,18,19.5,5.5,0,20.1656,0,0,0,0.75,13.4444,13.3667,14.1273,0,15.5203,0,0,0,11,8.74074,22.6333,20.1366,accident
18,309,83,122,180,137,227,308,203,0,11,0,3,1,9,15.5,7.5,20.5,0,17.7609,0,36.5833,10.5,7.39583,18.9345,5.09778,21.0078,0,10.1192,0,27.5,4,26.5694,28.9167,8.09889,20.7333,accident
2,290,2,18,294,142,238,218,242,0,3,0,2,9,2,41.5,2.5,12.5,0,28.6111,0,40,4.5,2.25,19.075,12.4722,12.0637,0,12.9167,0,39,14.2593,7.5,19.85,5.36111,13.9419,accident
78,389,64,173,59,183,154,182,296,0,21,0,3.5,4,24.5,0,13,18,0,18.5086,0,6,39,11.8759,0,12.8407,34.5,0,16.2026,0,39.5,5.5,26.1873,0,7,23.0342,accident
48,200,20,154,160,206,115,55,198,0,63.5,0,0,3.5,35,6,32,8,0,18.3036,0,0,22.8016,18.2622,16.7381,25.5926,38.8333,0,29.5262,0,0,24.9286,23.6101,23.619,25.2593,1.91667,accident
175,183,0,138,107,199,62,177,174,17,26.5,0,11,11,31,0,0,16.5,31.8437,14.521,0,6.83712,35.8543,20.2616,0,0,33.9778,25.0046,27.5013,0,22.9091,5.37821,26.5,0,0,10.4222,accident
51,264,99,175,136,181,208,167,195,4,31,0,23,6,29.5,7.5,0,12.5,37.5,15.3865,0,22.5,39.25,14.9803,4.25185,0,34.941,36.5,28.161,0,21.6739,3.41667,25.637,6.40741,0,11.8924,accident
87,216,100,139,110,205,115,151,171,0,28,0,11,2.5,34,15,4,13,0,22.2873,0,23.552,39.7333,17,8.28333,28.5,25.8972,0,26.7255,0,29.302,2.26667,22.6539,13.6833,14.8333,8.20301,accident
0,129,0,34,179,35,75,152,61,0,14,0,3,14.5,0,1,23,1,0,25.5012,0,39.6667,24.2444,0,40.5,20.9533,0.75,0,29.7025,0,34.5,19.1161,0,23,34.6399,11.5,bomb
0,131,0,73,196,90,77,163,79,0,10,0,9,14,0,7.5,10.5,3,0,14,0,37.9444,11.1012,0,17.7278,23.5895,2.16667,0,19.25,0,29.6667,11.4702,0,15.9556,21.2637,19.8333,bomb
0,137,0,33,213,45,70,165,42,0,17.5,0,5,20,3.5,4,18,2,0,15.056,0,39.25,25.6597,1.33333,39.75,20.6386,1,0,22.1275,0,36.3,16.3924,13.6667,30,33.3772,6.5,bomb
0,157,0,63,194,61,78,143,90,0,14.5,0,10.5,17,0,9.5,9.5,9,0,15.6216,0,35.4722,25.0323,0,22.7107,22.5497,5,0,18.1768,0,33.9206,14.9333,0,21.453,22.2339,19.7778,bomb
120,145,0,47,239,13,56,192,57,0,19,0,0,7.5,0,5,16.5,4,0,8.25556,0,0,15.5371,0,38.9833,18.6866,1.5,0,24.1492,0,0,25.2124,0,34.3667,15.4068,7.375,bomb
48,250,65,113,180,138,150,218,131,0,15.5,7.5,0,14.5,9.5,11,11.5,7,0,32.3816,1.82222,0,4.54167,5.93254,36.1439,21.1337,4.07143,0,23.432,12.6222,0,12,23.5079,22.2652,35.5213,23.3571,bomb
0,213,0,91,194,78,110,222,107,0,47,0,0,0,5,3,21,4,0,28.24,0,0,0,1.87037,40,20.7981,2.375,0,14.9824,0,0,0,14.2407,25.5,34.0134,19.375,bomb
79,147,0,54,131,123,68,184,105,0,36,0,0,0,7,9,12,0,0,19.345,0,0,0,7,34.9282,16.7333,0,0,18.2173,0,0,0,20,29.5641,27.2417,0,bomb
0,178,273,106,208,114,138,183,133,0,21.5,0,0,0,2,17,10.5,11.5,0,31.9581,0,0,0,15.5,31.0174,20.1932,15,0,19.7682,0,0,0,25,20.2211,35.7685,8.5,bomb
71,197,4,132,95,103,162,171,112,0,18.5,0,0,0,8.5,13,12.5,17,0,35.4688,0,0,0,14.5,34.3193,21.4526,7.13333,0,21.2563,0,0,0,30.25,29.6368,35.9918,17.3778,bomb
53,183,35,18,193,56,99,123,65,0,24.5,1,0,14.5,7.5,5.5,12.5,9,0,26.4642,1.5,0,30.9149,6,35.631,34.1533,4.75,0,21.748,40,0,13.6448,30.8333,37.469,31.3733,16.75,bomb
10,238,0,43,259,24,129,145,94,0,18,0,4,14.5,4,7.5,9.5,8,0,19.0542,0,38.75,16.1914,3.5,25.0852,23.8129,4.91071,0,17.265,0,32.5,13.5457,38.625,22.2148,23.0819,12.7679,bomb
13,356,72,64,361,83,151,177,107,0,24,7,8.5,19,0,8.5,10,10,0,18.8796,2.74603,37.3431,20.0294,0,35.586,22.2667,5.6,0,14.0629,3.97619,33.8774,15.5564,0,34.0317,21.4667,17.275,bomb
0,145,164,99,290,47,131,195,33,0,17,23,14,10,0,10,22.5,0,0,27.7592,12.186,34.1232,8.57926,0,17.7611,27.7984,0,0,33.2496,11.2946,31.6869,11.9182,0,13.6167,26.1534,0,bomb
25,221,72,50,313,66,160,154,90,2.5,16.5,8.5,6,18.5,3.5,10.5,5.5,11.5,39.2667,5.18813,5.0063,39,24.2223,2.7619,35.3391,35.9242,6.82971,25.1333,5.70253,33.2619,36.3333,18.9995,2.7619,32.2799,32.2348,22.0676,bomb
3,363,453,133,234,95,151,218,125,0,24,0,7,12,0,11,9.5,9,0,20.3989,0,36.0494,3.31111,0,36.25,24.4615,5.12037,0,20.1861,0,18.1076,10.4879,0,26.733,35.0479,20.2593,bomb
99,231,191,72,275,66,123,245,111,0,21,0,0,15.5,6.5,5,16,6,0,28.2644,0,0,29.1925,3,38.5,24.1034,3.66667,0,29.5912,0,0,10.7912,30.5,25.0333,32.0501,17.75,bomb
159,239,41,134,173,182,169,214,102,0,19,0,10.5,8,10.5,12,13.5,10,0,15.4189,0,32.9992,25.9429,8.71905,34.0072,22.8971,5.89474,0,23.6301,0,20.9403,3.77143,17.0381,30.4891,33.4372,10.6184,bomb
0,294,64,125,302,76,175,218,155,0,27,0,8.5,12.5,3,12.5,10.5,15,0,16.0017,0,28.8788,29.0192,6,34.3336,21.7916,7.57018,0,22.8145,0,32.8333,7.34615,39.375,26.1302,36.7772,21.8033,bomb
162,280,231,142,198,111,269,266,203,15.5,8,12.5,0,0,2.5,16.5,6.5,18,29.7609,34.5926,6.08816,0,0,17.4,25.8817,32.55,13.1098,32.6268,17.5185,10.389,0,0,22.6,26.3548,32.0667,14.7689,bomb
13,322,68,231,153,213,221,270,163,0,16,0,8,0,5,18,12,17,0,27.5386,0,0,0,14.619,31.0333,21.7222,8.52273,0,24.4336,0,0,0,4.27381,21.1214,35.5046,18.8048,bomb
90,199,64,190,279,280,226,46,215,0,17.5,8,0,0.5,10.5,16,3.5,14,0,30.5062,4.6875,0,20.3333,9.82584,31.6317,3.04762,9.12333,0,27.179,38.5,0,5.83333,15.5459,29.5134,39.2381,32.4733,bomb
5,313,3,128,96,229,166,210,157,0,37.5,0,0,0,11.5,18,10,14.5,0,20.4559,0,0,0,11.1167,32.2007,22.4463,7.12333,0,17.7376,0,0,0,7.23333,19.1192,35.3079,25.5242,bomb
182,283,60,132,260,158,162,230,152,0,19.5,3,0,0,10,15.5,10,13,0,14.4796,8.72222,0,0,10.0508,32.4726,33.575,7.25135,0,16.8143,37.5,0,0,22.1706,29.2793,32.0625,16.7949,bomb
92,221,27,151,165,178,191,245,95,0,17.5,2,0,7,10.5,8.5,19.5,8,0,15.9054,2,0,37.081,6.17879,35.1185,29.9196,5.375,0,13.4765,36,0,5.75952,13.9394,33.1809,29.3766,10.375,bomb
0,158,0,48,235,93,147,13,131,0,20,0,8.5,19,9,6.5,2,10.5,0,20.377,0,36.6667,34.0208,5.32804,31.7821,39.5,3.31151,0,18.4853,0,35.6569,10.631,30.5196,32.0641,40,15.8214,bomb
3,132,0,42,179,0,94,180,71,0,30,0,0,18.5,0,8,16,10,0,24.1615,0,0,9.4918,0,39.4167,28.545,3,0,32.8157,0,0,16.1289,0,25.5,26.8585,32.9,bomb
0,151,0,24,229,72,124,135,83,0,22.5,0,4.5,15,8.5,9,10,8.5,0,17.9695,0,39.2407,19.7541,8,36.4722,22.0583,3.85256,0,20.2413,0,38.963,20.4893,32,25.1111,36.5667,23.2949,bomb
0,133,0,47,230,55,127,118,82,0,13,0,9,12.5,9,9.5,11.5,9.5,0,22.9666,0,36.7778,24.4982,5.5,35.255,32.1983,5.99536,0,9.22046,0,34.3611,22.3593,31.1,34.0678,33.8732,19.2446,bomb
0,200,154,20,252,45,134,107,87,0,30,0,4.5,11,10,10.5,9,13,0,29.8564,0,39.7037,18.7189,6.1,35.2376,23.3333,6.5,0,21.838,0,39.7037,23.3299,33,26.4585,22.5,21.2436,bomb
15,143,13,86,64,91,125,30,110,0,25,0,0,2.5,9.5,15.5,0,19,0,19.6154,0,0,30.2222,18.3593,27.7087,0,12.2635,0,16.7342,0,0,2.22222,16.6185,32.047,0,24.3526,bomb
29,188,6,115,80,119,109,119,136,0,19.5,0,11.5,0,14.5,21.5,8.5,19.5,0,23.6455,0,14.9776,0,20.1203,24.1458,8.83333,15.2819,0,19.6734,0,6.22655,0,15.3871,11.9375,36.375,26.1021,bomb
12,227,48,72,28,95,108,135,107,0,15.5,0,0,0,22.5,17.5,15.5,17,0,13.1173,0,0,0,15.2068,32.5929,21.0378,8.44608,0,16.6173,0,0,0,12.0624,17.2429,35.894,22.4387,bomb
50,163,109,81,171,79,87,132,88,0,24.5,0,0,11,10.5,12,9.5,9,0,19.6847,0,0,21.3833,8.81046,33.0281,35.244,5.12698,0,13.6391,0,0,11.3667,25.7641,31.1051,32.5167,19.873,bomb
132,164,0,102,161,115,106,133,110,0,18,0,17.5,1.5,17.5,15.5,6,16.5,0,12.2538,0,26.4773,19,11.9866,27.7667,36.1,9.52316,0,23.3826,0,21.9571,1.5,21.2391,30.169,33.75,19.6851,bomb
2,193,37,39,360,6,93,242,80,0,33.5,0,1.5,11,0,6,12.5,5,0,18.2325,0,39.7778,21.6259,0,39.7083,21.9782,2.58333,0,18.1586,0,10.2222,24.6794,0,29.0833,15.6813,12.1042,bomb
0,192,15,56,293,47,139,160,113,0,3.5,0,4.5,30.5,8,13.5,9.5,13.5,0,20,0,37.608,25.2157,6.38333,34.6316,22.8784,6.96849,0,11.0333,0,32.0062,22.6838,34.8667,22.3591,23.0801,20.7567,bomb
0,164,37,35,264,112,160,94,115,0,6.5,2.5,8.5,27,15.5,11.5,5,15.5,0,33.5115,1.36667,36.9608,24.4792,6.78429,28.5423,34.8,10.2584,0,6.92821,16.7333,37.6226,20.0347,20.9068,25.4703,36.7,23.0908,bomb
0,163,0,5,294,58,124,141,99,0,28,0,0,22,5,14.5,11,8,0,23.8244,0,0,24.1569,2.75,37.4314,16.634,4.5,0,24.5356,0,0,26.5522,30.8,18.5558,27.872,23.0625,bomb
0,153,41,28,309,71,154,112,131,0,21,2,5,37,11,20.5,4.5,15.5,0,21.4332,1,38.25,19.8703,5.29293,29.6304,37.8148,9.42918,0,13.815,15.5,39.25,26.9912,23.8434,21.6142,37.1204,23.3252,bomb
0,116,27,59,136,78,97,119,77,0,9,0,10,8,0,9,13,9,0,31.8775,0,36.25,29.2833,0,36.8914,22.8969,4.72222,0,7.63072,0,27.1161,7.36667,0,27.5354,36.3552,20.4,bomb
0,158,0,30,201,81,102,146,70,0,24.5,0,6.5,10,7,9.5,15,3,0,21.4402,0,38.3782,30.9167,4.11905,36.6798,22.0333,3.16667,0,9.1431,0,37.2564,5.17949,22.7619,27.6867,35.0415,15.1667,bomb
0,153,0,36,216,45,87,159,65,0,14.5,0,0,18,0,6,14.5,1,0,18.4596,0,0,21.9431,0,19.75,13.5909,1.5,0,15.1728,0,0,26.061,0,10.8333,22.6946,23,bomb
0,111,9,0,184,53,65,160,50,0,16.5,0,0,23,0,2,18,2,0,24.6264,0,0,15.0344,0,20.25,13.6762,2,0,11.5963,0,0,34.8597,0,11.5,23.0122,22,bomb
0,140,6,34,205,5,55,185,33,0,19.5,1,0,20.5,0,0,23,0,0,18.8204,1.5,0,19.5446,0,0,15.7013,0,0,13.8762,2,0,27.829,0,0,25.5823,0,bomb
0,144,0,8,175,12,34,228,53,0,7.5,0,0,6,0,1,13.5,3,0,12.006,0,0,15.0648,0,20.25,21.3005,1.5,0,4.70598,0,0,20.3241,0,17,17.4312,25,bomb
0,114,0,0,163,0,0,373,0,0,11.5,0,0,16.5,0,0,759,0,0,10.2556,0,0,10.8214,0,0,14.3838,0,0,6.48889,0,0,22.6119,0,0,17.2314,0,bomb
47,162,29,1,309,20,82,161,72,0,23,0,0,11.5,0,4,9,4,0,11.3012,0,0,7.84155,0,39.25,17.9815,3.07619,0,10.6627,0,0,11.9747,0,15.9375,36.9506,17.6714,bomb
0,182,8,0,307,11,0,294,8,0,12.5,0,0,39,0,0,21,0,0,13.9717,0,0,21.5115,0,0,21.525,0,0,5.86611,0,0,30.5234,0,0,33.6642,0,bomb
0,155,47,54,247,15,106,266,17,0,6.5,8,0,8.5,0,12.5,12.5,0,0,24.7657,4.25,0,19.6667,0,37.9878,20.3587,0,0,18.3601,6.7875,0,34.3889,0,23.2578,15.2222,0,bomb
32,203,46,71,412,103,136,165,135,0,14.5,7.5,11,18.5,0,12,6.5,15.5,0,25.4345,1.72222,35.5192,17.8239,0,36,19.0256,8.99813,0,17.9058,7.32222,34.8131,22.3119,0,24.4167,37.0342,16.8071,bomb
32,201,38,39,303,3,34,255,9,0,21.5,0,0,18.5,0,0,24.5,0,0,23.2105,0,0,18.7347,0,0,22.8473,0,0,20.3421,0,0,29.5435,0,0,26.3551,0,bomb
24,260,132,84,435,73,155,184,158,0,17,0,10,24,0,7,14.5,10,0,21.7971,0,37.1996,17.1381,0,38.25,21.0883,4.39286,0,29.7279,0,31.6996,22.5003,0,29.6071,35.2215,22.3393,bomb
0,162,66,108,325,55,66,191,106,0,9.5,4.5,0,19,0,11,15.5,11,0,22.9396,5.12593,0,19.1972,0,35.9394,20.9898,4.93314,0,20.0789,12.837,0,13.3508,0,24.1894,20.7713,10.0034,bomb
0,185,38,73,294,69,88,260,23,0,16.5,6.5,0,16,0,6,16.5,0,0,26.7727,4.37179,0,27.1821,0,37.9253,26.2391,0,0,16.3207,4.12179,0,24.6719,0,22.8348,17.2473,0,bomb
0,228,102,4,325,79,103,171,69,0,6,0,0,25.5,8,5.5,18.5,10,0,34.9365,0,0,20.6351,5.24444,34.2104,31.3274,5,0,22.0635,0,0,17.5313,25.8889,36.9916,28.9977,10.7,bomb
9,195,106,15,268,78,54,192,25,0,32.5,5.5,0,39.5,3,6,26.5,3,0,25.9149,4.80864,0,26.6206,1.33333,35.125,26.7632,2.5,0,7.41486,24.6975,0,17.2509,10.1111,20.9722,24.5649,4.33333,bomb
11,247,76,7,350,17,124,289,11,0,21.5,6,1,23.5,2.5,8,26,0,0,23.1362,4.69444,40,19.1797,2.26667,35.163,24.3183,0,0,11.4583,25.3963,40.5,25.9717,2.26667,20.7389,14.8381,0,bomb
0,237,31,91,402,164,261,205,184,0,23.5,2,10.5,5.5,17.5,12.5,6,19.5,0,25.9399,4.33333,32.6121,17.1782,13.5445,23.8809,33,11.9808,0,22.2422,8.5,36.127,14.5137,24.3064,26.8852,26.6111,21.8774,bomb
0,188,98,1,424,3,226,198,174,0,10,4,0,31.5,0,19,6,19,0,28.1853,2,0,20.5726,0,34.1629,28.0667,7.39804,0,11.7352,23.5,0,27.8069,0,18.9276,17.1472,14.9363,bomb
56,263,235,147,530,143,134,321,121,0,10,18.5,11,26.5,6,4.5,18.5,10.5,0,34.9242,6.56049,34.5094,17.0517,10.3333,29.6713,31.1529,6.25397,0,24.6212,26.9432,30.2929,13.1351,32.0667,30.8565,22.1005,9.39683,bomb
0,262,127,14,594,48,127,362,32,0,19.5,3,0,10.5,3,6,22,1,0,11.6966,5.44444,0,22.1852,2.5,37.7222,30.1838,2.5,0,11.7991,12.45,0,20.8426,34,36.9167,20.1068,4,bomb
117,421,36,38,613,17,47,446,43,0,0,0,2,20,0,3.5,14.5,0,0,0,0,39.7778,20.2084,0,39.4762,13.1191,0,0,0,0,34.4444,24.1667,0,31.7619,25.6148,0,bomb
0,266,117,20,515,32,174,238,184,0,19.5,0,0,165,0,10,5,11,0,27.4892,0,0,23.825,0,35.7752,38.1,4.75,0,17.8896,0,0,31.1991,0,28.4353,33.35,24.25,bomb
0,375,244,64,658,216,349,597,230,0,10,9.5,6,0,4.5,10,24,14.5,0,32.3095,5.94444,37.2593,0,17.5,29.1639,16.7379,8.25997,0,15.0357,20.5778,36.2593,0,38.3333,23.6361,15.7451,11.8191,bomb
0,581,0,0,467,0,0,251,0,0,3,0,0,0,0,0,5,0,0,4.16667,0,0,0,0,0,10.5,0,0,2.83333,0,0,0,0,0,16.5556,0,bomb
36,472,310,712,492,554,68,94,359,0,7.5,0,0,0,0,0,0,5,0,36.5556,0,0,0,0,0,0,20.3333,0,18.4444,0,0,0,0,0,0,24.6667,bomb
56,533,64,269,652,171,125,503,168,0,0,0,0.5,0,0,2,12.5,8.5,0,0,0,32.3333,0,0,32.4444,30.7464,4.74359,0,0,0,23.6667,0,0,35.4444,30.689,23.7436,bomb
0,233,0,0,183,0,0,158,0,0,5,0,0,13,0,0,8,0,0,8,0,0,17.3833,0,0,19.45,0,0,2.75,0,0,23.3667,0,0,33.1,0,bomb
74,447,27,206,489,178,231,438,214,0,28,0,0,0,0,9,4,10,0,23.549,0,0,0,0,32.549,20.9917,8.33333,0,27.9735,0,0,0,0,27.3922,24.6875,23.2222,bomb
78,215,92,16,191,133,157,199,186,0,42,12,0,0,3,19,10,14.5,0,19.2181,11.4899,0,0,8.58333,31.2066,18.3233,9.80651,0,13.8107,36.2004,0,0,2.5,15.4752,35.6471,26.0068,bomb
83,199,177,109,250,155,128,177,196,4,15,0,0,20,13.5,12,18.5,11.5,39.5,14.1428,0,0,34.6111,7.11365,33.7,11.5456,10.4092,13.5,26.8065,0,0,7.61111,23.2066,10.5,33.8683,32.2115,bomb
65,303,497,110,43,222,211,255,201,0,23,0,0,0,13.5,18.5,7,17.5,0,27.3451,0,0,0,10.4673,26.5925,35.375,10.7952,0,8.88643,0,0,0,9.28869,23.9339,33.4643,18.381,bomb
127,283,177,117,34,224,223,240,199,0,3,14,0,0,12.5,14,10.5,16,0,36.3333,5.31018,0,0,14.7178,31.9864,22.1376,9.09821,0,3.16667,19.9167,0,0,5.75778,22.253,36.6455,17.9464,bomb
208,251,47,216,228,179,133,46,237,0,7,0,0,12,0,7.5,0,18.5,0,15.75,0,0,14.9226,0,18.1519,0,11.971,0,35,0,0,17.0952,0,36.2593,0,27.3609,bomb
0,154,0,93,294,56,122,185,69,0,3,0,2,16,0,2,23,2,0,20.5,0,20,12.534,0,19.75,20.4739,2.25,0,3.33333,0,9.5,10.9747,0,15,33.9988,14.25,bomb
63,179,0,2,296,4,125,229,54,0,18,0,0,30.5,0,3,23,0,0,12.3333,0,0,20.5218,0,20.25,14.95,0,0,22.6111,0,0,24.9292,0,6.5,24.6778,0,bomb
0,138,0,11,205,0,18,292,4,0,14,0,0,19.5,0,0,30,0,0,27.4643,0,0,12.8501,0,0,14.8401,0,0,11,0,0,27.4054,0,0,25.6516,0,bomb
0,145,2,35,202,0,71,238,8,0,11.5,0,0,34,0,2,23,0,0,31.598,0,0,22.9215,0,20.25,17.0118,0,0,7.19427,0,0,32.9583,0,11.5,19.514,0,bomb
0,135,37,45,243,23,90,182,42,0,17.5,5.5,8,20.5,0,7,15,0,0,30.4839,5.06061,38,20.554,0,38.1786,24.3146,0,0,21.3502,5.74242,34.8125,27.1352,0,29.375,27.9291,0,bomb
510,354,535,329,201,545,482,360,546,0,0,11.5,6,6,0,14,0,16,0,0,7.67677,16.1111,3.33333,0,17.3722,0,8.06734,0,0,8.46465,30.7778,20.6667,0,24.2556,0,25.4835,bomb
111,309,153,30,377,86,33,439,47,0,6,1.5,0,0,0,0.5,16.5,0,0,38.2143,2.5,0,0,0,40.3333,31.3974,0,0,14.5714,37,0,0,0,27.3333,21.85,0,bomb
48,439,345,88,419,301,112,474,17,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,34.3333,0,0,0,0,0,0,0,0,39.6667,0,0,bomb
206,500,317,428,230,453,461,60,513,0,3.5,8.5,0,0,0,15.5,0,20.5,0,18.75,10.8333,0,0,0,15.9444,0,18.024,0,12.75,27.6,0,0,0,27.8722,0,20.488,bomb
186,283,633,36,516,304,352,175,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bomb
5,166,42,110,133,126,105,140,122,0,6.5,2.5,16.5,0,12.5,19,12.5,16,0,17.3165,2.41667,0,0,10.5113,32.2237,19.3261,9.25361,0,19.4158,32.8333,0,0,12.4203,16.2122,37.0622,25.887,bomb
49,111,76,17,16,121,131,94,113,0,11.5,3.5,0,0,21,24,0,18.5,0,33.0301,1,0,0,21.375,24.2857,0,16.1048,0,7.65719,7.5,0,0,17.925,17.8571,0,30.1333,bomb
38,102,104,94,16,113,138,136,124,0,9,13,0,0,12.5,17.5,5,19,0,27.3556,6.29727,0,0,14.403,27.2998,34.2667,12.8276,0,5.42222,17.2495,0,0,4.72906,27.7291,34.5667,17.9109,bomb
83,92,85,77,62,150,164,150,158,0,14.5,10.5,0,0,11.5,15.5,2,17.5,0,31.1641,3.21795,0,0,20.6814,30.4077,26,12.7105,0,7.62356,20.4744,0,0,17.0392,27.7842,37.5,22.8911,bomb
34,190,308,115,35,159,163,123,148,0,20,0,0,0,17.5,21,5,24.5,0,27.9328,0,0,0,24.3079,19.7998,32.4381,16.435,0,16.875,0,0,0,18.5741,27.8975,35.5167,17.7124,bomb
44,206,89,104,279,51,130,218,138,0,16,0,8,29,0,7,18,6,0,23.4403,0,38.1278,19.184,0,38.1905,20.3894,2.83333,0,27.7301,0,28.4444,11.7231,0,21.381,35.3362,26.1667,bomb
66,173,0,68,320,22,69,248,79,0,10,0,0,15.5,0,4,14,5.5,0,12,0,0,4.28747,0,39.75,27.4627,2,0,28.025,0,0,8.31378,0,29.5,21.7641,24.5,bomb
0,177,0,23,281,49,122,236,52,0,16,0,1,28.5,0,1,23,4.5,0,13.75,0,40.5,14.3395,0,20.25,24.987,1.59259,0,15.0521,0,37,26.066,0,15,25.6159,4.51852,bomb
0,159,13,28,254,0,14,361,10,0,8.5,0,0,14,0,0,28,0,0,31.601,0,0,18.5556,0,0,21.1627,0,0,11.0333,0,0,31.5112,0,0,19.7556,0,bomb
0,162,3,18,260,0,66,279,27,0,15.5,0,0,69.5,0,0,17,0,0,33.0296,0,0,16.6511,0,0,23.4434,0,0,11.9167,0,0,26.3538,0,0,19.5488,0,bomb
31,178,17,14,264,74,71,12,139,0,33.5,2,0,34.5,0,9.5,0,0,0,20.1427,3.5,0,23.3584,0,23.9123,0,0,0,19.5107,2,0,28.4755,0,12.2112,0,0,bomb
0,99,27,0,149,0,0,188,2,0,14,0,0,16.5,0,0,63.5,0,0,34.75,0,0,11.1521,0,0,18.1234,0,0,38.75,0,0,21.6066,0,0,21.3477,0,bomb
90,74,0,57,192,40,96,48,127,12,14.5,0,9.5,11.5,9,7,10.5,3,34.7708,9.1989,0,35.4655,17.7681,6.1875,38.1667,5.35043,10.1111,24.2879,7.86532,0,6.24503,20.9867,36.9688,18.0714,5.25519,24.5556,bomb
0,114,0,0,176,47,64,152,59,0,1.5,0,0,13,0,1,13.5,0,0,15.6389,0,0,28.5486,0,40.5,19.0361,0,0,2.88889,0,0,31.4236,0,36,25.0659,0,bomb
0,135,0,20,169,63,137,107,109,0,8,0,3,21,8.5,16,1,11.5,0,21.2232,0,37.3333,31.25,5.78431,33.8027,36.5,7.45226,0,21.2857,0,39.5,13.004,32.7892,23.6498,38,28.9369,bomb
